All percentages range 0-100% of the total count for either Eukaryotes or Prokaryotes, with exception of the first three data rows (% Known, % Eukaryote, % Prokaryote), which represent %s of total reads.
Taxonomy String (K->S)	Terminal Taxa	MP_E25_2B_DY20	MP_E26_1B_DY20	MP_E26_2B_DY20	MP_E27_1B_DY20	MP_E27_2B_DY20	MP_E28_1B_DY20	MP_E28_2B_DY20	MP_E29_1B_DY20	MP_E29_2B_DY20	MP_E30_1B_DY20	MP_E30_2B_DY20	MP_E31_1B_DY20	MP_E31_2B_DY20	MP_E32_1B_DY20	MP_E32_2B_DY20	MP_E33_1B_DY20	MP_E33_2B_DY20	MP_E34_1B_DY20	MP_E34_2B_DY20	MP_E35_1B_DY20	MP_E35_2B_DY20	MP_E36_1B_DY20	MP_E36_2B_DY20	MP_E37_1B_DY20	MP_E37_2B_DY20	MP_E38_1B_DY20	MP_E38_2B_DY20	MP_E39_1B_DY20	MP_E39_2B_DY20	MP_E40_1B_DY20	MP_E40_2B_DY20	MP_E42_1B_DY20	MP_E42_2B_DY20	MP_E43_1B_DY20	MP_E43_2B_DY20	MP_E44_DY20	MP_E45_1B_DY20	MP_E45_2B_DY20	MP_E46_1B_DY20	MP_E46_2B_DY20	MP_E47_1B_DY20	MP_E47_2B_DY20	MP_E48_1B_DY20	MP_E48_2B_DY20	MP_E49_1B_DY20	MP_E49_2B_DY20	MP_E50_1B_DY20	MP_E50_2B_DY20	MP_E51_1B_DY20	MP_E51_2B_DY20	MP_E52_1B_DY20	MP_E52_2B_DY20	MP_E53_1B_DY20	MP_E53_2B_DY20	MP_E54_1B_DY20	MP_E54_2B_DY20	MP_E55_1B_DY20	MP_E55_2B_DY20	MP_E57_1B_DY20	MP_E57_2B_DY20	MP_E58_1B_DY20	MP_E58_2B_DY20	MP_E59_1B_DY20	MP_E59_2B_DY20	MP_E60_1B_DY20	MP_E60_2B_DY20	MP_E61_1B_DY20	MP_E61_2B_DY20	MP_E62_1B_DY20	MP_E62_2B_DY20	MP_E63_1B_DY20	MP_E63_2B_DY20	MP_E64_1B_DY20	MP_E64_2B_DY20	MP_E65_1B_DY20	MP_E65_2B_DY20	MP_E66_1B_DY20	MP_E66_2B_DY20	MP_E67_1B_DY20	MP_E67_2B_DY20	MP_E68_1B_DY20	MP_E68_2B_DY20	MP_E69_2B_DY20	MP_E70_1B_DY20	MP_E70_2B_DY20	MP_E71_1B_DY20	MP_E71_2B_DY20	MP_E72_1B_DY20	MP_E72_2B_DY20	MP_E233_1B_NO20	MP_E233_2B_NO20	MP_E234_1B_NO20	MP_E234_2B_NO20	MP_E234_3B_NO20	MP_E235_1B_NO20	MP_E235_2B_NO20	MP_E235_3B_NO20	MP_E236_1B_NO20	MP_E236_2B_NO20	MP_E236_3B_NO20	MP_E237_1B_NO20	MP_E237_2B_NO20	MP_E238_1B_NO20	MP_E238_2B_NO20	MP_E239_1B_NO20	MP_E239_2B_NO20	MP_E240_1B_NO20	MP_E240_2B_NO20	MP_E241_1B_NO20	MP_E241_2B_NO20	MP_E242_1B_NO20	MP_E242_2B_NO20	MP_E243_1B_NO20	MP_E243_2B_NO20	MP_E244_1B_NO20	MP_E244_2B_NO20	MP_E245_1B_NO20	MP_E245_2B_NO20	MP_E246_1B_NO20	MP_E246_2B_NO20	MP_E247_1B_NO20	MP_E247_2B_NO20	MP_E248_1B_NO20	MP_E248_2B_NO20	MP_E249_1B_NO20	MP_E249_2B_NO20	MP_E250_1B_NO20	MP_E250_2B_NO20	MP_E251_1B_NO20	MP_E251_2B_NO20	MP_E252_1B_NO20	MP_E252_2B_NO20	MP_E253_NO20	MP_E254_NO20	MP_E255_1B_NO20	MP_E255_2B_NO20	MP_E256_1B_NO20	MP_E256_2B_NO20	MP_E257_1B_NO20	MP_E257_2B_NO20	MP_E258_1B_NO20	MP_E258_2B_NO20	MP_E259_1B_NO20	MP_E259_2B_NO20	MP_E260_1B_NO20	MP_E260_2B_NO20	MP_E261_1B_NO20	MP_E261_2B_NO20	MP_E262_1B_NO20	MP_E262_2B_NO20	MP_E263_2B_NO20	MP_E264_1B_NO20	MP_E264_2B_NO20	MP_E265_1B_NO20	MP_E265_2B_NO20	MP_E266_1B_NO20	MP_E266_2B_NO20	MP_E267_1B_NO20	MP_E267_2B_NO20	MP_E268_1B_NO20	MP_E268_2B_NO20	MP_E269_1B_NO20	MP_E269_2B_NO20	MP_E270_1B_NO20	MP_E270_2B_NO20	MP_E271_1B_NO20	MP_E271_2B_NO20	MP_E272_1B_NO20	MP_E272_2B_NO20	MP_E273_1B_NO20	MP_E273_2B_NO20	MP_E274_1B_NO20	MP_E274_2B_NO20	MP_E275_1B_NO20	MP_E275_2B_NO20	MP_E276_1B_NO20	MP_E276_2B_NO20	MP_E277_1B_NO20	MP_E277_2B_NO20	MP_E277_3B_NO20	MP_E278_1B_NO20	MP_E278_2B_NO20	MP_E278_3B_NO20	MP_E279_1B_NO20	MP_E279_2B_NO20	MP_E280_1B_NO20	MP_E280_2B_NO20	MP_E280_3B_NO20	MP_E281_1B_NO20	MP_E281_2B_NO20	MP_E281_3B_NO20	MP_E282_1B_NO20	MP_E282_2B_NO20	MP_E282_3B_NO20	MP_E283_1B_NO20	MP_E283_2B_NO20	MP_E283_3B_NO20	MP_E284_1B_NO20	MP_E284_2B_NO20	MP_E284_3B_NO20	MP_E285_1B_NO20	MP_E285_2B_NO20	MP_E285_3B_NO20	MP_E286_1B_NO20	MP_E286_2B_NO20	MP_E286_3B_NO20	MP_E287_1B_NO20	MP_E287_2B_NO20	MP_E287_3B_NO20	MP_E288_1B_NO20	MP_E288_2B_NO20	MP_E289_1B_NO20	MP_E289_2B_NO20	MP_E289_3B_NO20	MP_E290_1B_NO20	MP_E290_2B_NO20	MP_E290_3B_NO20	MP_E291_1B_NO20	MP_E291_2B_NO20	MP_E291_3B_NO20	MP_E292_1B_NO20	MP_E292_2B_NO20	MP_E292_3B_NO20	MP_E293_1B_NO20	MP_E293_2B_NO20	MP_E293_3B_NO20	MP_E294_1B_NO20	MP_E294_2B_NO20	MP_E294_3B_NO20	MP_E295_1B_NO20	MP_E295_2B_NO20	MP_E295_3B_NO20	MP_E296_1B_NO20	MP_E296_2B_NO20	MP_E296_3B_NO20	MP_E297_1B_NO20	MP_E297_2B_NO20	MP_E297_3B_NO20	MP_E298_1B_NO20	MP_E298_2B_NO20	MP_E298_3B_NO20	MP_E299_1B_NO20	MP_E299_2B_NO20	MP_E299_3B_NO20	MP_E300_1B_NO20	MP_E300_2B_NO20	MP_E300_3B_NO20	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23	MP_E24_NC_DY20	MP_E41_NC_DY20	MP_E56_NC_DY20	MP_E73_NC_DY20	MP_E232_NC_NO20	MP_E301_NC_NO20	MP_E309_NC_RC56	MP_Mid_NC_SKQ21	MP_Blank1C_QiavacTest	MP_Blank3Q_QiavacTest	MP_POSITIVE
Eukaryota;Oomycota;Olpidiopsidales__c;Olpidiopsidales;Olpidiopsidaceae;NA;NA	Olpidiopsidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	D	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Peronosporales__c;NA;NA;NA;NA	Peronosporales__c	0	0	0.02	0	0	0	0	0	0	D	0.01	0	0	D	0	0	0	D	0.01	0	0	0.02	D	0	0	0.01	0.02	0	0	D	0	0	0	0.01	D	D	0	D	0.02	D	0	D	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.02	0.01	0	0	0	D	0	0	0	D	0	0	0	0.01	0.01	D	0	D	0	0	0	1.52	0.5	0	D	0	0	0	D	0.01	0	0	0	D	0	D	0	0.01	0	0.01	0	D	0	0.01	0	0.01	0	0	D	0.01	0.02	0	0	3.6	0.01	0	0	0	D	D	D	0.01	0	D	D	0	0.01	0	0	D	0	0	0	D	D	0	0	D	0	0.01	0.01	0	0	D	0.01	0	0	0.01	0	0	0	D	0	0	D	0	0	0	0	0	D	0	0	0	0.01	D	0.01	0.01	D	D	0.01	D	D	0.01	0	0.03	D	0	0.09	0.02	0.08	0	0	D	0.02	0.01	0	D	D	D	0	0	D	0	0	0	0	0	0	0	0	0.01	0.01	0	D	0	0	0	0	D	D	D	D	0	0	0	0	D	0	D	0	D	D	D	D	D	0	D	0	0	0	D	D	D	0	0	0	0	0	0	0	0	0	D	0	D	D	0	0	0	0	0	0	D	0.09	0	0	0.03	0	0	0	D	0.04	0	0	0.66	0.11	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0.01	0.08	0	0	0	0	0	0	0	0	0.01	0	0	0	0.04	0.02	0	0.03	0.08	0.06	0.37	0.04	0.21	0.1	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Peronosporales__c;Peronosporales;NA;NA;NA	Peronosporales	0.07	1.47	1.21	8.3	0.23	0.06	0.07	0.09	0.13	0.47	1.41	0.05	0.05	0.97	0.7	0.07	0.08	0.95	0.94	0.08	0.08	0.5	0.47	0.31	0.3	0.68	0.6	0.69	0.55	0.9	0.62	0.16	0.16	0.69	0.36	0.36	0.17	0.17	0.13	0.11	0.71	1.04	0.68	0.74	0.47	0.14	0.42	0.41	0.17	0.63	0.02	0.01	0.42	0.24	0.09	0.08	0.07	0.22	0.62	0.67	0.77	0.4	1.98	1.73	0.38	0.26	1.75	1.53	1.84	0.76	1.72	1.94	2.02	0.3	0.24	0.12	0.44	0.48	0.78	1.23	2.08	2.01	0.34	3.83	2.24	0.16	0.17	0.17	0.13	0.03	0.49	0.59	0.66	0.85	0.46	0.2	0.36	0.98	2.22	0.86	0.51	0.88	0.44	0.67	1.48	0.44	0.68	0.57	0.42	0.84	0.41	0.51	2.18	1.41	0.74	0.86	1.5	1.9	0.48	0.95	4.05	2.7	0.32	0.5	4.02	1.72	0.81	0.79	1.01	1.35	0.54	0.61	0.84	0.08	0.96	0.83	0.35	0.37	0.62	0.77	0.21	0.74	1.87	2.36	1.36	1.47	0.33	0.13	5.98	3.85	1.03	0.24	0.2	6.65	7.56	1.21	1.31	3.53	6.62	5.21	3.67	1.91	1.46	1.85	0.49	0.7	0.78	0.22	0.24	1.42	1.59	0.56	0.76	1.06	1.82	0.07	0.09	2.01	1.44	1.4	0	0.04	0.05	0.83	1.08	0.06	0.08	0.06	1.6	0.52	1.45	0.08	0.1	0.08	0.23	0.81	0.26	0.08	0.03	0.04	1.05	1.04	1.34	0.19	0.17	0.1	0.91	1.12	1	0.99	1.3	0.29	0.35	0.27	0.24	0.34	0.29	0.17	0.33	0.16	0.17	0.17	0.18	0.22	0.28	0.21	0.15	0.17	0.12	0.1	0.16	0.1	0.05	0.18	0.12	0.55	0.79	0.42	0.34	0.12	0.12	1.11	0.83	1.08	1.51	0.92	1.26	1.03	2.28	4.22	4.15	2.09	5.7	0.53	3.34	1.27	1.4	1.18	1.25	0.85	0.24	0.41	0.62	1.82	3.51	1.1	2.76	2.12	2.13	5.7	0.36	0.53	0.66	0.56	3.23	5.88	6.51	0.97	4.04	0.22	2.16	0.14	0.09	2.08	3.41	2.57	1.99	0.14	7.07	5.86	1.54	0.75	0.44	2.52	1.94	1.86	0.45	3.76	1.41	0.26	1.28	1.21	4.56	3.49	1.78	3.64	1.7	0.54	0.61	0.11	0.45	0	0.78	0.71	0.39	0.29	0.58	0.11	0	0	0	0	0	0.18	0.01	0.03	0	0	0
Eukaryota;Oomycota;Peronosporales__c;Peronosporales;Peronosporaceae;NA;NA	Peronosporaceae	0	0.01	0	0	0	0	0	0	0	D	D	0	0	0	D	0	0	D	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	D	0	0	D	0	0	D	D	0	0	D	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0.02	D	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	D	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.06	0	D	D	0	0	0	0	D	0	0	0	0	0	0	0.02	0	0	0	0	0	D	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.02	D	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	D	0	0	0	0	D	0	0	0	0	0	0	0	0	D	0	0	0.01	0	0.04	0	0	D	0	0	0	0	0.01	0.01	0	0	D	D	0.02	0	0	0.04	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	D	0	0	D	D	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Peronosporales__c;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora cocois	Phytophthora cocois	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	D	0.02	D	D	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Pythiales__c;NA;NA;NA;NA	Pythiales__c	0	0.05	0.07	0	0.02	D	D	D	D	0.05	0.14	0	D	0.1	0.13	D	D	0.13	0.07	0	0	0.02	D	0	0	0.03	0.04	0.02	0.01	0.03	0	0	0	0.01	D	0.01	D	0	0	0	0.01	0.02	D	D	0.01	0	0.01	0.01	D	0.01	D	0	0.02	0	D	D	D	D	0	D	0.01	0.01	0	0	0	0	0	0	D	0.02	0	0	0.03	0	D	D	0.05	D	0	0	0.01	0.01	0	0.03	0.03	0	0	0.01	0.01	D	0.03	0	D	0	D	D	D	0	0	0	0.02	0	0.01	0	0.01	0.02	0	0	0.02	D	0	D	0.06	0.07	0.01	0	0.04	0.04	0	D	0.03	0.06	D	0	0.05	0.04	D	0	0.05	0.01	0	0	0.01	0	0.02	0.01	0.01	0.02	0.08	0.13	0.01	0.02	0.05	0.09	0.02	0.01	0.01	D	0.01	0.01	0.03	D	D	0.03	0.02	0.01	0.01	0.01	0.02	0.01	0	0.01	0.01	D	D	0.02	0.02	D	0	0.03	0.01	0.01	0.01	0.03	0.05	D	D	0.08	0.06	0.06	0	D	D	0.05	0.05	0	0	0.01	0.02	0.05	0.05	0	0	D	0.01	0.06	0.03	D	D	D	0.01	0.02	0.03	0.01	0	0.01	0.02	0.01	0.01	0.01	0.01	D	0	0.01	D	0.01	D	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.17	0.01	D	D	D	D	0.01	D	D	D	0.01	D	0.08	D	D	0.01	0	0	0.01	0.01	D	0.01	0.03	0	0	0	0.05	0	0	0	0.01	0	0	0	0	0	0	0	0	0.29	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	D	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	D	0	0.01	0	0.01	0.01	0.04	0.07	0.04	0.03	D	0	0	0	0	D	0.09	0.01	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Pythiales__c;Pythiales;NA;NA;NA	Pythiales	0.95	0.86	1.45	0	0.09	0.03	0.04	0.05	0.1	0.06	0.26	0.04	0.03	0.39	0.32	0.06	0.04	0.47	0.43	0.07	0.09	0.39	0.26	0.23	0.18	0.37	0.43	0.18	0.14	0.26	0.15	0.02	0.05	1.77	0.95	0.89	0.07	0.06	0.12	0.06	0.42	0.6	0.3	0.31	0.32	0.13	0.17	0.08	0.09	0.29	0.35	0.36	0.56	0.3	0.35	0.22	0.42	0.83	0.36	0.46	0.23	0.13	0.63	0.61	0.16	0.11	1.63	1.72	0.34	0.14	1.82	1.5	0.44	0.06	0.17	0.13	0.19	0.2	0.6	0.78	0.96	0.98	0.27	1.19	1.31	0.03	0.04	0.15	0.12	0.04	0.16	1.27	1.04	1.36	2.07	1.19	1.73	3.18	3.69	2.56	0.36	1.29	0.78	1.07	0.61	0.3	0.8	1.97	0.67	0.67	0.57	0.45	0.97	1.06	0.17	0.15	3.21	3.62	0.1	0.08	2.02	1.39	0.15	0.14	1.66	1.29	0.14	0.18	0.6	0.79	0.09	0.06	1.54	0.05	1.37	0.44	0.45	0.27	0.44	0.38	0.02	0.02	1.03	0.99	0.03	0.03	0.51	0.31	0.54	0.38	1.34	0.02	0.02	0.41	0.41	0.09	0.03	0.05	0.07	0.08	0.03	0.06	0.05	0.2	0.07	0.17	0.25	0.11	0.1	0.64	0.75	0.15	0.19	0.33	0.59	0.06	0.15	2.13	1.27	2.03	0	0.06	0.05	0.22	0.5	0.23	0.07	0.11	0.23	0.27	0.21	0.09	0.08	0.1	0.05	0.09	0.08	0.04	0.02	0.13	0.67	0.57	0.48	0.04	0.11	0.08	0.42	0.68	0.39	0.5	0.41	0.18	0.25	0.17	0.25	0.25	0.18	0.07	0.09	0.12	0.07	0.05	0.06	0.24	0.2	0.09	0.12	0.07	0.09	0.09	0.15	0.11	0.06	0.05	0.07	0.66	0.56	0.55	0.04	0.05	0.03	0.33	0.34	0.39	0.37	0.26	0.33	0.03	1.69	2.37	2.1	0.02	0.93	0.35	5.11	0.18	1.25	0.41	0.78	1.42	0.19	3.29	0.32	1.79	1.5	0.83	1.36	0.41	0.79	2.17	0.08	0.08	1.37	1.67	6.04	2.2	0.87	0.73	1.32	0.02	1.29	0.13	0.12	0.26	0.74	0.43	0.38	0.09	2.24	1.08	0.26	0.32	0.17	0.99	0.94	1.28	0.86	0.83	0.64	0.07	0.94	0.38	0.92	1.16	0.59	0.74	0.73	0	0	0.35	0.12	0	0.22	0.22	0.13	0.1	0.44	0.39	0	0	0	0	0	0.4	0	0	0	0	0
Eukaryota;Oomycota;Pythiales__c;Pythiales;Pythiaceae;Globisporangium;NA	Globisporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Pythiales__c;Pythiales;Pythiaceae;Halophytophthora;Halophytophthora sinuata	Halophytophthora sinuata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Oomycota;Pythiales__c;Pythiales;Pythiaceae;NA;NA	Pythiaceae	0	0.01	0.01	0	0	0	0	0	0	D	D	0	0	D	0	0	0	D	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	D	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	D	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	D	0	D	0	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0	0	0	0	0	0	D	0	0.01	D	0	0	0	0.06	0.01	0.05	0	D	0	0.11	0	0	D	0.01	D	0	0.03	0	0	D	D	0	0.01	0	0	0	0	D	0	0	0	0	0	D	0	0	0	0	0	0.01	0.01	0	0	0	D	0	0	0	0.02	0	0.38	0.02	0.01	0	0	0	0.01	D	0.02	D	0.02	0.01	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
