reads.in	reads.out
MP_E1308_OC1021_R1_trimmed.fq.gz	137731	109343
MP_E1309_OC1021_R1_trimmed.fq.gz	175549	163579
MP_E1310_OC1021_R1_trimmed.fq.gz	159866	147215
MP_E1312_OC1021_R1_trimmed.fq.gz	161374	149799
MP_E1313_OC1021_R1_trimmed.fq.gz	142070	130073
MP_E1315_OC1021_R1_trimmed.fq.gz	163364	152759
MP_E1316_OC1021_R1_trimmed.fq.gz	166095	149254
MP_E1317_OC1021_R1_trimmed.fq.gz	169212	156942
MP_E1318_OC1021_R1_trimmed.fq.gz	171857	143382
MP_E1319_OC1021_R1_trimmed.fq.gz	154352	118505
MP_E1320_OC1021_R1_trimmed.fq.gz	153417	144488
MP_E1321_OC1021_R1_trimmed.fq.gz	147140	137132
MP_E1322_OC1021_R1_trimmed.fq.gz	124967	114972
MP_E1323_OC1021_PCR1_R1_trimmed.fq.gz	5569	5072
MP_E1323_OC1021_PCR2_R1_trimmed.fq.gz	132338	120856
MP_E1323_OC1021_PCR3_R1_trimmed.fq.gz	111600	103049
MP_E1324_OC1021_PCR1_R1_trimmed.fq.gz	131264	119960
MP_E1324_OC1021_PCR2_R1_trimmed.fq.gz	107961	94085
MP_E1324_OC1021_PCR3_R1_trimmed.fq.gz	131339	112537
MP_E1325_OC1021_PCR1_R1_trimmed.fq.gz	113894	105474
MP_E1325_OC1021_PCR2_R1_trimmed.fq.gz	118895	109010
MP_E1325_OC1021_PCR3_R1_trimmed.fq.gz	127381	117336
MP_E1389_OC0722_R1_trimmed.fq.gz	154605	131374
MP_E1390_OC0722_R1_trimmed.fq.gz	154837	141403
MP_E1391_OC0722_R1_trimmed.fq.gz	149642	137709
MP_E1403_OC0722_R1_trimmed.fq.gz	190947	176194
MP_E1404_OC0722_R1_trimmed.fq.gz	143401	110530
MP_E1406_OC0722_R1_trimmed.fq.gz	168993	156375
MP_E1408_OC0722_R1_trimmed.fq.gz	134112	122915
MP_E1410_OC0722_R1_trimmed.fq.gz	136703	126740
MP_E1412_OC0722_R1_trimmed.fq.gz	137798	125706
MP_E1414_OC0722_R1_trimmed.fq.gz	161949	149196
MP_E1416_OC0722_R1_trimmed.fq.gz	179556	164053
MP_E1418_OC0722_R1_trimmed.fq.gz	158564	144330
MP_E1420_OC0722_R1_trimmed.fq.gz	161180	144092
MP_E1422_OC0722_R1_trimmed.fq.gz	171586	156603
MP_E1424_OC0722_R1_trimmed.fq.gz	185407	168032
MP_E1426_OC0722_R1_trimmed.fq.gz	168120	149154
MP_E1845_OC0623_R1_trimmed.fq.gz	136948	101569
MP_E1846_OC0623_R1_trimmed.fq.gz	133451	115486
MP_E1847_OC0623_R1_trimmed.fq.gz	199897	173645
MP_E1849_OC0723_R1_trimmed.fq.gz	156901	130094
MP_E1850_OC0723_R1_trimmed.fq.gz	179000	154181
MP_E1851_OC0723_R1_trimmed.fq.gz	199175	182608
MP_E1852_OC0723_R1_trimmed.fq.gz	157430	130745
MP_E1853_OC0723_R1_trimmed.fq.gz	181978	157575
MP_E1854_OC0723_R1_trimmed.fq.gz	212970	180618
MP_E1855_OC0723_R1_trimmed.fq.gz	208751	191841
MP_E1856_OC0723_R1_trimmed.fq.gz	228900	211865
MP_E1857_OC0723_R1_trimmed.fq.gz	167040	135995
MP_E1858_OC0723_R1_trimmed.fq.gz	185897	165428
MP_E1859_OC0723_R1_trimmed.fq.gz	175980	158652
MP_E1860_OC0723_R1_trimmed.fq.gz	205039	182789
MP_E1861_OC0723_R1_trimmed.fq.gz	179336	158367
MP_E1862_OC0723_R1_trimmed.fq.gz	201866	184832
MP_E1863_OC0723_R1_trimmed.fq.gz	187652	166186
MP_E1864_OC0723_R1_trimmed.fq.gz	168795	155971
MP_E1865_OC0723_R1_trimmed.fq.gz	157820	138301
MP_E1866_OC0723_R1_trimmed.fq.gz	125942	81298
MP_E1867_OC0723_R1_trimmed.fq.gz	119484	111487
MP_E1868_OC0723_R1_trimmed.fq.gz	148046	135591
MP_E1869_OC0723_R1_trimmed.fq.gz	175940	160679
MP_E1870_OC0723_R1_trimmed.fq.gz	153282	132160
MP_E1871_OC0723_R1_trimmed.fq.gz	134354	118259
MP_E1872_OC0723_R1_trimmed.fq.gz	129447	113272
MP_E1873_OC0723_R1_trimmed.fq.gz	132007	120457
MP_E1874_OC0723_R1_trimmed.fq.gz	129477	118187
MP_E1875_OC0723_R1_trimmed.fq.gz	137509	125180
MP_E2128_1B_R1_trimmed.fq.gz	102876	91567
MP_E2128_2B_R1_trimmed.fq.gz	94579	82121
MP_E2128_3B_R1_trimmed.fq.gz	317	219
MP_E2128_4B_R1_trimmed.fq.gz	123873	112251
MP_E2129_1B_R1_trimmed.fq.gz	87675	80645
MP_E2129_2B_R1_trimmed.fq.gz	48068	43703
MP_E2129_3B_R1_trimmed.fq.gz	124638	115853
MP_E2129_4B_R1_trimmed.fq.gz	70871	46337
MP_E2129_5B_R1_trimmed.fq.gz	40650	35458
MP_E2130_1B_R1_trimmed.fq.gz	102940	96498
MP_E2130_2B_R1_trimmed.fq.gz	116600	104808
MP_E2130_3B_R1_trimmed.fq.gz	56543	50951
MP_E2130_4B_R1_trimmed.fq.gz	99661	73563
MP_E2130_5B_R1_trimmed.fq.gz	93486	79368
MP_E2131_1B_R1_trimmed.fq.gz	120263	109268
MP_E2131_2B_R1_trimmed.fq.gz	83969	76938
MP_E2131_3B_R1_trimmed.fq.gz	99994	91838
MP_E2131_4B_R1_trimmed.fq.gz	110458	100672
MP_E2131_5B_R1_trimmed.fq.gz	97934	87929
MP_E2132_1B_R1_trimmed.fq.gz	41156	38509
MP_E2132_2B_R1_trimmed.fq.gz	68651	62366
MP_E2132_3B_R1_trimmed.fq.gz	89219	82113
MP_E2132_4B_R1_trimmed.fq.gz	80228	73965
MP_E2132_5B_R1_trimmed.fq.gz	13388	12073
MP_E2133_1B_R1_trimmed.fq.gz	103115	93870
MP_E2133_2B_R1_trimmed.fq.gz	105438	95688
MP_E2133_3B_R1_trimmed.fq.gz	80433	70309
MP_E2133_4B_R1_trimmed.fq.gz	118023	106873
MP_E2133_5B_R1_trimmed.fq.gz	104068	94992
MP_E2134_1B_R1_trimmed.fq.gz	75333	52171
MP_E2134_2B_R1_trimmed.fq.gz	99645	91209
MP_E2134_3B_R1_trimmed.fq.gz	88993	81877
MP_E2134_4B_R1_trimmed.fq.gz	84474	77137
MP_E2134_5B_R1_trimmed.fq.gz	96683	85138
MP_E2135_1B_R1_trimmed.fq.gz	38048	34387
MP_E2135_2B_R1_trimmed.fq.gz	49521	45264
MP_E2135_3B_R1_trimmed.fq.gz	104223	93455
MP_E2135_4B_R1_trimmed.fq.gz	106199	96930
MP_E2135_5B_R1_trimmed.fq.gz	112024	103364
MP_E2136_1B_R1_trimmed.fq.gz	121266	101528
MP_E2136_2B_R1_trimmed.fq.gz	74692	61161
MP_E2136_3B_R1_trimmed.fq.gz	100326	93592
MP_E2136_4B_R1_trimmed.fq.gz	717	627
MP_E2136_5B_R1_trimmed.fq.gz	103276	95006
MP_E2137_1B_R1_trimmed.fq.gz	96545	87465
MP_E446_1B_PCR2_R1_trimmed.fq.gz	159380	146956
MP_E446_1B_PCR3_R1_trimmed.fq.gz	151957	141777
MP_E446_2B_PCR2_R1_trimmed.fq.gz	128074	115975
MP_E446_2B_PCR3_R1_trimmed.fq.gz	157120	145681
MP_E446_3B_PCR2_R1_trimmed.fq.gz	122797	111516
MP_E446_3B_PCR3_R1_trimmed.fq.gz	137434	116964
MP_E447_1B_PCR2_R1_trimmed.fq.gz	162040	150577
MP_E447_1B_PCR3_R1_trimmed.fq.gz	163964	151384
MP_E447_2B_PCR2_R1_trimmed.fq.gz	152233	137310
MP_E447_2B_PCR3_R1_trimmed.fq.gz	155753	143030
MP_E447_3B_PCR2_R1_trimmed.fq.gz	141768	130723
MP_E447_3B_PCR3_R1_trimmed.fq.gz	149084	137527
MP_E448_1B_PCR2_R1_trimmed.fq.gz	209421	188956
MP_E448_1B_PCR3_R1_trimmed.fq.gz	198344	182010
MP_E448_2B_PCR2_R1_trimmed.fq.gz	140348	119454
MP_E448_2B_PCR3_R1_trimmed.fq.gz	167829	153520
MP_E448_3B_PCR2_R1_trimmed.fq.gz	196319	179855
MP_E448_3B_PCR3_R1_trimmed.fq.gz	157810	133106
MP_E449_1B_PCR2_R1_trimmed.fq.gz	132674	122645
MP_E449_1B_PCR3_R1_trimmed.fq.gz	158097	146794
MP_E449_2B_PCR2_R1_trimmed.fq.gz	95252	79074
MP_E449_2B_PCR3_R1_trimmed.fq.gz	141268	119238
MP_E449_3B_PCR2_R1_trimmed.fq.gz	136738	125400
MP_E449_3B_PCR3_R1_trimmed.fq.gz	136839	125748
MP_E450_1B_PCR2_R1_trimmed.fq.gz	141335	130363
MP_E450_1B_PCR3_R1_trimmed.fq.gz	145404	135142
MP_E450_2B_PCR2_R1_trimmed.fq.gz	158094	147870
MP_E450_2B_PCR3_R1_trimmed.fq.gz	142802	131660
MP_E450_3B_PCR2_R1_trimmed.fq.gz	141911	130827
MP_E450_3B_PCR3_R1_trimmed.fq.gz	141889	131075
MP_E475_PCR2_R1_trimmed.fq.gz	142344	127169
MP_E475_PCR3_R1_trimmed.fq.gz	152740	141260
MP_E486_PCR2_R1_trimmed.fq.gz	134205	117250
MP_E486_PCR3_R1_trimmed.fq.gz	148836	138472
MP_E492_1B_PCR2_R1_trimmed.fq.gz	164172	141777
MP_E492_1B_PCR3_R1_trimmed.fq.gz	159544	140237
MP_E494_PCR2_R1_trimmed.fq.gz	144563	134641
MP_E494_PCR3_R1_trimmed.fq.gz	136094	126246
MP_E496_1T_PCR2_R1_trimmed.fq.gz	173013	157698
MP_E496_1T_PCR3_R1_trimmed.fq.gz	189804	175483
MP_E496_3B_PCR2_R1_trimmed.fq.gz	175334	163280
MP_E496_3B_PCR3_R1_trimmed.fq.gz	159313	147847
MP_E498_1B_PCR2_R1_trimmed.fq.gz	172837	160458
MP_E498_1B_PCR3_R1_trimmed.fq.gz	164372	151914
MP_E498_2B_PCR2_R1_trimmed.fq.gz	142054	130014
MP_E498_2B_PCR3_R1_trimmed.fq.gz	154598	142096
MP_E498_3B_PCR2_R1_trimmed.fq.gz	167525	155015
MP_E498_3B_PCR3_R1_trimmed.fq.gz	165398	154156
MP_E573_1B_PCR2_R1_trimmed.fq.gz	158711	138614
MP_E573_1B_PCR3_R1_trimmed.fq.gz	112227	101854
MP_E573_2B_PCR2_R1_trimmed.fq.gz	162469	148511
MP_E573_2B_PCR3_R1_trimmed.fq.gz	186597	169447
MP_E573_3B_PCR2_R1_trimmed.fq.gz	175400	159201
MP_E573_3B_PCR3_R1_trimmed.fq.gz	167749	152514
MP_E574_1B_PCR2_R1_trimmed.fq.gz	72605	58909
MP_E574_1B_PCR3_R1_trimmed.fq.gz	150611	122685
MP_E574_2B_PCR2_R1_trimmed.fq.gz	146261	131775
MP_E574_2B_PCR3_R1_trimmed.fq.gz	119608	107607
MP_E574_3B_PCR2_R1_trimmed.fq.gz	150338	141366
MP_E574_3B_PCR3_R1_trimmed.fq.gz	139343	131016
MP_E575_1B_PCR2_R1_trimmed.fq.gz	151397	139301
MP_E575_1B_PCR3_R1_trimmed.fq.gz	142140	130102
MP_E575_2B_PCR2_R1_trimmed.fq.gz	136505	126490
MP_E575_2B_PCR3_R1_trimmed.fq.gz	137052	125105
MP_E575_3B_PCR2_R1_trimmed.fq.gz	146085	135398
MP_E575_3B_PCR3_R1_trimmed.fq.gz	114482	89260
MP_E598_1B_PCR2_R1_trimmed.fq.gz	174627	160891
MP_E598_1B_PCR3_R1_trimmed.fq.gz	154401	133726
MP_E598_2B_PCR2_R1_trimmed.fq.gz	194433	177749
MP_E598_2B_PCR3_R1_trimmed.fq.gz	149417	136300
MP_E598_3B_PCR2_R1_trimmed.fq.gz	144899	134177
MP_E598_3B_PCR3_R1_trimmed.fq.gz	152348	137139
MP_E600_1B_PCR2_R1_trimmed.fq.gz	156588	139093
MP_E600_1B_PCR3_R1_trimmed.fq.gz	160457	148356
MP_E600_2B_PCR2_R1_trimmed.fq.gz	148880	137574
MP_E600_2B_PCR3_R1_trimmed.fq.gz	162573	148235
MP_E600_3B_PCR2_R1_trimmed.fq.gz	138653	120825
MP_E600_3B_PCR3_R1_trimmed.fq.gz	195961	180302
MP_E610_NC_R1_trimmed.fq.gz	2781	2251
MP_POSITIVE_R1_trimmed.fq.gz	94036	83649
