bottle,oxy_concM_ch1,oxy_percentsat_ch1,oxy_conc_ch1,oxy_concM_ch2,oxy_percentsat_ch2,oxy_conc_ch2,salinity_ch1,salinity_ch2,sigma_t_ch1,sigma_t_ch2,chlor_fluorescence,temperature_ch1,temperature_ch2,turbidity,pressure,latitude,longitude,time,profile_id
,ml/l,percent,micromole/kg,,,,PSU,PSU,,,ugrams/l,degree_C,degree_C,,decibar,degrees_north,degrees_east,UTC,
17.0,6.7243,86.965,292.66,NaN,NaN,NaN,32.7088,32.7058,26.1366,26.1344,0.2522,1.9962,1.9934,NaN,9.927,62.048833333333334,-175.209,2021-11-14T14:08:01Z,SKQ202115Sc020_btl
18.0,6.7195,86.902,292.448,NaN,NaN,NaN,32.7087,32.7057,26.1365,26.1342,0.2487,1.9962,1.9952,NaN,9.925,62.048833333333334,-175.209,2021-11-14T14:08:01Z,SKQ202115Sc020_btl
19.0,6.7349,87.074,293.119,NaN,NaN,NaN,32.7091,32.7058,26.1377,26.1353,0.223,1.9835,1.9813,NaN,3.607,62.048833333333334,-175.209,2021-11-14T14:08:01Z,SKQ202115Sc020_btl
20.0,6.7225,86.902,292.578,NaN,NaN,NaN,32.7091,32.7059,26.1381,26.1358,0.2133,1.9783,1.9752,NaN,3.959,62.048833333333334,-175.209,2021-11-14T14:08:01Z,SKQ202115Sc020_btl
21.0,6.7283,86.98,292.834,NaN,NaN,NaN,32.709,32.7059,26.138,26.1357,0.2247,1.9793,1.9762,NaN,4.072,62.048833333333334,-175.209,2021-11-14T14:08:01Z,SKQ202115Sc020_btl
1.0,6.627,85.619,288.433,NaN,NaN,NaN,32.6533,32.6493,26.0939,26.0908,0.2636,1.9712,1.9699,NaN,69.929,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
2.0,6.6105,85.401,287.72,NaN,NaN,NaN,32.6484,32.6481,26.0901,26.0899,0.2138,1.9696,1.969,NaN,69.848,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
3.0,6.6336,85.707,288.724,NaN,NaN,NaN,32.6526,32.6491,26.0933,26.0906,0.2379,1.9721,1.9709,NaN,70.053,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
4.0,7.0709,90.952,307.77,NaN,NaN,NaN,32.5843,32.5809,26.0499,26.0472,0.3646,1.8151,1.814,NaN,50.776,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
5.0,7.0794,91.061,308.141,NaN,NaN,NaN,32.5841,32.5807,26.0497,26.0471,0.4127,1.8152,1.8135,NaN,50.401,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
6.0,7.0874,91.164,308.487,NaN,NaN,NaN,32.5841,32.5807,26.0497,26.0471,0.3691,1.8154,1.814,NaN,50.04,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
7.0,7.1095,91.37,309.453,NaN,NaN,NaN,32.5671,32.5659,26.0382,26.0371,0.423,1.7859,1.7875,NaN,40.214,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
8.0,7.1249,91.564,310.122,NaN,NaN,NaN,32.5667,32.5643,26.038,26.036,0.4493,1.7846,1.7845,NaN,40.695,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
9.0,7.1268,91.586,310.205,NaN,NaN,NaN,32.5665,32.563,26.0378,26.0351,0.4453,1.7838,1.7823,NaN,40.54,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
10.0,7.1454,91.779,311.019,NaN,NaN,NaN,32.5592,32.5561,26.0332,26.0308,0.4213,1.7657,1.7649,NaN,29.814,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
11.0,7.138,91.684,310.696,NaN,NaN,NaN,32.559,32.5564,26.0331,26.031,0.4368,1.7656,1.7654,NaN,29.963,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
12.0,7.1523,91.866,311.319,NaN,NaN,NaN,32.5588,32.5558,26.033,26.0307,0.4488,1.7651,1.764,NaN,30.528,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
13.0,7.1562,91.884,311.487,NaN,NaN,NaN,32.5541,32.5504,26.03,26.0272,0.3961,1.7528,1.751,NaN,20.281,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
14.0,7.1529,91.825,311.344,NaN,NaN,NaN,32.5518,32.5488,26.0286,26.0263,0.4574,1.7465,1.745,NaN,19.938,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
15.0,7.1344,91.639,310.539,NaN,NaN,NaN,32.559,32.5557,26.0331,26.0304,0.4172,1.7665,1.7652,NaN,20.452,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
16.0,7.1707,91.967,312.122,NaN,NaN,NaN,32.5385,32.535,26.0203,26.0176,0.5262,1.7129,1.7112,NaN,10.412,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
17.0,7.1806,92.091,312.552,NaN,NaN,NaN,32.538,32.5348,26.02,26.0176,0.4774,1.7116,1.7095,NaN,10.093,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
18.0,7.1709,91.967,312.132,NaN,NaN,NaN,32.5381,32.5347,26.0201,26.0175,0.4556,1.7116,1.7094,NaN,10.258,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
19.0,7.168,91.924,312.004,NaN,NaN,NaN,32.537,32.5347,26.0194,26.0175,0.4345,1.7097,1.71,NaN,3.242,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
20.0,7.1817,92.094,312.603,NaN,NaN,NaN,32.5364,32.5345,26.019,26.0173,0.4992,1.7072,1.7095,NaN,3.525,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
21.0,7.1711,91.96,312.139,NaN,NaN,NaN,32.5368,32.533,26.0192,26.0164,0.4047,1.7084,1.7059,NaN,3.274,62.220166666666664,-174.878,2021-11-14T17:01:40Z,SKQ202115Sc021_btl
1.0,5.0998,64.902,221.954,NaN,NaN,NaN,32.6707,32.6676,26.1492,26.1469,0.2115,1.3725,1.3711,NaN,65.499,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
2.0,5.0884,64.756,221.458,NaN,NaN,NaN,32.6708,32.6677,26.1493,26.1469,0.1903,1.3724,1.371,NaN,65.314,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
3.0,5.0773,64.615,220.973,NaN,NaN,NaN,32.6708,32.6677,26.1493,26.1469,0.1915,1.3724,1.3711,NaN,65.783,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
4.0,5.8164,73.748,253.165,NaN,NaN,NaN,32.5472,32.5366,26.0573,26.0494,0.2934,1.2611,1.2506,NaN,50.564,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
5.0,5.7341,72.766,249.577,NaN,NaN,NaN,32.5732,32.5731,26.0765,26.0763,0.3353,1.2875,1.2895,NaN,50.594,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
6.0,5.8881,74.619,256.287,NaN,NaN,NaN,32.5362,32.5182,26.0495,26.036,0.4058,1.2445,1.2285,NaN,50.103,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
7.0,7.305,91.532,318.014,NaN,NaN,NaN,32.2881,32.1462,25.8726,25.7586,0.686,0.8709,0.8696,NaN,40.191,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
8.0,7.3037,91.527,317.957,NaN,NaN,NaN,32.289,32.1527,25.873,25.7634,0.6322,0.8755,0.8762,NaN,40.288,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
9.0,7.2958,91.45,317.61,NaN,NaN,NaN,32.2921,32.1384,25.875,25.7515,0.7313,0.884,0.8836,NaN,40.394,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
10.0,7.3378,91.855,319.444,NaN,NaN,NaN,32.2788,32.1378,25.8671,25.7539,0.7033,0.8363,0.8334,NaN,30.868,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
11.0,7.3391,91.856,319.501,NaN,NaN,NaN,32.2771,32.1361,25.8661,25.7529,0.6723,0.8304,0.8266,NaN,30.718,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
12.0,7.3456,91.955,319.783,NaN,NaN,NaN,32.2788,32.1267,25.867,25.7448,0.7542,0.8372,0.8351,NaN,30.456,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
13.0,7.3649,92.162,320.623,NaN,NaN,NaN,32.2758,32.1271,25.8654,25.7459,0.7159,0.8237,0.8227,NaN,20.087,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
14.0,7.3387,91.833,319.484,NaN,NaN,NaN,32.2755,32.1273,25.8651,25.7461,0.7571,0.8229,0.8218,NaN,20.2,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
15.0,7.3479,91.943,319.885,NaN,NaN,NaN,32.2752,32.1269,25.8651,25.7457,0.7571,0.8208,0.8217,NaN,20.331,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
16.0,7.3671,92.168,320.72,NaN,NaN,NaN,32.274,32.1255,25.8644,25.7451,0.8001,0.8147,0.8135,NaN,10.0,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
17.0,7.3732,92.237,320.987,NaN,NaN,NaN,32.2733,32.1242,25.864,25.7443,0.7136,0.812,0.8094,NaN,10.158,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
18.0,7.3642,92.127,320.595,NaN,NaN,NaN,32.2735,32.1256,25.8641,25.7451,0.7634,0.8128,0.8145,NaN,10.146,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
19.0,7.4035,92.615,322.303,NaN,NaN,NaN,32.2734,32.2696,25.8641,25.8612,0.7153,0.812,0.8094,NaN,3.424,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
20.0,7.3914,92.458,321.777,NaN,NaN,NaN,32.2731,32.2694,25.864,25.8611,0.7302,0.8093,0.8078,NaN,3.642,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
21.0,7.3859,92.398,321.536,NaN,NaN,NaN,32.2739,32.2701,25.8644,25.8615,0.6929,0.813,0.8106,NaN,2.64,62.39033333333333,-174.57166666666666,2021-11-14T19:01:37Z,SKQ202115Sc022_btl
1.0,4.9889,62.569,217.134,NaN,NaN,NaN,32.5892,32.5853,26.1173,26.1143,0.1915,0.8257,0.8244,NaN,62.851,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
2.0,5.009,62.822,218.009,NaN,NaN,NaN,32.5892,32.585,26.1173,26.114,0.1938,0.8258,0.8248,NaN,62.57,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
3.0,5.0012,62.723,217.667,NaN,NaN,NaN,32.5893,32.5853,26.1174,26.1142,0.1926,0.8258,0.8245,NaN,62.576,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
4.0,5.1388,64.45,223.659,NaN,NaN,NaN,32.5738,32.57,26.1047,26.1017,0.2104,0.8304,0.8292,NaN,50.8,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
5.0,5.1143,64.143,222.596,NaN,NaN,NaN,32.5726,32.5686,26.1037,26.1006,0.1915,0.8307,0.8295,NaN,50.621,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
6.0,5.0921,63.865,221.63,NaN,NaN,NaN,32.5717,32.5685,26.103,26.1004,0.1938,0.831,0.8295,NaN,50.434,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
7.0,7.316,91.649,318.522,NaN,NaN,NaN,32.1621,32.1585,25.7698,25.767,0.7703,0.8961,0.8954,NaN,40.47,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
8.0,7.3223,91.736,318.796,NaN,NaN,NaN,32.1637,32.1599,25.7709,25.7679,0.7262,0.8993,0.8977,NaN,40.226,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
9.0,7.3201,91.715,318.702,NaN,NaN,NaN,32.1649,32.1602,25.7718,25.7681,0.7462,0.9014,0.8994,NaN,40.677,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
10.0,7.3873,92.473,321.673,NaN,NaN,NaN,31.9946,32.1447,25.6342,25.7549,0.7325,0.912,0.9115,NaN,29.841,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
11.0,7.3872,92.473,321.668,NaN,NaN,NaN,31.996,32.1447,25.6353,25.755,0.7182,0.9119,0.9102,NaN,29.293,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
12.0,7.3876,92.503,321.679,NaN,NaN,NaN,32.0059,32.1511,25.6429,25.7598,0.7646,0.9204,0.9174,NaN,29.347,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
13.0,7.3946,92.577,321.989,NaN,NaN,NaN,32.0038,32.145,25.6415,25.7551,0.7823,0.9146,0.9138,NaN,19.857,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
14.0,7.4003,92.65,322.236,NaN,NaN,NaN,32.0046,32.1447,25.6421,25.7549,0.7926,0.9149,0.9129,NaN,20.377,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
15.0,7.4042,92.593,322.444,NaN,NaN,NaN,31.8467,32.1446,25.5153,25.7548,0.7691,0.9137,0.9126,NaN,19.793,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
16.0,7.3986,92.551,322.189,NaN,NaN,NaN,31.8955,32.1448,25.5546,25.755,0.7617,0.9119,0.9111,NaN,10.134,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
17.0,7.3903,92.443,321.828,NaN,NaN,NaN,31.8974,32.1449,25.5562,25.7553,0.7726,0.9099,0.9091,NaN,10.145,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
18.0,7.3993,92.555,322.217,NaN,NaN,NaN,31.8985,32.1447,25.5571,25.7551,0.8402,0.9095,0.9091,NaN,9.903,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
19.0,7.4234,92.824,323.264,NaN,NaN,NaN,31.9107,32.1427,25.5679,25.7545,0.7737,0.8927,0.8916,NaN,3.628,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
20.0,7.4232,92.821,323.256,NaN,NaN,NaN,31.9114,32.1427,25.5685,25.7545,0.8161,0.892,0.8912,NaN,3.665,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
21.0,7.4331,92.943,323.687,NaN,NaN,NaN,31.9126,32.1428,25.5695,25.7546,0.78,0.8912,0.8905,NaN,3.567,62.468333333333334,-174.08483333333334,2021-11-14T22:16:55Z,SKQ202115Sc023_btl
1.0,5.2004,64.132,226.366,NaN,NaN,NaN,32.3857,32.3809,25.9851,25.9812,0.2104,0.2323,0.2306,NaN,60.941,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
2.0,5.1909,64.016,225.953,NaN,NaN,NaN,32.3867,32.3824,25.9859,25.9825,0.2242,0.2326,0.2311,NaN,61.653,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
3.0,5.203,64.165,226.48,NaN,NaN,NaN,32.3856,32.3811,25.985,25.9814,0.2236,0.2321,0.2305,NaN,60.405,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
4.0,5.2278,64.467,227.561,NaN,NaN,NaN,32.3746,32.3707,25.976,25.973,0.2356,0.2334,0.2323,NaN,51.153,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
5.0,5.2353,64.561,227.89,NaN,NaN,NaN,32.3746,32.3708,25.9761,25.9731,0.2098,0.2333,0.2317,NaN,51.047,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
6.0,5.2413,64.636,228.149,NaN,NaN,NaN,32.3744,32.3705,25.9758,25.9728,0.1961,0.2347,0.2331,NaN,50.189,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
7.0,7.372,91.974,321.005,NaN,NaN,NaN,31.9798,31.9763,25.6293,25.6266,0.6872,0.7871,0.7855,NaN,40.909,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
8.0,7.3718,91.963,320.997,NaN,NaN,NaN,31.9817,31.9782,25.6311,25.6283,0.6671,0.783,0.7823,NaN,40.627,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
9.0,7.3256,91.387,318.985,NaN,NaN,NaN,31.9808,31.972,25.6304,25.6234,0.6603,0.7834,0.7807,NaN,40.419,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
10.0,7.417,92.504,322.968,NaN,NaN,NaN,31.9632,31.96,25.6164,25.6139,0.7439,0.7787,0.7774,NaN,30.263,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
11.0,7.4139,92.467,322.835,NaN,NaN,NaN,31.9633,31.96,25.6165,25.6139,0.6998,0.7788,0.7775,NaN,30.576,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
12.0,7.399,92.283,322.187,NaN,NaN,NaN,31.9637,31.9604,25.6168,25.6142,0.7308,0.7794,0.778,NaN,30.635,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
13.0,7.556,93.892,329.043,NaN,NaN,NaN,31.884,31.8801,25.5593,25.5562,0.8339,0.6577,0.6563,NaN,20.246,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
14.0,7.5453,93.758,328.573,NaN,NaN,NaN,31.8846,31.8807,25.5598,25.5567,0.862,0.6574,0.6561,NaN,20.672,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
15.0,7.546,93.767,328.606,NaN,NaN,NaN,31.8849,31.8812,25.56,25.5571,0.8718,0.6574,0.6556,NaN,20.924,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
16.0,7.5597,93.903,329.204,NaN,NaN,NaN,31.8791,31.8754,25.5561,25.5531,0.8683,0.6445,0.643,NaN,10.513,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
17.0,7.5618,93.929,329.295,NaN,NaN,NaN,31.8791,31.8755,25.556,25.5532,0.8494,0.6448,0.6432,NaN,10.451,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
18.0,7.5663,93.986,329.49,NaN,NaN,NaN,31.8792,31.8755,25.556,25.5532,0.8678,0.6453,0.6439,NaN,10.658,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
19.0,7.5564,93.875,329.057,NaN,NaN,NaN,31.881,31.8772,25.5572,25.5543,0.8534,0.6497,0.6481,NaN,3.555,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
20.0,7.5525,93.827,328.891,NaN,NaN,NaN,31.8808,31.8772,25.5571,25.5543,0.8546,0.6497,0.6481,NaN,3.262,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
21.0,7.5678,94.014,329.556,NaN,NaN,NaN,31.8808,31.8771,25.5572,25.5543,0.8276,0.6487,0.6472,NaN,3.378,62.56066666666667,-173.55016666666666,2021-11-15T00:37:00Z,SKQ202115Sc024_btl
1.0,5.2363,63.802,227.945,NaN,NaN,NaN,32.2868,32.2844,25.9251,25.9229,0.2081,-0.2009,-0.1973,NaN,64.503,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
2.0,5.2296,63.744,227.651,NaN,NaN,NaN,32.2956,32.2917,25.9317,25.9285,0.2069,-0.1889,-0.1886,NaN,65.533,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
3.0,5.2338,63.803,227.833,NaN,NaN,NaN,32.2983,32.2937,25.9337,25.93,0.2018,-0.1853,-0.1861,NaN,65.577,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
4.0,5.4797,66.55,238.55,NaN,NaN,NaN,32.219,32.2115,25.8747,25.8687,0.1903,-0.3062,-0.3085,NaN,50.855,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
5.0,5.5283,67.107,240.669,NaN,NaN,NaN,32.2061,32.2019,25.8649,25.8615,0.1938,-0.3219,-0.3224,NaN,51.36,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
6.0,5.5187,66.958,240.251,NaN,NaN,NaN,32.2008,32.1937,25.8613,25.8559,0.1915,-0.3388,-0.3462,NaN,50.815,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
7.0,6.6758,81.003,290.692,NaN,NaN,NaN,31.9225,31.9203,25.6334,25.6318,0.3233,-0.2621,-0.266,NaN,41.025,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
8.0,6.7289,81.762,293.005,NaN,NaN,NaN,31.9068,31.9057,25.6183,25.6177,0.3187,-0.2042,-0.2087,NaN,40.845,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
9.0,6.7694,82.177,294.766,NaN,NaN,NaN,31.9171,31.9192,25.6283,25.6307,0.3164,-0.2429,-0.2616,NaN,41.553,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
10.0,7.6549,94.25,333.378,NaN,NaN,NaN,31.7391,31.736,25.4586,25.4561,0.7188,0.3437,0.3415,NaN,31.339,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
11.0,7.6422,94.125,332.828,NaN,NaN,NaN,31.7399,31.7374,25.4586,25.4564,0.6706,0.3559,0.3589,NaN,31.443,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
12.0,7.6494,94.193,333.139,NaN,NaN,NaN,31.7393,31.7358,25.4585,25.4557,0.6855,0.3477,0.3466,NaN,30.73,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
13.0,7.6617,94.272,333.677,NaN,NaN,NaN,31.734,31.7304,25.4556,25.4528,0.7399,0.3195,0.3174,NaN,19.974,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
14.0,7.6594,94.254,333.577,NaN,NaN,NaN,31.7346,31.7305,25.4559,25.4528,0.6941,0.3235,0.3191,NaN,19.957,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
15.0,7.6742,94.427,334.221,NaN,NaN,NaN,31.7342,31.7305,25.4557,25.4528,0.7508,0.3201,0.3185,NaN,19.351,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
16.0,7.6668,94.329,333.9,NaN,NaN,NaN,31.7339,31.7301,25.4556,25.4526,0.6666,0.3173,0.3161,NaN,10.035,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
17.0,7.6747,94.426,334.243,NaN,NaN,NaN,31.7338,31.7301,25.4555,25.4526,0.6889,0.3172,0.316,NaN,10.926,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
18.0,7.6792,94.48,334.441,NaN,NaN,NaN,31.7336,31.73,25.4554,25.4525,0.7875,0.3166,0.3161,NaN,10.64,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
19.0,7.6759,94.45,334.295,NaN,NaN,NaN,31.7334,31.7297,25.455,25.4521,0.7376,0.3211,0.3198,NaN,3.019,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
20.0,7.6745,94.429,334.236,NaN,NaN,NaN,31.7336,31.7298,25.4552,25.4521,0.6138,0.3194,0.3204,NaN,4.395,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
21.0,7.6748,94.431,334.248,NaN,NaN,NaN,31.7333,31.7296,25.455,25.4521,0.6631,0.3188,0.3188,NaN,3.842,62.7875,-173.5005,2021-11-15T03:53:15Z,SKQ202115Sc025_btl
1.0,4.9919,61.279,217.26,NaN,NaN,NaN,32.5503,32.5462,26.1283,26.1251,0.1949,0.0124,0.0111,NaN,64.684,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
2.0,4.9986,61.361,217.553,NaN,NaN,NaN,32.5503,32.5463,26.1283,26.1251,0.1886,0.0124,0.0111,NaN,64.405,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
3.0,4.9929,61.291,217.303,NaN,NaN,NaN,32.5501,32.5462,26.1281,26.1251,0.1903,0.0124,0.0112,NaN,64.517,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
4.0,5.6853,69.338,247.485,NaN,NaN,NaN,32.3158,32.31,25.9472,25.9427,0.1129,-0.1727,-0.1745,NaN,51.65,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
5.0,5.6986,69.488,248.063,NaN,NaN,NaN,32.3093,32.3079,25.9422,25.941,0.1135,-0.1777,-0.1764,NaN,51.169,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
6.0,5.6893,69.364,247.66,NaN,NaN,NaN,32.3056,32.303,25.9395,25.9373,0.1118,-0.1825,-0.1823,NaN,50.631,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
7.0,6.9924,87.153,304.483,NaN,NaN,NaN,31.9532,31.9508,25.6096,25.6065,0.1026,0.7561,0.7784,NaN,40.69,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
8.0,7.0331,87.711,306.258,NaN,NaN,NaN,31.9517,31.9561,25.6072,25.6092,0.1152,0.779,0.8062,NaN,40.977,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
9.0,7.0329,87.678,306.249,NaN,NaN,NaN,31.9371,31.9355,25.5959,25.5945,0.0871,0.7696,0.7736,NaN,40.166,63.030166666666666,-173.46116666666666,2021-11-15T05:52:47Z,SKQ202115Sc026_btl
