bottle,oxy_concM_ch1 (ml/l),oxy_percentsat_ch1 (percent),oxy_conc_ch1 (micromole/kg),salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1,sigma_t_ch2,chlor_fluorescence (ugrams/l),temperature_ch1 (degree_C),temperature_ch2 (degree_C),turbidity (NTU),pressure (decibar),latitude (degrees_north),longitude (degrees_east),time (UTC),profile_id
8.0,8.4233,113.872,366.74,32.4241,32.4273,25.7512,25.7536,0.8524,3.8588,3.8598,0.2082,30.917,54.47516666666667,-166.03666666666666,2023-04-24T17:20:00Z,DY2306c008_btl
9.0,8.9763,122.322,390.838,32.3998,32.4027,25.699,25.7012,3.3971,4.1937,4.1945,0.4464,20.71,54.47516666666667,-166.03666666666666,2023-04-24T17:20:00Z,DY2306c008_btl
10.0,9.8456,134.583,428.709,32.3571,32.3609,25.651,25.654,7.8515,4.3331,4.3325,0.694,10.683,54.47516666666667,-166.03666666666666,2023-04-24T17:20:00Z,DY2306c008_btl
11.0,9.2514,126.467,402.833,32.3555,32.3585,25.6494,25.6518,8.4433,4.3361,4.3356,0.7035,1.856,54.47516666666667,-166.03666666666666,2023-04-24T17:20:00Z,DY2306c008_btl
1.0,1.7755,24.345,77.226,33.7142,33.7177,26.7548,26.7575,0.0341,4.0836,4.0847,0.1668,393.152,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
2.0,3.0156,41.511,131.196,33.4516,33.456,26.5218,26.5252,0.0092,4.3185,4.3194,0.0816,307.275,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
3.0,6.4253,88.08,279.626,33.0538,33.0569,26.2122,26.2147,0.0461,4.2565,4.2567,0.0696,204.679,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
4.0,7.5785,103.299,329.924,32.5904,32.593,25.8547,25.8568,0.1266,4.1511,4.1511,0.1305,102.361,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
5.0,7.9545,108.338,346.311,32.5296,32.5326,25.808,25.8104,0.2118,4.135,4.1347,0.1185,76.838,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
6.0,9.0361,123.218,393.439,32.4103,32.4137,25.7049,25.7076,2.9468,4.2182,4.2177,0.4125,50.991,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
7.0,9.1356,124.722,397.771,32.4109,32.4142,25.7005,25.703,3.4646,4.2668,4.267,0.4444,40.722,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
8.0,9.209,125.776,400.97,32.4104,32.4135,25.6983,25.7005,3.6438,4.2839,4.2866,0.4673,31.093,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
9.0,9.3483,127.811,407.04,32.4046,32.4086,25.6893,25.6927,4.7601,4.3281,4.3246,0.4908,21.153,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
10.0,9.4159,128.929,409.989,32.3943,32.3976,25.6743,25.6769,5.8403,4.3933,4.3935,0.5421,10.994,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
11.0,8.8251,120.838,384.264,32.3922,32.3955,25.6727,25.6752,4.8703,4.3936,4.394,0.5226,2.246,54.589166666666664,-166.1195,2023-04-24T20:22:00Z,DY2306c009_btl
1.0,3.5711,49.134,155.359,33.4956,33.4983,26.5602,26.5623,0.0214,4.2859,4.286,0.2261,290.247,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
2.0,4.9265,67.794,214.359,33.2845,33.2874,26.3856,26.3879,0.0222,4.3517,4.3517,0.093,200.953,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
3.0,7.7741,105.468,338.432,32.5936,32.5959,25.8764,25.8783,0.1485,3.9569,3.9567,0.094,101.521,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
4.0,8.1366,110.207,354.251,32.4577,32.4603,25.7712,25.7736,0.3705,3.9277,3.9247,0.1185,76.639,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
5.0,8.926,121.591,388.669,32.3327,32.3339,25.6453,25.6461,3.5028,4.1969,4.1989,0.3727,51.45,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
6.0,8.8644,120.778,385.988,32.3255,32.3287,25.6385,25.6411,3.354,4.2079,4.208,0.3861,40.652,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
7.0,8.7377,119.105,380.475,32.3151,32.3154,25.6281,25.6276,3.2748,4.2294,4.2365,0.3193,30.162,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
8.0,8.8464,120.55,385.205,32.3209,32.3241,25.6341,25.6367,3.4465,4.2153,4.2148,0.407,21.198,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
9.0,8.7155,118.883,379.513,32.3039,32.3069,25.6161,25.6184,2.7084,4.2603,4.2609,0.3253,10.924,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
10.0,8.1957,111.802,356.878,32.3045,32.3074,25.6162,25.6185,2.0246,4.2639,4.2641,0.3527,2.862,54.68683333333333,-166.23016666666666,2023-04-24T22:34:00Z,DY2306c010_btl
1.0,4.3944,60.447,191.193,33.3748,33.378,26.4617,26.4642,0.0237,4.3096,4.3097,0.2406,225.297,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
2.0,6.9834,95.291,303.968,32.8072,32.8103,26.0285,26.031,0.0984,4.1355,4.1355,0.1005,101.264,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
3.0,7.8498,106.464,341.726,32.5996,32.6034,25.8825,25.8855,0.3693,3.9432,3.9437,0.1185,75.469,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
4.0,8.8652,120.295,385.979,32.4476,32.4509,25.7556,25.7583,2.8763,4.0054,4.0054,0.3183,50.801,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
5.0,8.9616,121.67,390.179,32.4446,32.4481,25.7509,25.7538,3.2479,4.0288,4.028,0.3995,41.555,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
6.0,9.1291,124.084,397.473,32.4375,32.4408,25.7405,25.7431,4.1312,4.0774,4.0779,0.4364,30.968,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
7.0,9.2116,125.259,401.066,32.4351,32.4385,25.7368,25.7395,4.7185,4.0958,4.0959,0.4374,20.965,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
8.0,9.2759,126.178,403.87,32.4339,32.4374,25.7344,25.7372,5.0926,4.1104,4.1102,0.4763,10.633,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
9.0,8.7263,118.829,379.941,32.4341,32.4375,25.7301,25.7324,3.5451,4.1544,4.1588,0.4249,2.432,54.745,-166.05833333333334,2023-04-25T00:43:00Z,DY2306c011_btl
1.0,5.3805,73.915,234.142,33.1255,33.1286,26.2621,26.2645,0.0481,4.3251,4.3253,0.1847,159.061,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
2.0,6.7265,91.808,292.78,32.8335,32.8349,26.0492,26.0503,0.0929,4.1382,4.1377,0.0895,126.316,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
3.0,7.574,102.876,329.714,32.6339,32.6362,25.9048,25.9067,0.1804,3.9942,3.9942,0.106,102.167,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
4.0,8.4445,114.581,367.658,32.4594,32.4626,25.7655,25.768,1.1116,4.0005,4.0005,0.2406,76.714,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
5.0,8.6106,116.826,374.903,32.417,32.42,25.731,25.7333,1.539,4.009,4.0091,0.2605,51.895,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
6.0,8.7219,118.374,379.754,32.4053,32.4074,25.7201,25.7216,2.2516,4.0254,4.0264,0.2894,40.549,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
7.0,9.0021,122.278,391.965,32.3664,32.3693,25.6847,25.6871,3.598,4.0703,4.0703,0.3966,31.207,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
8.0,9.1006,123.632,396.259,32.351,32.354,25.6716,25.674,4.1309,4.08,4.0788,0.4633,21.136,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
9.0,9.4576,128.735,411.818,32.3192,32.3223,25.6374,25.6397,6.9415,4.1696,4.171,0.5525,10.629,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
10.0,8.906,121.247,387.803,32.3166,32.3198,25.6345,25.6371,6.1271,4.177,4.1772,0.5012,2.583,54.81883333333333,-165.85133333333334,2023-04-25T03:24:00Z,DY2306c012_btl
1.0,6.2932,86.172,273.884,33.017,33.0206,26.1867,26.1895,0.0538,4.2201,4.2201,0.1389,139.649,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
2.0,6.9467,94.742,302.363,32.8222,32.8247,26.0429,26.045,0.0892,4.1108,4.1104,0.0931,102.082,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
3.0,7.6572,103.881,333.343,32.5942,32.5974,25.877,25.8796,0.1799,3.9564,3.9564,0.0816,76.225,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
4.0,7.8137,105.713,340.2,32.4308,32.4334,25.7537,25.7558,0.3765,3.8881,3.8874,0.1055,51.174,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
5.0,8.2114,110.759,357.548,32.2987,32.3015,25.6569,25.6591,1.0147,3.8016,3.8018,0.1917,40.194,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
6.0,9.0659,122.449,394.816,32.1159,32.1164,25.5015,25.5017,4.5882,3.9068,3.9091,0.4544,30.582,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
7.0,9.2915,125.664,404.657,32.0729,32.0759,25.4608,25.4632,5.2657,3.9739,3.9741,0.5276,19.024,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
8.0,9.4278,127.689,410.596,32.0602,32.0633,25.4447,25.4472,6.1274,4.0361,4.036,0.5246,9.801,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
9.0,8.8253,119.517,384.356,32.0607,32.0635,25.4455,25.4477,5.7337,4.0318,4.032,0.4803,2.252,54.8655,-165.6655,2023-04-25T04:54:00Z,DY2306c013_btl
1.0,6.7217,91.765,292.561,32.8681,32.8715,26.0766,26.0793,0.0852,4.1388,4.139,0.2496,122.003,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
2.0,7.0604,96.148,307.328,32.7543,32.7591,25.9933,25.9971,0.1396,4.0673,4.0681,0.123,102.069,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
3.0,7.5368,102.263,328.111,32.5656,32.5686,25.8529,25.8553,0.2783,3.9702,3.9702,0.13,77.042,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
4.0,7.9017,107.047,344.066,32.3025,32.3055,25.6428,25.6452,0.6509,3.9794,3.9794,0.1494,51.034,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
5.0,7.9823,108.16,347.581,32.2873,32.2901,25.6296,25.6318,0.9569,3.9912,3.9913,0.1797,41.753,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
6.0,8.2318,111.592,358.476,32.176,32.1789,25.5362,25.5385,1.7111,4.0414,4.0416,0.253,31.001,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
7.0,8.6049,116.753,374.751,32.0901,32.0928,25.4621,25.4642,2.5713,4.1013,4.1016,0.3387,20.924,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
8.0,8.7375,118.587,380.533,32.0806,32.0839,25.4531,25.4557,3.1885,4.1159,4.1158,0.3452,11.241,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
9.0,8.2221,111.585,358.083,32.0812,32.0841,25.4538,25.4561,3.2361,4.1133,4.1137,0.3507,1.933,54.93516666666667,-165.4825,2023-04-25T06:00:00Z,DY2306c014_btl
1.0,7.195,97.912,313.195,32.716,32.7192,25.9647,25.9672,0.155,4.0492,4.0493,0.2934,114.443,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
2.0,7.4494,101.161,324.299,32.5912,32.5961,25.8706,25.8744,0.3326,3.9971,3.9978,0.1927,101.018,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
3.0,7.9285,107.271,345.264,32.1943,32.1967,25.5591,25.561,0.5639,3.9558,3.9559,0.1917,76.264,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
4.0,7.9008,107.056,344.115,31.989,31.9941,25.3844,25.3885,0.99,4.0742,4.0737,0.2296,51.018,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
5.0,7.9367,107.513,345.688,31.955,31.958,25.3576,25.3599,0.9108,4.0723,4.0722,0.2665,41.451,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
6.0,7.998,108.296,348.367,31.9098,31.9132,25.3222,25.3248,1.0862,4.067,4.0674,0.2495,30.884,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
7.0,8.2306,111.463,358.506,31.8968,31.8998,25.3109,25.3132,2.0251,4.0767,4.0769,0.3323,21.287,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
8.0,8.8265,119.595,384.474,31.8546,31.8575,25.2741,25.2764,3.4205,4.1099,4.1104,0.3732,10.074,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
9.0,8.2573,111.875,359.679,31.8536,31.8564,25.2735,25.2758,3.6179,4.1077,4.1076,0.411,1.896,54.9865,-165.28133333333332,2023-04-25T07:37:00Z,DY2306c015_btl
1.0,7.4973,101.778,326.393,32.5644,32.5674,25.85,25.8523,0.2876,3.9908,3.9908,0.2839,110.598,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
2.0,7.7788,105.425,338.667,32.4828,32.4775,25.7894,25.7855,0.4849,3.9461,3.9435,0.1678,76.204,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
3.0,8.1143,109.924,353.347,32.2306,32.2336,25.5839,25.5862,1.0112,3.9976,3.9976,0.1868,50.82,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
4.0,8.3878,113.68,365.296,32.0852,32.087,25.4625,25.464,1.8806,4.0569,4.0571,0.277,40.444,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
5.0,8.7328,118.415,380.345,32.0192,32.0221,25.4063,25.4087,3.0418,4.0952,4.0953,0.3547,30.527,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
6.0,8.7079,118.071,379.26,32.0221,32.0247,25.4089,25.4109,2.8808,4.0924,4.0928,0.3372,30.777,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
7.0,8.8282,119.714,384.502,32.0092,32.0122,25.398,25.4003,3.0662,4.0999,4.1,0.3737,20.281,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
8.0,8.5225,115.566,371.189,32.008,32.011,25.397,25.3994,3.293,4.0995,4.0993,0.3871,10.314,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
9.0,8.2578,111.972,359.658,32.0082,32.011,25.3974,25.3996,3.3338,4.0978,4.0981,0.3492,1.989,55.0475,-165.097,2023-04-25T08:41:00Z,DY2306c016_btl
1.0,8.1254,109.292,353.918,31.8784,31.8809,25.3225,25.3244,0.5704,3.803,3.803,0.3911,89.399,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
2.0,8.1702,109.836,355.879,31.8473,31.8485,25.2989,25.2999,0.5544,3.7899,3.7893,0.3143,78.292,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
3.0,8.8474,119.174,385.437,31.6565,31.6597,25.1346,25.137,2.2875,3.9233,3.9252,0.3123,48.896,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
4.0,8.9443,120.235,389.675,31.5969,31.5973,25.0935,25.0939,2.4452,3.8567,3.8559,0.3133,42.813,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
