ASVs_new	ASVs_original
ASV_24749	NA;ASV_18643
ASV_24750	NA;ASV_18644
ASV_24751	NA;ASV_18645
ASV_24752	NA;ASV_18646
ASV_24753	NA;ASV_18647
ASV_24754	NA;ASV_18648
ASV_24755	NA;ASV_18649
ASV_24756	NA;ASV_18650
ASV_24757	NA;ASV_18651
ASV_24758	NA;ASV_18652
ASV_24759	NA;ASV_18653
ASV_24760	NA;ASV_18654
ASV_24761	NA;ASV_18655
ASV_24762	NA;ASV_18656
ASV_24763	NA;ASV_18657
ASV_24764	NA;ASV_18658
ASV_24765	NA;ASV_18659
ASV_24766	NA;ASV_18660
ASV_24767	NA;ASV_18661
ASV_24768	NA;ASV_18662
ASV_24769	NA;ASV_18663
ASV_24770	NA;ASV_18664
ASV_24771	NA;ASV_18665
ASV_24772	NA;ASV_18666
ASV_24773	NA;ASV_18667
ASV_24774	NA;ASV_18668
ASV_24775	NA;ASV_18669
ASV_24776	NA;ASV_18670
ASV_24777	NA;ASV_18671
ASV_24778	NA;ASV_18672
ASV_24779	NA;ASV_18673
ASV_24780	NA;ASV_18674
ASV_24781	NA;ASV_18675
ASV_24782	NA;ASV_18676
ASV_24783	NA;ASV_18677
ASV_24784	NA;ASV_18678
ASV_24785	NA;ASV_18679
ASV_24786	NA;ASV_18680
ASV_24787	ASV_9149;NA
ASV_24788	ASV_9150;NA
ASV_24789	ASV_9151;NA
ASV_24790	ASV_9152;NA
ASV_24791	ASV_9153;NA
ASV_24792	ASV_9154;NA
ASV_24793	ASV_9155;NA
ASV_24794	ASV_9156;NA
ASV_24795	ASV_9157;NA
ASV_24796	ASV_9158;NA
ASV_24797	ASV_9159;NA
ASV_24798	ASV_9160;NA
ASV_24799	ASV_9161;NA
ASV_24800	ASV_9162;NA
ASV_24801	ASV_9163;NA
ASV_24802	ASV_9164;NA
ASV_24803	ASV_9165;NA
ASV_24804	ASV_9166;NA
ASV_24805	ASV_9167;NA
ASV_24806	ASV_9168;NA
ASV_24807	ASV_9171;NA
ASV_24808	ASV_9172;NA
ASV_24809	ASV_9173;NA
ASV_24810	ASV_9174;NA
ASV_24811	ASV_9175;NA
ASV_24812	ASV_9176;NA
ASV_24813	ASV_9177;NA
ASV_24814	ASV_9178;NA
ASV_24815	ASV_9179;NA
ASV_24816	ASV_9180;NA
ASV_24817	ASV_9183;NA
ASV_24818	ASV_9184;NA
ASV_24819	ASV_9185;NA
ASV_24820	ASV_9186;NA
ASV_24821	ASV_9187;NA
ASV_24822	ASV_9189;NA
ASV_24823	ASV_9190;NA
ASV_24824	ASV_9191;NA
ASV_24825	ASV_9192;NA
ASV_24826	ASV_9193;NA
ASV_24827	ASV_9195;NA
ASV_24828	ASV_9196;NA
ASV_24829	ASV_9197;NA
ASV_24830	ASV_9198;NA
ASV_24831	ASV_9199;NA
ASV_24832	ASV_9200;NA
ASV_24833	ASV_9201;NA
ASV_24834	ASV_9203;NA
ASV_24835	ASV_9204;NA
ASV_24836	ASV_9205;NA
ASV_24837	ASV_9206;NA
ASV_24838	ASV_9207;NA
ASV_24839	ASV_9208;NA
ASV_24840	ASV_9209;NA
ASV_24841	ASV_9212;NA
ASV_24842	ASV_9213;NA
ASV_24843	ASV_9214;NA
ASV_24844	ASV_9215;NA
ASV_24845	ASV_9216;NA
ASV_24846	ASV_9217;NA
ASV_24847	ASV_9218;NA
ASV_24848	ASV_9219;NA
ASV_24849	ASV_9220;NA
ASV_24850	ASV_9221;NA
ASV_24851	ASV_9222;NA
ASV_24852	ASV_9224;NA
ASV_24853	ASV_9225;NA
ASV_24854	ASV_9228;NA
ASV_24855	ASV_9229;NA
ASV_24856	ASV_9230;NA
ASV_24857	ASV_9231;NA
ASV_24858	ASV_9232;NA
ASV_24859	ASV_9233;NA
ASV_24860	ASV_9234;NA
ASV_24861	ASV_9235;NA
ASV_24862	ASV_9236;NA
ASV_24863	ASV_9238;NA
ASV_24864	ASV_9239;NA
ASV_24865	ASV_9240;NA
ASV_24866	ASV_9241;NA
ASV_24867	ASV_9242;NA
ASV_24868	ASV_9243;NA
ASV_24869	ASV_9244;NA
ASV_24870	ASV_9246;NA
ASV_24871	ASV_9247;NA
ASV_24872	ASV_9249;NA
ASV_24873	ASV_9250;NA
ASV_24874	ASV_9252;NA
ASV_24875	ASV_9253;NA
ASV_24876	ASV_9254;NA
ASV_24877	ASV_9255;NA
ASV_24878	ASV_9256;NA
ASV_24879	ASV_9257;NA
ASV_24880	ASV_9258;NA
ASV_24881	ASV_9259;NA
ASV_24882	ASV_9262;NA
ASV_24883	ASV_9264;NA
ASV_24884	ASV_9265;NA
ASV_24885	ASV_9266;NA
ASV_24886	ASV_9267;NA
ASV_24887	ASV_9268;NA
ASV_24888	ASV_9269;NA
ASV_24889	ASV_9270;NA
ASV_24890	ASV_9271;NA
ASV_24891	ASV_9272;NA
ASV_24892	ASV_9274;NA
ASV_24893	ASV_9275;NA
ASV_24894	ASV_9276;NA
ASV_24895	ASV_9277;NA
ASV_24896	ASV_9279;NA
ASV_24897	ASV_9282;NA
ASV_24898	ASV_9283;NA
ASV_24899	ASV_9284;NA
ASV_24900	ASV_9285;NA
ASV_24901	ASV_9286;NA
ASV_24902	ASV_9287;NA
ASV_24903	ASV_9288;NA
ASV_24904	ASV_9289;NA
ASV_24905	ASV_9290;NA
ASV_24906	ASV_9291;NA
ASV_24907	ASV_9292;NA
ASV_24908	ASV_9293;NA
ASV_24909	ASV_9294;NA
ASV_24910	ASV_9295;NA
ASV_24911	ASV_9296;NA
ASV_24912	ASV_9297;NA
ASV_24913	ASV_9298;NA
ASV_24914	ASV_9299;NA
ASV_24915	ASV_9300;NA
ASV_24916	ASV_9302;NA
ASV_24917	ASV_9304;NA
ASV_24918	ASV_9306;NA
ASV_24919	ASV_9307;NA
ASV_24920	ASV_9308;NA
ASV_24921	ASV_9309;NA
ASV_24922	ASV_9310;NA
ASV_24923	ASV_9311;NA
ASV_24924	ASV_9312;NA
ASV_24925	ASV_9313;NA
ASV_24926	ASV_9314;NA
ASV_24927	ASV_9315;NA
ASV_24928	ASV_9316;NA
ASV_24929	ASV_9317;NA
ASV_24930	ASV_9318;NA
ASV_24931	ASV_9320;NA
ASV_24932	ASV_9322;NA
ASV_24933	ASV_9323;NA
ASV_24934	ASV_9324;NA
ASV_24935	ASV_9325;NA
ASV_24936	ASV_9326;NA
ASV_24937	ASV_9327;NA
ASV_24938	ASV_9329;NA
ASV_24939	ASV_9330;NA
ASV_24940	ASV_9331;NA
ASV_24941	ASV_9332;NA
ASV_24942	ASV_9333;NA
ASV_24943	ASV_9334;NA
ASV_24944	ASV_9335;NA
ASV_24945	ASV_9336;NA
ASV_24946	ASV_9337;NA
ASV_24947	ASV_9339;NA
ASV_24948	ASV_9342;NA
ASV_24949	ASV_9344;NA
ASV_24950	ASV_9345;NA
ASV_24951	ASV_9346;NA
ASV_24952	ASV_9347;NA
ASV_24953	ASV_9349;NA
ASV_24954	ASV_9352;NA
ASV_24955	ASV_9353;NA
ASV_24956	ASV_9354;NA
ASV_24957	ASV_9355;NA
ASV_24958	ASV_9356;NA
ASV_24959	ASV_9358;NA
ASV_24960	ASV_9359;NA
ASV_24961	ASV_9361;NA
ASV_24962	ASV_9362;NA
ASV_24963	ASV_9363;NA
ASV_24964	ASV_9364;NA
ASV_24965	ASV_9365;NA
ASV_24966	ASV_9368;NA
ASV_24967	ASV_9369;NA
ASV_24968	ASV_9370;NA
ASV_24969	ASV_9371;NA
ASV_24970	ASV_9372;NA
ASV_24971	ASV_9373;NA
ASV_24972	ASV_9374;NA
ASV_24973	ASV_9375;NA
ASV_24974	ASV_9376;NA
ASV_24975	ASV_9377;NA
ASV_24976	ASV_9378;NA
ASV_24977	ASV_9379;NA
ASV_24978	ASV_9382;NA
ASV_24979	ASV_9383;NA
ASV_24980	ASV_9384;NA
ASV_24981	ASV_9385;NA
ASV_24982	ASV_9386;NA
ASV_24983	ASV_9387;NA
ASV_24984	ASV_9388;NA
ASV_24985	ASV_9389;NA
ASV_24986	ASV_9390;NA
ASV_24987	ASV_9391;NA
ASV_24988	ASV_9392;NA
ASV_24989	ASV_9393;NA
ASV_24990	ASV_9394;NA
ASV_24991	ASV_9395;NA
ASV_24992	ASV_9396;NA
ASV_24993	ASV_9397;NA
ASV_24994	ASV_9398;NA
ASV_24995	ASV_9399;NA
ASV_24996	ASV_9400;NA
ASV_24997	ASV_9401;NA
ASV_24998	ASV_9402;NA
ASV_24999	ASV_9403;NA
ASV_25000	ASV_9404;NA
ASV_25001	ASV_9405;NA
ASV_25002	ASV_9407;NA
ASV_25003	ASV_9408;NA
ASV_25004	ASV_9411;NA
ASV_25005	ASV_9412;NA
ASV_25006	ASV_9414;NA
ASV_25007	ASV_9415;NA
ASV_25008	ASV_9417;NA
ASV_25009	ASV_9418;NA
ASV_25010	ASV_9419;NA
ASV_25011	ASV_9420;NA
ASV_25012	ASV_9421;NA
ASV_25013	ASV_9422;NA
ASV_25014	ASV_9424;NA
ASV_25015	ASV_9425;NA
ASV_25016	ASV_9426;NA
ASV_25017	ASV_9428;NA
ASV_25018	ASV_9429;NA
ASV_25019	ASV_9430;NA
ASV_25020	ASV_9431;NA
ASV_25021	ASV_9432;NA
ASV_25022	ASV_9433;NA
ASV_25023	ASV_9434;NA
ASV_25024	ASV_9435;NA
ASV_25025	ASV_9436;NA
ASV_25026	ASV_9438;NA
ASV_25027	ASV_9439;NA
ASV_25028	ASV_9440;NA
ASV_25029	ASV_9441;NA
ASV_25030	ASV_9442;NA
ASV_25031	ASV_9443;NA
ASV_25032	ASV_9444;NA
ASV_25033	ASV_9445;NA
ASV_25034	ASV_9446;NA
ASV_25035	ASV_9447;NA
ASV_25036	ASV_9448;NA
ASV_25037	ASV_9449;NA
ASV_25038	ASV_9450;NA
ASV_25039	ASV_9451;NA
ASV_25040	ASV_9452;NA
ASV_25041	ASV_9453;NA
ASV_25042	ASV_9454;NA
ASV_25043	ASV_9455;NA
ASV_25044	ASV_9456;NA
ASV_25045	ASV_9457;NA
ASV_25046	ASV_9458;NA
ASV_25047	ASV_9459;NA
ASV_25048	ASV_9460;NA
ASV_25049	ASV_9461;NA
ASV_25050	ASV_9462;NA
ASV_25051	ASV_9463;NA
ASV_25052	ASV_9464;NA
ASV_25053	ASV_9465;NA
ASV_25054	ASV_9466;NA
ASV_25055	ASV_9467;NA
ASV_25056	ASV_9468;NA
ASV_25057	ASV_9470;NA
ASV_25058	ASV_9471;NA
ASV_25059	ASV_9472;NA
ASV_25060	ASV_9473;NA
ASV_25061	ASV_9475;NA
ASV_25062	ASV_9477;NA
ASV_25063	ASV_9478;NA
ASV_25064	ASV_9479;NA
ASV_25065	ASV_9481;NA
ASV_25066	ASV_9482;NA
ASV_25067	ASV_9483;NA
ASV_25068	ASV_9484;NA
ASV_25069	ASV_9485;NA
ASV_25070	ASV_9487;NA
ASV_25071	ASV_9489;NA
ASV_25072	ASV_9493;NA
ASV_25073	ASV_9494;NA
ASV_25074	ASV_9495;NA
ASV_25075	ASV_9496;NA
ASV_25076	ASV_9497;NA
ASV_25077	ASV_9498;NA
ASV_25078	ASV_9499;NA
ASV_25079	ASV_9500;NA
ASV_25080	ASV_9501;NA
ASV_25081	ASV_9502;NA
ASV_25082	ASV_9503;NA
ASV_25083	ASV_9504;NA
ASV_25084	ASV_9505;NA
ASV_25085	ASV_9506;NA
ASV_25086	ASV_9507;NA
ASV_25087	ASV_9508;NA
ASV_25088	ASV_9510;NA
ASV_25089	ASV_9511;NA
ASV_25090	ASV_9512;NA
ASV_25091	ASV_9513;NA
ASV_25092	ASV_9515;NA
ASV_25093	ASV_9516;NA
ASV_25094	ASV_9518;NA
ASV_25095	ASV_9519;NA
ASV_25096	ASV_9520;NA
ASV_25097	ASV_9521;NA
ASV_25098	ASV_9522;NA
ASV_25099	ASV_9523;NA
ASV_25100	ASV_9524;NA
ASV_25101	ASV_9526;NA
ASV_25102	ASV_9527;NA
ASV_25103	ASV_9528;NA
ASV_25104	ASV_9529;NA
ASV_25105	ASV_9530;NA
ASV_25106	ASV_9531;NA
ASV_25107	ASV_9532;NA
ASV_25108	ASV_9534;NA
ASV_25109	ASV_9535;NA
ASV_25110	ASV_9536;NA
ASV_25111	ASV_9537;NA
ASV_25112	ASV_9538;NA
ASV_25113	ASV_9539;NA
ASV_25114	ASV_9540;NA
ASV_25115	ASV_9541;NA
ASV_25116	ASV_9542;NA
ASV_25117	ASV_9543;NA
ASV_25118	ASV_9544;NA
ASV_25119	ASV_9545;NA
ASV_25120	ASV_9546;NA
ASV_25121	ASV_9547;NA
ASV_25122	ASV_9548;NA
ASV_25123	ASV_9549;NA
ASV_25124	NA;ASV_18681
ASV_25125	NA;ASV_18682
ASV_25126	NA;ASV_18683
ASV_25127	NA;ASV_18684
ASV_25128	NA;ASV_18685
ASV_25129	NA;ASV_18686
ASV_25130	NA;ASV_18687
ASV_25131	NA;ASV_18688
ASV_25132	NA;ASV_18689
ASV_25133	NA;ASV_18690
ASV_25134	NA;ASV_18691
ASV_25135	NA;ASV_18692
ASV_25136	NA;ASV_18693
ASV_25137	NA;ASV_18694
ASV_25138	NA;ASV_18696
ASV_25139	NA;ASV_18697
ASV_25140	NA;ASV_18698
ASV_25141	NA;ASV_18700
ASV_25142	NA;ASV_18701
ASV_25143	NA;ASV_18702
ASV_25144	NA;ASV_18703
ASV_25145	NA;ASV_18705
ASV_25146	NA;ASV_18706
ASV_25147	NA;ASV_18707
ASV_25148	NA;ASV_18708
ASV_25149	NA;ASV_18709
ASV_25150	NA;ASV_18710
ASV_25151	NA;ASV_18711
ASV_25152	NA;ASV_18712
ASV_25153	NA;ASV_18713
ASV_25154	NA;ASV_18714
ASV_25155	NA;ASV_18715
ASV_25156	NA;ASV_18716
ASV_25157	NA;ASV_18717
ASV_25158	NA;ASV_18718
ASV_25159	NA;ASV_18719
ASV_25160	NA;ASV_18720
ASV_25161	NA;ASV_18721
ASV_25162	NA;ASV_18722
ASV_25163	NA;ASV_18723
ASV_25164	NA;ASV_18724
ASV_25165	NA;ASV_18725
ASV_25166	NA;ASV_18726
ASV_25167	NA;ASV_18727
ASV_25168	NA;ASV_18728
ASV_25169	NA;ASV_18729
ASV_25170	NA;ASV_18730
ASV_25171	NA;ASV_18731
ASV_25172	NA;ASV_18732
ASV_25173	NA;ASV_18733
ASV_25174	NA;ASV_18734
ASV_25175	NA;ASV_18735
ASV_25176	NA;ASV_18736
ASV_25177	NA;ASV_18737
ASV_25178	NA;ASV_18738
ASV_25179	NA;ASV_18739
ASV_25180	NA;ASV_18740
ASV_25181	NA;ASV_18741
ASV_25182	NA;ASV_18742
ASV_25183	NA;ASV_18743
ASV_25184	NA;ASV_18744
ASV_25185	NA;ASV_18745
ASV_25186	NA;ASV_18746
ASV_25187	NA;ASV_18747
ASV_25188	NA;ASV_18748
ASV_25189	NA;ASV_18749
ASV_25190	NA;ASV_18750
ASV_25191	NA;ASV_18751
ASV_25192	NA;ASV_18752
ASV_25193	NA;ASV_18753
ASV_25194	NA;ASV_18754
ASV_25195	NA;ASV_18756
ASV_25196	NA;ASV_18757
ASV_25197	NA;ASV_18758
ASV_25198	NA;ASV_18759
ASV_25199	NA;ASV_18760
ASV_25200	NA;ASV_18761
ASV_25201	NA;ASV_18762
ASV_25202	NA;ASV_18763
ASV_25203	NA;ASV_18764
ASV_25204	NA;ASV_18765
ASV_25205	NA;ASV_18766
ASV_25206	NA;ASV_18767
ASV_25207	NA;ASV_18768
ASV_25208	NA;ASV_18769
ASV_25209	NA;ASV_18770
ASV_25210	NA;ASV_18771
ASV_25211	NA;ASV_18772
ASV_25212	NA;ASV_18773
ASV_25213	NA;ASV_18774
ASV_25214	NA;ASV_18775
ASV_25215	NA;ASV_18776
ASV_25216	NA;ASV_18777
ASV_25217	NA;ASV_18778
ASV_25218	NA;ASV_18779
ASV_25219	NA;ASV_18780
ASV_25220	NA;ASV_18781
ASV_25221	NA;ASV_18782
ASV_25222	NA;ASV_18783
ASV_25223	NA;ASV_18784
ASV_25224	NA;ASV_18785
ASV_25225	NA;ASV_18786
ASV_25226	NA;ASV_18787
ASV_25227	NA;ASV_18788
ASV_25228	NA;ASV_18789
ASV_25229	NA;ASV_18790
ASV_25230	NA;ASV_18791
ASV_25231	NA;ASV_18793
ASV_25232	NA;ASV_18794
ASV_25233	NA;ASV_18795
ASV_25234	NA;ASV_18796
ASV_25235	NA;ASV_18797
ASV_25236	NA;ASV_18798
ASV_25237	NA;ASV_18799
ASV_25238	NA;ASV_18800
ASV_25239	NA;ASV_18801
ASV_25240	NA;ASV_18802
ASV_25241	NA;ASV_18803
ASV_25242	NA;ASV_18804
ASV_25243	NA;ASV_18805
ASV_25244	NA;ASV_18806
ASV_25245	NA;ASV_18807
ASV_25246	NA;ASV_18808
ASV_25247	NA;ASV_18810
ASV_25248	NA;ASV_18811
ASV_25249	NA;ASV_18812
ASV_25250	NA;ASV_18813
ASV_25251	NA;ASV_18815
ASV_25252	NA;ASV_18817
ASV_25253	NA;ASV_18818
ASV_25254	NA;ASV_18819
ASV_25255	NA;ASV_18820
ASV_25256	NA;ASV_18821
ASV_25257	NA;ASV_18822
ASV_25258	NA;ASV_18823
ASV_25259	NA;ASV_18824
ASV_25260	NA;ASV_18825
ASV_25261	NA;ASV_18826
ASV_25262	NA;ASV_18827
ASV_25263	NA;ASV_18828
ASV_25264	NA;ASV_18829
ASV_25265	NA;ASV_18830
ASV_25266	NA;ASV_18831
ASV_25267	NA;ASV_18832
ASV_25268	NA;ASV_18833
ASV_25269	NA;ASV_18834
ASV_25270	NA;ASV_18835
ASV_25271	NA;ASV_18836
ASV_25272	NA;ASV_18837
ASV_25273	NA;ASV_18838
ASV_25274	NA;ASV_18839
ASV_25275	NA;ASV_18840
ASV_25276	NA;ASV_18841
ASV_25277	NA;ASV_18842
ASV_25278	NA;ASV_18843
ASV_25279	NA;ASV_18844
ASV_25280	NA;ASV_18845
ASV_25281	NA;ASV_18846
ASV_25282	NA;ASV_18847
ASV_25283	NA;ASV_18848
ASV_25284	NA;ASV_18849
ASV_25285	NA;ASV_18850
ASV_25286	NA;ASV_18851
ASV_25287	NA;ASV_18852
ASV_25288	NA;ASV_18853
ASV_25289	NA;ASV_18854
ASV_25290	NA;ASV_18855
ASV_25291	NA;ASV_18856
ASV_25292	NA;ASV_18857
ASV_25293	NA;ASV_18858
ASV_25294	NA;ASV_18859
ASV_25295	NA;ASV_18860
ASV_25296	NA;ASV_18861
ASV_25297	NA;ASV_18862
ASV_25298	NA;ASV_18863
ASV_25299	NA;ASV_18864
ASV_25300	NA;ASV_18865
ASV_25301	NA;ASV_18866
ASV_25302	NA;ASV_18867
ASV_25303	NA;ASV_18868
ASV_25304	NA;ASV_18869
ASV_25305	NA;ASV_18870
ASV_25306	NA;ASV_18871
ASV_25307	NA;ASV_18872
ASV_25308	NA;ASV_18873
ASV_25309	NA;ASV_18874
ASV_25310	NA;ASV_18875
ASV_25311	NA;ASV_18876
ASV_25312	NA;ASV_18877
ASV_25313	NA;ASV_18878
ASV_25314	NA;ASV_18879
ASV_25315	NA;ASV_18880
ASV_25316	NA;ASV_18881
ASV_25317	NA;ASV_18882
ASV_25318	NA;ASV_18883
ASV_25319	NA;ASV_18884
ASV_25320	NA;ASV_18885
ASV_25321	NA;ASV_18886
ASV_25322	NA;ASV_18887
ASV_25323	NA;ASV_18888
ASV_25324	NA;ASV_18890
ASV_25325	NA;ASV_18891
ASV_25326	NA;ASV_18892
ASV_25327	NA;ASV_18893
ASV_25328	NA;ASV_18894
ASV_25329	NA;ASV_18895
ASV_25330	NA;ASV_18896
ASV_25331	NA;ASV_18897
ASV_25332	NA;ASV_18898
ASV_25333	NA;ASV_18899
ASV_25334	NA;ASV_18900
ASV_25335	NA;ASV_18901
ASV_25336	NA;ASV_18902
ASV_25337	NA;ASV_18903
ASV_25338	NA;ASV_18904
ASV_25339	NA;ASV_18905
ASV_25340	NA;ASV_18906
ASV_25341	NA;ASV_18907
ASV_25342	NA;ASV_18908
ASV_25343	NA;ASV_18909
ASV_25344	NA;ASV_18910
ASV_25345	NA;ASV_18911
ASV_25346	NA;ASV_18912
ASV_25347	NA;ASV_18913
ASV_25348	NA;ASV_18914
ASV_25349	NA;ASV_18915
ASV_25350	NA;ASV_18916
ASV_25351	NA;ASV_18917
ASV_25352	NA;ASV_18918
ASV_25353	NA;ASV_18919
ASV_25354	NA;ASV_18920
ASV_25355	NA;ASV_18921
ASV_25356	NA;ASV_18922
ASV_25357	NA;ASV_18923
ASV_25358	NA;ASV_18924
ASV_25359	NA;ASV_18925
ASV_25360	NA;ASV_18926
ASV_25361	NA;ASV_18927
ASV_25362	NA;ASV_18928
ASV_25363	NA;ASV_18929
ASV_25364	NA;ASV_18930
ASV_25365	NA;ASV_18931
ASV_25366	NA;ASV_18932
ASV_25367	NA;ASV_18933
ASV_25368	NA;ASV_18934
ASV_25369	NA;ASV_18936
ASV_25370	NA;ASV_18937
ASV_25371	NA;ASV_18938
ASV_25372	NA;ASV_18939
ASV_25373	NA;ASV_18940
ASV_25374	NA;ASV_18941
ASV_25375	NA;ASV_18942
ASV_25376	NA;ASV_18943
ASV_25377	NA;ASV_18944
ASV_25378	NA;ASV_18945
ASV_25379	NA;ASV_18946
ASV_25380	NA;ASV_18947
ASV_25381	NA;ASV_18949
ASV_25382	NA;ASV_18950
ASV_25383	NA;ASV_18951
ASV_25384	NA;ASV_18952
ASV_25385	NA;ASV_18953
ASV_25386	NA;ASV_18954
ASV_25387	NA;ASV_18955
ASV_25388	NA;ASV_18956
ASV_25389	NA;ASV_18957
ASV_25390	NA;ASV_18958
ASV_25391	NA;ASV_18959
ASV_25392	NA;ASV_18961
ASV_25393	NA;ASV_18962
ASV_25394	NA;ASV_18963
ASV_25395	NA;ASV_18964
ASV_25396	NA;ASV_18965
ASV_25397	NA;ASV_18966
ASV_25398	NA;ASV_18968
ASV_25399	NA;ASV_18969
ASV_25400	NA;ASV_18970
ASV_25401	NA;ASV_18971
ASV_25402	NA;ASV_18972
ASV_25403	NA;ASV_18973
ASV_25404	NA;ASV_18974
ASV_25405	NA;ASV_18975
ASV_25406	NA;ASV_18976
ASV_25407	NA;ASV_18977
ASV_25408	NA;ASV_18978
ASV_25409	NA;ASV_18979
ASV_25410	NA;ASV_18980
ASV_25411	NA;ASV_18981
ASV_25412	NA;ASV_18982
ASV_25413	NA;ASV_18983
ASV_25414	NA;ASV_18984
ASV_25415	NA;ASV_18985
ASV_25416	NA;ASV_18986
ASV_25417	NA;ASV_18987
ASV_25418	NA;ASV_18988
ASV_25419	NA;ASV_18989
ASV_25420	NA;ASV_18990
ASV_25421	NA;ASV_18991
ASV_25422	NA;ASV_18992
ASV_25423	NA;ASV_18993
ASV_25424	NA;ASV_18994
ASV_25425	NA;ASV_18995
ASV_25426	NA;ASV_18996
ASV_25427	NA;ASV_18997
ASV_25428	NA;ASV_18998
ASV_25429	NA;ASV_18999
ASV_25430	NA;ASV_19000
ASV_25431	NA;ASV_19001
ASV_25432	NA;ASV_19002
ASV_25433	NA;ASV_19003
ASV_25434	NA;ASV_19004
ASV_25435	NA;ASV_19005
ASV_25436	NA;ASV_19006
ASV_25437	NA;ASV_19007
ASV_25438	NA;ASV_19008
ASV_25439	NA;ASV_19009
ASV_25440	NA;ASV_19010
ASV_25441	NA;ASV_19011
ASV_25442	NA;ASV_19012
ASV_25443	NA;ASV_19013
ASV_25444	NA;ASV_19014
ASV_25445	NA;ASV_19015
ASV_25446	NA;ASV_19016
ASV_25447	NA;ASV_19017
ASV_25448	NA;ASV_19018
ASV_25449	NA;ASV_19019
ASV_25450	NA;ASV_19020
ASV_25451	NA;ASV_19021
ASV_25452	NA;ASV_19022
ASV_25453	NA;ASV_19023
ASV_25454	NA;ASV_19024
ASV_25455	NA;ASV_19025
ASV_25456	NA;ASV_19026
ASV_25457	NA;ASV_19027
ASV_25458	NA;ASV_19028
ASV_25459	NA;ASV_19029
ASV_25460	NA;ASV_19030
ASV_25461	NA;ASV_19031
ASV_25462	NA;ASV_19032
ASV_25463	NA;ASV_19033
ASV_25464	NA;ASV_19034
ASV_25465	NA;ASV_19035
ASV_25466	NA;ASV_19036
ASV_25467	NA;ASV_19037
ASV_25468	NA;ASV_19038
ASV_25469	NA;ASV_19039
ASV_25470	NA;ASV_19040
ASV_25471	NA;ASV_19041
ASV_25472	NA;ASV_19042
ASV_25473	NA;ASV_19043
ASV_25474	NA;ASV_19044
ASV_25475	NA;ASV_19045
ASV_25476	NA;ASV_19046
ASV_25477	NA;ASV_19047
ASV_25478	NA;ASV_19048
ASV_25479	NA;ASV_19049
ASV_25480	NA;ASV_19050
ASV_25481	NA;ASV_19051
ASV_25482	NA;ASV_19052
ASV_25483	NA;ASV_19053
ASV_25484	NA;ASV_19054
ASV_25485	NA;ASV_19055
ASV_25486	NA;ASV_19056
ASV_25487	NA;ASV_19057
ASV_25488	NA;ASV_19058
ASV_25489	NA;ASV_19059
ASV_25490	NA;ASV_19060
ASV_25491	NA;ASV_19061
ASV_25492	NA;ASV_19062
ASV_25493	NA;ASV_19063
ASV_25494	NA;ASV_19064
ASV_25495	NA;ASV_19065
ASV_25496	NA;ASV_19066
ASV_25497	NA;ASV_19067
ASV_25498	NA;ASV_19068
ASV_25499	NA;ASV_19069
ASV_25500	NA;ASV_19070
ASV_25501	NA;ASV_19071
ASV_25502	NA;ASV_19072
ASV_25503	NA;ASV_19073
ASV_25504	NA;ASV_19074
ASV_25505	NA;ASV_19075
ASV_25506	NA;ASV_19076
ASV_25507	NA;ASV_19077
ASV_25508	NA;ASV_19078
ASV_25509	NA;ASV_19079
ASV_25510	NA;ASV_19080
ASV_25511	NA;ASV_19081
ASV_25512	NA;ASV_19082
ASV_25513	NA;ASV_19083
ASV_25514	NA;ASV_19084
ASV_25515	NA;ASV_19085
ASV_25516	NA;ASV_19086
ASV_25517	NA;ASV_19087
ASV_25518	NA;ASV_19088
ASV_25519	NA;ASV_19089
ASV_25520	NA;ASV_19090
ASV_25521	NA;ASV_19091
ASV_25522	NA;ASV_19092
ASV_25523	NA;ASV_19093
ASV_25524	NA;ASV_19094
ASV_25525	NA;ASV_19095
ASV_25526	NA;ASV_19096
ASV_25527	NA;ASV_19097
ASV_25528	NA;ASV_19098
ASV_25529	NA;ASV_19099
ASV_25530	NA;ASV_19100
ASV_25531	NA;ASV_19101
ASV_25532	NA;ASV_19102
ASV_25533	NA;ASV_19103
ASV_25534	NA;ASV_19104
ASV_25535	NA;ASV_19105
ASV_25536	NA;ASV_19106
ASV_25537	NA;ASV_19107
ASV_25538	NA;ASV_19108
ASV_25539	NA;ASV_19109
ASV_25540	NA;ASV_19110
ASV_25541	NA;ASV_19111
ASV_25542	NA;ASV_19112
ASV_25543	NA;ASV_19113
ASV_25544	NA;ASV_19114
ASV_25545	NA;ASV_19115
ASV_25546	NA;ASV_19116
ASV_25547	NA;ASV_19117
ASV_25548	NA;ASV_19118
ASV_25549	NA;ASV_19119
ASV_25550	NA;ASV_19120
ASV_25551	NA;ASV_19121
ASV_25552	NA;ASV_19122
ASV_25553	NA;ASV_19123
ASV_25554	NA;ASV_19124
ASV_25555	NA;ASV_19125
ASV_25556	NA;ASV_19126
ASV_25557	NA;ASV_19127
ASV_25558	NA;ASV_19128
ASV_25559	NA;ASV_19129
ASV_25560	NA;ASV_19130
ASV_25561	NA;ASV_19131
ASV_25562	NA;ASV_19132
ASV_25563	NA;ASV_19133
ASV_25564	NA;ASV_19134
ASV_25565	NA;ASV_19135
ASV_25566	NA;ASV_19136
ASV_25567	NA;ASV_19137
ASV_25568	NA;ASV_19138
ASV_25569	NA;ASV_19139
ASV_25570	NA;ASV_19140
