% Cruise_CSN    Bottle        Date                PrDM      DepSM      T090C      T190C      C0S/m      C1S/m      C1S/m         V0         V1         V2         V3         V4         V5         V6         V7  FlECO-AFL   CStarAt0   CStarTr0        Par Sbox0Mm/Kg Sbox1Mm/Kg   Latitude  Longitude       Sal00      Sal11  Sigma-t00  Sigma-t11    
SKQ202312S_062      15    2023 09 28 01 43 27    2.848      2.818     2.7533     2.7548   2.771411   2.772441   2.772441     0.0799     4.2116     3.1637     0.0000     2.6240     2.6426     1.9244     0.0000     0.1315     0.4494    89.3736 1.6779e+02    325.504    310.714   71.70564 -165.60136     30.4445    30.4555    24.2696    24.2783  
SKQ202312S_062      16    2023 09 28 01 43 31    2.715      2.687     2.7534     2.7546   2.771424   2.772421   2.772421     0.0798     4.2139     3.1694     0.0000     2.6262     2.6433     1.9309     0.0000     0.1306     0.4472    89.4211 1.7037e+02    326.376    310.860   71.70564 -165.60136     30.4447    30.4556    24.2697    24.2783  
SKQ202312S_062      17    2023 09 28 01 43 38    2.798      2.769     2.7533     2.7547   2.771417   2.772434   2.772434     0.0800     4.2124     3.1613     0.0000     2.6263     2.6421     1.9228     0.0000     0.1318     0.4487    89.3894 1.6673e+02    326.053    310.669   71.70564 -165.60136     30.4446    30.4556    24.2697    24.2783  
SKQ202312S_063       1    2023 09 28 06 24 57   39.170     38.766    -0.7370    -0.7336   2.651240   2.652181   2.652181     0.1484     3.2995     0.0122     0.0000     2.2542     2.2642     0.6545     0.0000     0.5423     1.4260    70.0119 1.7289e-07    295.539    281.206   71.83038 -165.96636     32.4173    32.4262    26.0515    26.0586  
SKQ202312S_063       2    2023 09 28 06 25 21   39.173     38.769    -0.7354    -0.7323   2.651304   2.652276   2.652276     0.1531     3.3067     0.0123     0.0000     2.2511     2.2631     0.5298     0.0000     0.5707     1.4173    70.1642 6.9154e-07    295.268    281.181   71.83040 -165.96624     32.4164    32.4262    26.0507    26.0585  
SKQ202312S_063       3    2023 09 28 06 25 30   39.221     38.816    -0.7349    -0.7334   2.651327   2.652285   2.652285     0.1511     3.3102     0.0123     0.0000     2.2517     2.2667     0.5548     0.0000     0.5588     1.4130    70.2393 6.9154e-07    295.291    281.748   71.83040 -165.96619     32.4161    32.4275    26.0505    26.0596  
SKQ202312S_063       4    2023 09 28 06 25 41   39.254     38.849    -0.7360    -0.7335   2.651254   2.652318   2.652318     0.1574     3.3196     0.0123     0.0000     2.2521     2.2604     0.7168     0.0000     0.5965     1.4016    70.4398 5.1866e-07    295.279    279.800   71.83040 -165.96614     32.4164    32.4279    26.0507    26.0600  
SKQ202312S_063       5    2023 09 28 06 27 42   30.489     30.175    -0.1526    -0.2095   2.686235   2.683261   2.683261     0.1103     3.6673     0.0125     0.0000     2.3862     2.3907     0.6565     0.0000     0.3137     1.0032    77.8190 1.9017e-06    311.897    296.634   71.83040 -165.96572     32.2658    32.2868    25.9061    25.9254  
SKQ202312S_063       6    2023 09 28 06 27 50   30.496     30.182    -0.1428    -0.1900   2.686782   2.684551   2.684551     0.1046     3.6631     0.0124     0.0000     2.3876     2.3927     0.6566     0.0000     0.2793     1.0078    77.7285 1.5560e-06    312.370    296.608   71.83040 -165.96570     32.2627    32.2832    25.9031    25.9217  
SKQ202312S_063       7    2023 09 28 06 28 03   30.488     30.174    -0.1484    -0.1795   2.686375   2.685035   2.685035     0.1024     3.6638     0.0126     0.0000     2.3876     2.3914     0.6549     0.0000     0.2663     1.0069    77.7454 2.9391e-06    312.395    295.313   71.83040 -165.96566     32.2633    32.2785    25.9039    25.9175  
SKQ202312S_063       8    2023 09 28 06 30 33   22.561     22.329     2.8181     2.8160   2.910709   2.907178   2.907178     0.2829     4.2059     0.0123     0.0000     2.5707     2.5981     1.0542     0.0000     1.3492     0.4548    89.2524 1.0373e-06    310.405    301.146   71.83034 -165.96522     32.0610    32.0202    25.5547    25.5223  
SKQ202312S_063       9    2023 09 28 06 32 32   20.438     20.227     3.6073     3.6493   2.901555   2.893001   2.893001     0.1402     4.1910     0.0123     0.0000     2.6055     2.6084     1.1595     0.0000     0.4930     0.4691    88.9350 5.1866e-07    314.156    297.972   71.83035 -165.96470     31.1799    31.0384    24.7847    24.6683  
SKQ202312S_063      10    2023 09 28 06 32 40   20.394     20.184     3.6255     3.6445   2.896637   2.887597   2.887597     0.1489     4.1940     0.0123     0.0000     2.6052     2.6020     1.1594     0.0000     0.5452     0.4661    89.0006 1.0373e-06    314.318    296.674   71.83036 -165.96467     31.1042    30.9790    24.7228    24.6215  
SKQ202312S_063      11    2023 09 28 06 32 45   20.438     20.228     3.6100     3.6728   2.896363   2.886968   2.886968     0.1353     4.0081     0.0124     0.0000     2.6048     2.6070     1.1581     0.0000     0.4638     0.6550    85.0532 1.2102e-06    314.149    297.754   71.83034 -165.96466     31.1158    30.9447    24.7334    24.5917  
SKQ202312S_063      12    2023 09 28 06 34 46   10.404     10.297     2.8379     2.8340   2.766014   2.766156   2.766156     0.1067     4.1943     0.1068     0.0000     2.6277     2.6260     1.6627     0.0000     0.2925     0.4659    89.0059 2.9024e-02    325.915    308.947   71.83034 -165.96430     30.2954    30.3008    24.1441    24.1487  
SKQ202312S_063      13    2023 09 28 06 34 57   10.430     10.322     2.8366     2.8277   2.765797   2.765321   2.765321     0.1139     4.1938     0.1073     0.0000     2.6285     2.6299     1.6603     0.0000     0.3351     0.4664    88.9954 2.9591e-02    326.350    309.237   71.83034 -165.96426     30.2940    30.2966    24.1431    24.1459  
SKQ202312S_063      14    2023 09 28 06 35 03   10.455     10.348     2.8271     2.8279   2.764539   2.765262   2.765262     0.1109     4.1003     0.1057     0.0000     2.6270     2.6293     1.6587     0.0000     0.3172     0.5581    87.0103 2.9585e-02    326.016    308.650   71.83034 -165.96426     30.2878    30.2957    24.1389    24.1452  
SKQ202312S_063      15    2023 09 28 06 37 08    2.232      2.209     2.7274     2.7268   2.746904   2.747687   2.747687     0.1058     4.1548     0.5490     0.0000     2.6246     2.6282     2.0725     0.0000     0.2867     0.5040    88.1665 2.9753e-01    326.780    309.899   71.83030 -165.96408     30.1728    30.1828    24.0547    24.0628  
SKQ202312S_063      16    2023 09 28 06 37 14    2.388      2.363     2.7303     2.7300   2.747637   2.748300   2.748300     0.1772     4.1922     0.6319     0.0000     2.6241     2.6286     2.0672     0.0000     0.7155     0.4679    88.9615 3.8080e-01    326.399    309.394   71.83030 -165.96408     30.1789    30.1872    24.0594    24.0660  
SKQ202312S_063      17    2023 09 28 06 37 21    2.280      2.256     2.7276     2.7237   2.747154   2.747652   2.747652     0.1057     4.1923     0.6508     0.0000     2.6241     2.6290     2.0702     0.0000     0.2862     0.4678    88.9625 4.0745e-01    326.652    309.566   71.83030 -165.96406     30.1756    30.1853    24.0570    24.0650  
SKQ202312S_067       1    2023 09 28 14 36 47   43.361     42.912     0.7473     0.7363   2.768391   2.768546   2.768546     0.1034     2.7204     0.0124     0.0000     2.3478     2.3491     1.7280     0.0000     0.2728     2.1984    57.7189 1.3831e-06    297.655    282.358   72.30998 -167.26962     32.3843    32.3979    25.9569    25.9685  
SKQ202312S_067       2    2023 09 28 14 36 53   43.330     42.882     0.7519     0.7259   2.769110   2.767784   2.767784     0.1042     2.6863     0.0126     0.0000     2.3484     2.3470     0.3513     0.0000     0.2769     2.2489    56.9958 2.7662e-06    297.918    281.635   72.30998 -167.26962     32.3888    32.3989    25.9603    25.9699  
SKQ202312S_067       3    2023 09 28 14 37 07   43.345     42.896     0.7326     0.7331   2.767386   2.768272   2.768272     0.1046     2.7532     0.0125     0.0000     2.3468     2.3453     0.5724     0.0000     0.2792     2.1504    58.4155 2.2475e-06    297.700    281.680   72.30998 -167.26964     32.3868    32.3977    25.9597    25.9685  
SKQ202312S_067       4    2023 09 28 14 39 17   30.669     30.352     1.9299     1.9291   2.861725   2.862565   2.862565     0.1585     4.1169     0.0124     0.0000     2.4908     2.4907     0.8731     0.0000     0.6033     0.5404    87.3620 1.2102e-06    309.340    292.846   72.30998 -167.26962     32.3516    32.3628    25.8553    25.8643  
SKQ202312S_067       5    2023 09 28 14 39 25   30.580     30.264     1.9262     1.9286   2.861476   2.862520   2.862520     0.1597     4.1169     0.0122     0.0000     2.4906     2.4919     0.8772     0.0000     0.6101     0.5404    87.3625 3.4577e-07    309.477    292.982   72.30998 -167.26962     32.3522    32.3629    25.8561    25.8644  
SKQ202312S_067       6    2023 09 28 14 39 32   30.686     30.369     1.9225     1.9240   2.861125   2.862207   2.862207     0.1606     4.1139     0.0122     0.0000     2.4883     2.4933     0.8741     0.0000     0.6158     0.5434    87.2980 1.7289e-07    308.901    292.977   72.30998 -167.26962     32.3516    32.3636    25.8559    25.8653  
SKQ202312S_067       7    2023 09 28 14 41 27   20.055     19.849     4.7251     4.7145   2.984486   2.985111   2.985111     0.1496     4.1572     0.0122     0.0000     2.5919     2.5863     1.4040     0.0000     0.5493     0.5014    88.2194 1.7289e-07    302.849    285.619   72.30998 -167.26964     31.0892    31.1063    24.6049    24.6196  
SKQ202312S_067       8    2023 09 28 14 41 34   20.126     19.918     4.7171     4.7185   2.984311   2.985168   2.985168     0.1566     4.1530     0.0123     0.0000     2.5934     2.5878     1.3974     0.0000     0.5917     0.5055    88.1290 6.9154e-07    303.298    286.140   72.30998 -167.26964     31.0946    31.1032    24.6100    24.6167  
SKQ202312S_067       9    2023 09 28 14 41 40   20.202     19.994     4.7259     4.7208   2.984566   2.984915   2.984915     0.1506     4.1573     0.0122     0.0000     2.5934     2.5861     1.3966     0.0000     0.5555     0.5013    88.2205 3.4577e-07    303.165    285.459   72.30998 -167.26964     31.0892    31.0981    24.6049    24.6124  
SKQ202312S_067      10    2023 09 28 14 43 53   10.358     10.251     4.0614     4.0626   2.901083   2.902041   2.902041     0.1393     4.1209     0.0457     0.0000     2.5897     2.5869     1.8861     0.0000     0.4875     0.5366    87.4461 9.3562e-03    308.775    291.495   72.30998 -167.26964     30.7489    30.7590    24.4003    24.4082  
SKQ202312S_067      11    2023 09 28 14 44 00   10.303     10.197     4.0617     4.0639   2.901175   2.902280   2.902280     0.1409     4.1192     0.0447     0.0000     2.5897     2.5867     1.8889     0.0000     0.4972     0.5381    87.4122 9.1963e-03    308.552    291.370   72.30998 -167.26964     30.7497    30.7605    24.4009    24.4093  
SKQ202312S_067      12    2023 09 28 14 44 06   10.413     10.306     4.0621     4.0640   2.901161   2.902235   2.902235     0.1375     4.1209     0.0804     0.0000     2.5898     2.5892     1.8867     0.0000     0.4773     0.5365    87.4472 2.0512e-02    308.508    292.058   72.30998 -167.26964     30.7491    30.7599    24.4004    24.4088  
SKQ202312S_067      13    2023 09 28 14 46 07    2.403      2.379     4.0553     4.0576   2.900176   2.901300   2.901300     0.1342     4.1198     0.7075     0.0000     2.5917     2.5903     2.2850     0.0000     0.4571     0.5376    87.4234 4.8358e-01    308.788    292.004   72.30998 -167.26962     30.7479    30.7589    24.4000    24.4086  
SKQ202312S_067      14    2023 09 28 14 46 13    2.447      2.422     4.0556     4.0581   2.900228   2.901368   2.901368     0.1420     4.1199     0.6576     0.0000     2.5913     2.5905     2.2928     0.0000     0.5036     0.5375    87.4270 4.2094e-01    308.519    291.941   72.30998 -167.26964     30.7481    30.7592    24.4002    24.4088  
SKQ202312S_067      15    2023 09 28 14 46 19    2.513      2.487     4.0564     4.0582   2.900321   2.901399   2.901399     0.1421     4.1214     0.6644     0.0000     2.5912     2.5887     2.2860     0.0000     0.5044     0.5360    87.4583 4.2051e-01    308.294    291.704   72.30998 -167.26964     30.7485    30.7594    24.4004    24.4090  
SKQ202312S_068       1    2023 09 29 21 49 27   45.444     44.985     2.9161     2.9171   2.949568   2.950598   2.950598     0.0940     2.2942     0.1670     0.0000     2.0587     2.0673     0.2253     0.0000     0.2160     2.8801    48.6741 5.0370e-02    236.261    224.654   67.67710 -168.94950     32.4226    32.4342    25.8352    25.8443  
SKQ202312S_068       2    2023 09 29 21 49 39   45.395     44.937     2.9164     2.9175   2.949523   2.950535   2.950535     0.0951     2.3622     0.1579     0.0000     2.0610     2.0666     1.2478     0.0000     0.2226     2.7633    50.1160 4.6869e-02    236.336    224.741   67.67710 -168.94950     32.4219    32.4331    25.8345    25.8434  
SKQ202312S_068       3    2023 09 29 21 49 49   45.339     44.882     2.9158     2.9170   2.949695   2.950660   2.950660     0.0939     2.3414     0.1451     0.0000     2.0609     2.0672     0.7432     0.0000     0.2154     2.7987    49.6754 4.2168e-02    236.569    224.591   67.67710 -168.94950     32.4246    32.4350    25.8367    25.8450  
SKQ202312S_068       4    2023 09 29 21 49 58   45.264     44.807     2.9154     2.9167   2.949814   2.950740   2.950740     0.0950     2.3293     0.1681     0.0000     2.0611     2.0700     0.6087     0.0000     0.2217     2.8194    49.4183 5.0883e-02    236.560    225.397   67.67710 -168.94952     32.4265    32.4364    25.8383    25.8461  
SKQ202312S_068       5    2023 09 29 21 50 45   45.348     44.890     2.9162     2.9172   2.949584   2.950594   2.950594     0.0965     2.3233     0.1179     0.0000     2.0608     2.0705     0.2604     0.0000     0.2312     2.8298    49.2903 3.2356e-02    236.692    225.543   67.67710 -168.94956     32.4228    32.4341    25.8353    25.8442  
SKQ202312S_068       6    2023 09 29 21 52 52   40.633     40.224     2.9918     2.9934   2.947147   2.948166   2.948166     0.0821     3.1703     0.5356     0.0000     2.0981     2.1044     0.4622     0.0000     0.1448     1.5859    67.2683 2.7612e-01    241.205    229.596   67.67712 -168.94968     32.3197    32.3305    25.7466    25.7551  
SKQ202312S_068       7    2023 09 29 21 52 58   40.687     40.277     2.9927     2.9933   2.947162   2.948191   2.948191     0.0814     3.1686     0.5428     0.0000     2.0999     2.1079     1.4299     0.0000     0.1404     1.5881    67.2323 2.8278e-01    241.780    230.384   67.67712 -168.94968     32.3190    32.3309    25.7460    25.7554  
SKQ202312S_068       8    2023 09 29 21 55 05   30.406     30.100     2.4384     2.4394   2.717754   2.718790   2.718790     0.1441     3.8767     1.2354     0.0000     2.4922     2.5098     1.2545     0.0000     0.5165     0.7810    82.2636 1.8590e+00    310.386    296.421   67.67712 -168.94984     30.0769    30.0886    23.9994    24.0087  
SKQ202312S_068       9    2023 09 29 21 55 11   30.298     29.993     2.4399     2.4414   2.717754   2.718773   2.718773     0.1434     3.8735     1.2347     0.0000     2.4932     2.5095     0.9778     0.0000     0.5124     0.7842    82.1964 1.8554e+00    310.725    296.176   67.67712 -168.94986     30.0755    30.0865    23.9982    24.0069  
SKQ202312S_068      10    2023 09 29 21 55 18   30.308     30.003     2.4394     2.4388   2.717766   2.718495   2.718495     0.1461     3.8834     1.2398     0.0000     2.4934     2.5081     0.9783     0.0000     0.5289     0.7741    82.4054 1.8790e+00    310.557    295.488   67.67713 -168.94986     30.0762    30.0856    23.9987    24.0063  
SKQ202312S_068      11    2023 09 29 21 57 30   20.395     20.191     3.8074     3.8226   2.669949   2.672687   2.672687     0.3012     4.0169     1.7617     0.0000     2.5616     2.5718     1.4741     0.0000     1.4592     0.6388    85.2399 6.5250e+00    313.166    297.358   67.67714 -168.95004     28.2750    28.2937    22.4574    22.4710  
SKQ202312S_068      12    2023 09 29 21 57 37   20.464     20.259     3.7822     3.7990   2.669133   2.671182   2.671182     0.2863     4.0210     1.7588     0.0000     2.5620     2.5677     1.4718     0.0000     1.3699     0.6348    85.3261 6.4808e+00    313.116    297.123   67.67714 -168.95006     28.2872    28.2965    22.4693    22.4753  
SKQ202312S_068      13    2023 09 29 21 57 44   20.366     20.162     3.7748     3.7948   2.668794   2.671016   2.671016     0.2901     4.0216     1.7628     0.0000     2.5614     2.5724     1.4772     0.0000     1.3926     0.6342    85.3388 6.5426e+00    312.727    297.786   67.67714 -168.95006     28.2897    28.2983    22.4719    22.4770  
SKQ202312S_068      14    2023 09 29 21 59 28   18.054     17.873     2.9755     2.9318   2.580591   2.578976   2.578976     0.1991     3.9282     1.9209     0.0000     2.5682     2.5696     1.5876     0.0000     0.8464     0.7282    83.3563 9.4673e+00    321.810    305.055   67.67716 -168.95022     27.9451    27.9638    22.2599    22.2780  
SKQ202312S_068      15    2023 09 29 22 01 20   10.238     10.136     3.2430     3.2463   2.538006   2.539046   2.539046     0.1984     3.9499     2.5007     0.0000     2.5454     2.5524     1.9820     0.0000     0.8425     0.7061    83.8171 3.6304e+01    316.761    300.669   67.67716 -168.95032     27.2159    27.2254    21.6596    21.6669  
SKQ202312S_068      16    2023 09 29 22 01 26   10.141     10.039     3.3323     3.3103   2.540863   2.536259   2.536259     0.1706     3.9491     2.5085     0.0000     2.5539     2.5626     1.9844     0.0000     0.6757     0.7069    83.8012 3.6969e+01    317.893    302.740   67.67716 -168.95032     27.1745    27.1389    21.6201    21.5934  
SKQ202312S_068      17    2023 09 29 22 01 32   10.112     10.011     3.3613     3.3591   2.543459   2.544336   2.544336     0.1880     3.9451     2.5060     0.0000     2.5539     2.5624     1.9923     0.0000     0.7799     0.7110    83.7150 3.6753e+01    319.724    303.138   67.67716 -168.95032     27.1807    27.1928    21.6229    21.6327  
SKQ202312S_068      18    2023 09 29 22 01 39   10.194     10.092     3.3473     3.3488   2.543051   2.544056   2.544056     0.1887     3.9518     2.4968     0.0000     2.5481     2.5575     1.9899     0.0000     0.7844     0.7042    83.8573 3.5980e+01    316.063    300.442   67.67716 -168.95032     27.1876    27.1981    21.6294    21.6377  
SKQ202312S_068      19    2023 09 29 22 03 52    2.268      2.245     3.1700     3.1755   2.440107   2.441443   2.441443     0.1772     3.9479     3.1391     0.0000     2.6239     2.6327     2.3855     0.0000     0.7155     0.7081    83.7763 1.5853e+02    332.541    315.610   67.67714 -168.95016     26.1283    26.1395    20.7992    20.8077  
SKQ202312S_068      20    2023 09 29 22 03 58    2.268      2.245     3.1557     3.1366   2.439001   2.438829   2.438829     0.1787     3.9467     3.1346     0.0000     2.6230     2.6361     2.3896     0.0000     0.7240     0.7093    83.7504 1.5703e+02    332.527    317.201   67.67714 -168.95015     26.1269    26.1403    20.7990    20.8111  
SKQ202312S_068      21    2023 09 29 22 04 03    2.287      2.264     3.1413     3.1547   2.438201   2.440114   2.440114     0.1782     3.9486     3.1274     0.0000     2.6239     2.6342     2.3830     0.0000     0.7213     0.7074    83.7901 1.5424e+02    332.854    316.197   67.67714 -168.95014     26.1292    26.1408    20.8019    20.8102  
SKQ202312S_068      22    2023 09 29 22 04 10    2.230      2.208     3.1368     3.1038   2.438111   2.437092   2.437092     0.1779     3.9483     3.1422     0.0000     2.6225     2.6312     2.3838     0.0000     0.7192     0.7077    83.7832 1.5955e+02    332.614    315.856   67.67714 -168.95014     26.1318    26.1465    20.8042    20.8182  
SKQ202312S_068      23    2023 09 29 22 04 33    2.259      2.236     3.1368     3.1372   2.438074   2.438974   2.438974     0.1788     3.9435     3.1190     0.0000     2.6213     2.6306     2.3828     0.0000     0.7252     0.7125    83.6828 1.5130e+02    332.634    315.668   67.67714 -168.95010     26.1313    26.1416    20.8039    20.8120  
SKQ202312S_069       1    2023 09 30 01 31 33   45.304     44.847     3.2853     3.2866   2.989461   2.990468   2.990468     0.0923     2.7243     0.0988     0.0000     1.9621     1.9705     3.6377     0.0000     0.2058     2.1925    57.8024 2.5913e-02    219.164    208.808   67.78288 -168.59756     32.5330    32.5439    25.8911    25.8997  
SKQ202312S_069       2    2023 09 30 01 31 37   45.285     44.827     3.2854     3.2866   2.989463   2.990463   2.990463     0.0912     2.7296     0.1024     0.0000     1.9638     1.9675     1.7804     0.0000     0.1994     2.1847    57.9162 2.7050e-02    219.462    208.011   67.78288 -168.59756     32.5330    32.5439    25.8911    25.8996  
SKQ202312S_069       3    2023 09 30 01 31 45   45.215     44.758     3.2857     3.2869   2.989480   2.990485   2.990485     0.0933     2.7373     0.1020     0.0000     1.9644     1.9696     0.2703     0.0000     0.2116     2.1735    58.0786 2.6914e-02    219.394    208.704   67.78288 -168.59756     32.5330    32.5438    25.8911    25.8996  
SKQ202312S_069       4    2023 09 30 01 33 27   40.494     40.086     3.2891     3.2903   2.989533   2.990536   2.990536     0.0850     3.0399     0.5955     0.0000     1.9833     1.9914     0.4499     0.0000     0.1623     1.7539    64.5025 3.3459e-01    222.244    211.666   67.78284 -168.59766     32.5327    32.5436    25.8905    25.8991  
SKQ202312S_069       5    2023 09 30 01 33 32   40.412     40.005     3.2891     3.2901   2.989534   2.990524   2.990524     0.0873     3.0385     0.6063     0.0000     1.9831     1.9905     0.4550     0.0000     0.1759     1.7558    64.4708 3.4599e-01    221.890    211.282   67.78284 -168.59766     32.5328    32.5436    25.8906    25.8991  
SKQ202312S_069       6    2023 09 30 01 35 31   30.428     30.122     3.7817     3.6294   2.893039   2.889193   2.889193     0.0984     4.0957     1.1722     0.0000     2.4738     2.4564     0.9563     0.0000     0.2423     0.5610    86.9129 1.5910e+00    294.454    276.958   67.78278 -168.59788     30.9080    31.0072    24.5527    24.6453  
SKQ202312S_069       7    2023 09 30 01 35 38   30.548     30.240     4.2055     3.9952   2.922034   2.905315   2.905315     0.0978     4.0910     1.1707     0.0000     2.4795     2.4755     0.9464     0.0000     0.2388     0.5657    86.8119 1.5851e+00    292.971    279.688   67.78276 -168.59788     30.8483    30.8507    24.4655    24.4874  
SKQ202312S_069       8    2023 09 30 01 35 45   30.467     30.161     5.5012     5.4571   3.029585   3.025543   3.025543     0.0885     4.1163     1.1767     0.0000     2.5236     2.5430     0.9522     0.0000     0.1831     0.5410    87.3509 1.6087e+00    289.580    276.728   67.78276 -168.59789     30.8771    30.8721    24.3536    24.3545  
SKQ202312S_069       9    2023 09 30 01 37 45   20.205     20.002     4.2804     4.4331   2.870220   2.885695   2.885695     0.1788     4.0405     1.8055     0.0000     2.5082     2.5323     1.4630     0.0000     0.7249     0.6154    85.7408 7.2307e+00    296.743    283.373   67.78268 -168.59818     30.1815    30.2206    23.9290    23.9454  
SKQ202312S_069      10    2023 09 30 01 37 53   20.342     20.138     4.1730     4.3012   2.859566   2.874187   2.874187     0.1975     4.0214     1.7970     0.0000     2.5223     2.5280     1.4562     0.0000     0.8369     0.6343    85.3362 7.0869e+00    299.491    283.414   67.78268 -168.59820     30.1561    30.2083    23.9190    23.9484  
SKQ202312S_069      11    2023 09 30 01 38 00   20.254     20.050     4.0681     3.9636   2.842675   2.831482   2.831482     0.1981     4.0177     1.7998     0.0000     2.5280     2.5385     1.4597     0.0000     0.8403     0.6380    85.2574 7.1341e+00    301.569    287.944   67.78268 -168.59822     30.0557    30.0209    23.8491    23.8310  
SKQ202312S_069      12    2023 09 30 01 38 27   20.259     20.056     3.0132     3.0250   2.730226   2.733524   2.733524     0.3262     4.0261     1.8002     0.0000     2.5921     2.6196     1.4607     0.0000     1.6091     0.6296    85.4362 7.1400e+00    320.250    307.891   67.78266 -168.59828     29.6967    29.7254    23.6531    23.6750  
SKQ202312S_069      13    2023 09 30 01 40 49   10.202     10.100     2.7820     2.7999   2.596973   2.593440   2.593440     0.2581     3.8948     2.5678     0.0000     2.6312     2.6514     1.9675     0.0000     1.2003     0.7623    82.6487 4.2394e+01    332.294    317.196   67.78256 -168.59862     28.3137    28.2557    22.5676    22.5200  
SKQ202312S_069      14    2023 09 30 01 40 56   10.175     10.073     2.8024     2.8075   2.589735   2.590165   2.590165     0.2622     3.8888     2.5708     0.0000     2.6358     2.6554     1.9673     0.0000     1.2250     0.7685    82.5212 4.2695e+01    333.355    317.525   67.78254 -168.59864     28.2091    28.2098    22.4828    22.4829  
SKQ202312S_069      15    2023 09 30 01 41 03   10.212     10.110     2.7961     2.8085   2.590100   2.589347   2.589347     0.2466     3.8984     2.5662     0.0000     2.6362     2.6571     1.9592     0.0000     1.1320     0.7586    82.7253 4.2243e+01    332.922    318.241   67.78254 -168.59866     28.2190    28.1991    22.4911    22.4743  
SKQ202312S_069      16    2023 09 30 01 43 17    2.458      2.433     2.6978     2.6860   2.442638   2.439951   2.439951     0.1728     3.8707     3.4072     0.0000     2.6353     2.6557     2.3634     0.0000     0.6890     0.7872    82.1356 2.9440e+02    338.201    322.645   67.78244 -168.59901     26.5448    26.5226    21.1626    21.1456  
SKQ202312S_069      17    2023 09 30 01 43 24    2.495      2.471     2.6528     2.6488   2.430076   2.429545   2.429545     0.1708     3.8703     3.4026     0.0000     2.6345     2.6546     2.3575     0.0000     0.6768     0.7876    82.1277 2.9220e+02    337.941    323.134   67.78244 -168.59902     26.4322    26.4292    21.0757    21.0735  
SKQ202312S_069      18    2023 09 30 01 43 33    2.548      2.523     2.6449     2.6357   2.430816   2.431048   2.431048     0.1703     3.8704     3.3693     0.0000     2.6348     2.6546     2.3595     0.0000     0.6735     0.7875    82.1303 2.6930e+02    337.916    323.374   67.78244 -168.59906     26.4475    26.4579    21.0884    21.0972  
SKQ202312S_070       1    2023 09 30 04 27 35   53.456     52.915     2.9507     2.9514   2.953293   2.954284   2.954284     0.1060     2.0530     0.0128     0.0000     1.9160     1.9274     1.3028     0.0000     0.2880     3.3248    43.5530 4.4950e-06    214.443    204.792   67.89818 -168.23360     32.4287    32.4400    25.8371    25.8461  
SKQ202312S_070       2    2023 09 30 04 28 05   53.431     52.890     2.9564     2.9557   2.953464   2.954407   2.954407     0.1051     2.0168     0.0129     0.0000     1.9211     1.9314     0.5421     0.0000     0.2826     3.3961    42.7839 5.1866e-06    215.273    205.552   67.89818 -168.23360     32.4251    32.4373    25.8338    25.8435  
SKQ202312S_070       3    2023 09 30 04 28 10   53.547     53.005     2.9551     2.9567   2.953403   2.954428   2.954428     0.1035     2.0531     0.0129     0.0000     1.9215     1.9300     4.6519     0.0000     0.2729     3.3245    43.5556 4.6679e-06    215.605    205.406   67.89818 -168.23360     32.4256    32.4365    25.8342    25.8428  
SKQ202312S_070       4    2023 09 30 04 28 16   53.568     53.026     2.9524     2.9544   2.953328   2.954356   2.954356     0.1039     2.0597     0.0126     0.0000     1.9229     1.9330     2.6633     0.0000     0.2752     3.3118    43.6942 2.9391e-06    215.670    206.027   67.89818 -168.23358     32.4274    32.4379    25.8359    25.8441  
SKQ202312S_070       5    2023 09 30 04 30 31   40.731     40.320     3.0197     3.0199   2.956394   2.957335   2.957335     0.0922     2.5214     0.0126     0.0000     1.9859     2.0038     0.8404     0.0000     0.2054     2.5022    53.4964 2.5933e-06    223.999    215.175   67.89818 -168.23356     32.4036    32.4148    25.8112    25.8201  
SKQ202312S_070       6    2023 09 30 04 30 39   40.826     40.414     3.0163     3.0166   2.956294   2.957240   2.957240     0.0957     2.5007     0.0128     0.0000     1.9843     2.0007     1.1311     0.0000     0.2263     2.5354    53.0553 4.3221e-06    223.952    214.609   67.89818 -168.23356     32.4058    32.4169    25.8132    25.8220  
SKQ202312S_070       7    2023 09 30 04 32 39   30.431     30.124     3.0165     3.0172   2.951496   2.952488   2.952488     0.0810     3.2999     0.1591     0.0000     2.0523     2.0684     1.3513     0.0000     0.1379     1.4255    70.0204 4.7332e-02    234.790    224.452   67.89821 -168.23356     32.3530    32.3643    25.7710    25.7800  
SKQ202312S_070       8    2023 09 30 04 32 46   30.404     30.098     3.0181     3.0186   2.951740   2.952756   2.952756     0.0802     3.3090     0.1594     0.0000     2.0414     2.0559     1.3521     0.0000     0.1330     1.4145    70.2134 4.7472e-02    231.046    221.209   67.89822 -168.23357     32.3543    32.3661    25.7720    25.7814  
SKQ202312S_070       9    2023 09 30 04 32 53   30.329     30.023     3.0211     3.0231   2.952145   2.953210   2.953210     0.0806     3.3364     0.1665     0.0000     2.0339     2.0487     1.3563     0.0000     0.1352     1.3816    70.7947 5.0197e-02    231.624    220.978   67.89822 -168.23358     32.3563    32.3672    25.7733    25.7818  
