pressure,chlor_fluorescence (ugrams/l),temperature_ch1 (degree_C),temperature_ch2 (degree_C),par (uEin*m-2*s-1),turbidity (NTU),salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1,sigma_t_ch2,oxy_concM_ch1 (ml/l),oxy_conc_ch1 (micromole/kg),oxy_percentsat_ch1 (percent),oxy_concM_ch2 (ml/l),oxy_conc_ch2 (micromole/kg),oxy_percentsat_ch2 (percent),latitude (degrees_north),longitude (degrees_east),time (UTC),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id
66.0,3.4567,2.1509,2.1511,0.28367,0.9708,32.267,32.2665,NaN,NaN,8.024078236762396,349.35193799999996,103.86340908850909,8.035273308031105,349.83948999999996,104.00848478025225,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
67.0,3.5589,2.1513,2.1512,0.28367,0.9798,32.2669,32.2664,NaN,NaN,8.029270531788121,349.578036,103.9315943449153,8.033019492663353,349.74139199999996,103.97950205619517,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
68.0,3.3724,2.1518,2.1518,0.28367,0.9756,32.2669,32.2665,NaN,NaN,8.031527198077722,349.676298,103.96211489014249,8.032399031942063,349.714365,103.9731144560252,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
69.0,3.4332,2.1523,2.1522,0.28367,0.9895,32.2668,32.2663,NaN,NaN,8.019211816294723,349.14015,103.80393822990312,8.026902626218748,349.47512599999993,103.90287249208558,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
70.0,3.4821,2.1525,2.1523,0.28367,1.0617,32.2667,32.2663,NaN,NaN,8.019408311064725,349.148736,103.80693366894727,8.029753533427616,349.59925,103.94003752809446,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
71.0,4.2164,2.1525,2.1525,0.28367,1.295,32.2667,32.2661,NaN,NaN,8.00724723025479,348.619266,103.6495150091145,8.025659721511,349.421072,103.8874266678964,56.7685,-164.3305,2022-05-12T11:39:00Z,74.0,1025.0,354.0,11.0,-0.4,M2W,DY2206c005_ctd
0.0,8.6577,2.3987,2.3984,NaN,0.666,32.0066,32.0065,NaN,NaN,9.50470815508543,413.90720999999996,123.57686952044126,9.504346367217678,413.89147799999995,123.57115040240978,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
1.0,8.6577,2.3987,2.3984,NaN,0.666,32.0066,32.0065,NaN,NaN,9.50470819093457,413.90720999999996,123.57686998653917,9.504346403061605,413.89147799999995,123.57115086843606,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
2.0,8.6577,2.3987,2.3984,NaN,0.666,32.0066,32.0065,NaN,NaN,9.504708226795515,413.90720999999996,123.57687045279056,9.504346438917334,413.89147799999995,123.5711513346158,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
3.0,8.6577,2.3987,2.3984,NaN,0.666,32.0066,32.0065,NaN,NaN,9.504708262668261,413.90720999999996,123.57687091919536,9.504346474784866,413.89147799999995,123.57115180094897,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
4.0,8.6577,2.3987,2.3984,NaN,0.666,32.0066,32.0065,NaN,NaN,9.504708298552805,413.90720999999996,123.57687138575358,9.504346510664192,413.89147799999995,123.57115226743551,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
5.0,8.6577,2.3987,2.3984,35.886,0.666,32.0066,32.0065,NaN,NaN,9.50470833444915,413.90720999999996,123.57687185246522,9.504346546555317,413.89147799999995,123.57115273407544,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
6.0,8.8691,2.3985,2.3981,23.814,0.7655,32.0069,32.0064,NaN,NaN,9.501139882765592,413.751708,123.53010988062611,9.503863341285902,413.87045699999993,123.56385509559433,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
7.0,8.411,2.3986,2.3981,16.931,0.6994,32.0071,32.007,NaN,NaN,9.489946814795475,413.264214,123.38506082473097,9.503339136347831,413.84743399999996,123.5575477304369,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
8.0,8.5107,2.4024,2.4013,12.892,0.6453,32.0078,32.0076,NaN,NaN,9.505021405804266,413.920566,123.5934369519001,9.513248465832858,414.27886499999994,123.69682810060267,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
9.0,8.8936,2.4013,2.3998,9.5444,0.6973,32.0073,32.007,NaN,NaN,9.513847068175313,414.305028,123.70435715819816,9.510532728952665,414.16074699999996,123.65635196409053,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
10.0,8.9736,2.4064,2.4041,6.7986,0.6752,32.0089,32.0082,NaN,NaN,9.499506199620544,413.680158,123.53505626055885,9.504860974776982,413.91349999999994,123.59696350684972,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
11.0,9.1362,2.4064,2.4062,5.2019,0.7017,32.0086,32.0087,NaN,NaN,9.514116040548803,414.31647599999997,123.72479362964542,9.506518241981286,413.98557199999993,123.62545341975495,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
12.0,8.8206,2.4083,2.4081,3.9337,0.6529,32.0092,32.0091,NaN,NaN,9.498017461257504,413.615286,123.52184032414675,9.511783770909977,414.21480099999997,123.70016566702675,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
13.0,8.176,2.4084,2.4071,2.9535,0.6802,32.009,32.0088,NaN,NaN,9.519594428982812,414.55497599999995,123.80259011766334,9.534285948740592,415.1947799999999,123.98943825044486,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
14.0,8.7068,2.4596,2.4899,2.2445,0.6783,32.0379,32.0499,NaN,NaN,9.489824724958943,413.250858,123.59851377692357,9.487362675352893,413.14072799999997,123.67048907690152,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
15.0,8.4318,2.5273,2.5336,1.7244,0.6972,32.0773,32.0808,NaN,NaN,9.365191373485764,407.81305799999996,122.21528815513865,9.391816856377282,408.97156299999995,122.58501929360837,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
16.0,8.5619,2.5867,2.5864,1.3447,0.767,32.1559,32.1586,NaN,NaN,9.13620025930224,397.81895399999996,119.46854355033669,9.203955258558896,400.76836799999995,120.35585487562368,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
17.0,8.5341,2.57,2.5689,1.1026,0.7,32.1809,32.1809,NaN,NaN,9.036284352454805,393.460128,118.13287011694038,9.097273985252674,396.11572,118.92692582351437,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
18.0,7.356,2.567,2.5674,0.88443,0.616,32.1888,32.1894,NaN,NaN,8.913208481420293,388.09864799999997,116.5214339664219,8.987400367606549,391.32893799999994,117.49299453530378,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
19.0,6.2264,2.6096,2.6106,0.68434,0.6237,32.2156,32.215,NaN,NaN,8.697767971113816,378.71128799999997,113.84704211215475,8.806022785824577,383.4250419999999,115.26642121995974,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
20.0,6.6542,2.6232,2.6226,0.57669,0.6394,32.2237,32.2237,NaN,NaN,8.598121355029816,374.370588,112.58723388425676,8.702229146256087,378.90352499999995,113.94875472268242,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
21.0,6.2943,2.6167,2.6159,0.49316,0.635,32.2289,32.2289,NaN,NaN,8.538848862499469,371.78810999999996,111.79691514751626,8.603182312603568,374.5892149999999,112.63696462306049,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
22.0,5.4997,2.6037,2.6024,0.41322,0.6314,32.2304,32.2306,NaN,NaN,8.47107630148485,368.83643399999994,110.874699681079,8.513633748818513,370.68931899999995,111.42824995945946,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
23.0,5.2659,2.5821,2.5814,0.3779,0.6792,32.2325,32.2326,NaN,NaN,8.431511927982765,367.112556,110.29887060611985,8.462875866269789,368.47810999999996,110.70730372779165,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
24.0,5.5333,2.5755,2.5752,0.34682,0.7044,32.2332,32.233,NaN,NaN,8.39843580889595,365.672016,109.84857411898228,8.428167567536308,366.96659999999997,110.23647720622182,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
25.0,5.3202,2.573,2.5727,0.31547,0.6982,32.2334,32.2331,NaN,NaN,8.387812114469119,365.209326,109.70291176633486,8.411019277928748,366.21985399999994,110.00538363069741,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
26.0,5.1369,2.5713,2.5708,0.29817,0.6977,32.2336,32.2334,NaN,NaN,8.380912704035492,364.908816,109.60816567533217,8.394791500228765,365.513148,109.7881538372798,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
27.0,4.9954,2.5703,2.5699,0.28574,0.6956,32.2337,32.2335,NaN,NaN,8.379336472809847,364.840128,109.58488572414373,8.388562453607351,365.241877,109.70429548399474,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
28.0,5.003,2.5702,2.5697,0.28361,0.687,32.2337,32.2336,NaN,NaN,8.370988611439458,364.476654,109.47543869377235,8.379275265809284,364.837473,109.58236599905197,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
29.0,5.017,2.5695,2.5687,0.28367,0.7613,32.2339,32.2338,NaN,NaN,8.356507455802932,363.84605999999997,109.28429119349687,8.375874716748735,364.68932499999994,109.53530491286496,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
30.0,4.9828,2.569,2.5686,0.28367,0.7377,32.2339,32.2337,NaN,NaN,8.365841755924421,364.252464,109.40499478022443,8.374356815674433,364.62325899999996,109.51510577672441,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
31.0,4.8461,2.5686,2.5682,0.28367,0.7217,32.234,32.2339,NaN,NaN,8.366061807520628,364.262004,109.40685293704222,8.363001294235062,364.12876499999993,109.36566030974188,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
32.0,4.814,2.5685,2.5677,0.28367,0.7788,32.2339,32.2338,NaN,NaN,8.353966568177286,363.735396,109.24832993646217,8.364012565871692,364.172809,109.37744247150924,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
33.0,4.9568,2.5675,2.5674,0.28366,0.7102,32.234,32.2338,NaN,NaN,8.344787329921497,363.33567,109.1256347014503,8.367116460557469,364.30794399999996,109.41721163252109,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
34.0,4.5844,2.5673,2.5668,0.28367,0.77,32.2341,32.2339,NaN,NaN,8.340362187985503,363.142962,109.0672957617071,8.36330117454942,364.141778,109.36575266354147,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
35.0,5.1156,2.5668,2.5664,0.28367,0.7686,32.2342,32.2339,NaN,NaN,8.342970564544318,363.256488,109.10011600314502,8.360772553933637,364.03166799999997,109.33159249312855,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
36.0,5.0161,2.5668,2.566,0.28367,0.7742,32.2341,32.2339,NaN,NaN,8.336309104859803,362.966472,109.01293022666387,8.358381873876967,363.92756399999996,109.29923678090134,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
37.0,4.8688,2.5653,2.5648,0.28367,0.7589,32.2342,32.234,NaN,NaN,8.352064531223482,363.652398,109.21493956043425,8.354314082221178,363.75038699999993,109.24283997254874,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
38.0,4.8749,2.5645,2.564,0.28367,0.8332,32.2343,32.234,NaN,NaN,8.334953493106632,362.907324,108.98908264671539,8.349854547969016,363.55619299999995,109.18234152754773,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
39.0,4.9813,2.5648,2.5643,0.28367,0.76,32.2342,32.2339,NaN,NaN,8.327656429379639,362.58964199999997,108.89440769779442,8.351991819926095,363.64928599999996,109.21103310524396,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
40.0,4.7743,2.5639,2.5638,0.28367,0.8233,32.2342,32.2341,NaN,NaN,8.338634292714781,363.067596,109.03550246619041,8.344889527224051,363.3399769999999,109.11694797307993,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
41.0,5.1964,2.5633,2.5626,0.28367,0.8548,32.2343,32.234,NaN,NaN,8.329871091105877,362.685996,108.91935535803745,8.343142435480589,363.263901,109.09075428305361,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
42.0,5.1976,2.5621,2.5618,0.28367,0.7743,32.2343,32.234,NaN,NaN,8.333859642324569,362.859624,108.9682380872246,8.340453139855876,363.14678399999997,109.05340829078456,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
43.0,5.1008,2.5622,2.5617,0.28367,0.8173,32.2343,32.2341,NaN,NaN,8.333662415902213,362.85103799999996,108.96593182199459,8.341212562757596,363.17981699999996,109.06313977078351,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
44.0,4.8063,2.5622,2.5619,0.28366,0.7853,32.2342,32.234,NaN,NaN,8.332106142502186,362.783304,108.945508379988,8.342223384132529,363.22386099999994,109.07682747658744,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
45.0,4.9974,2.5624,2.5617,0.28366,0.842,32.2344,32.2342,NaN,NaN,8.333334344323589,362.836728,108.96226178211317,8.342592689273456,363.239877,109.08125986542964,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
46.0,5.2164,2.5621,2.5617,0.28367,0.8401,32.2343,32.2339,NaN,NaN,8.324832577544504,362.466576,108.85020594048824,8.335716723778646,362.94057799999996,108.99113133285513,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
47.0,5.0197,2.562,2.5618,0.28367,0.7909,32.2344,32.234,NaN,NaN,8.310416093797336,361.838844,108.66150776184844,8.341556837319212,363.19483199999996,109.06783939759379,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
48.0,4.9137,2.562,2.5615,0.28367,0.9225,32.2344,32.2343,NaN,NaN,8.316178638095504,362.089746,108.73685498212188,8.341260142599673,363.18181899999996,109.06336557501801,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
49.0,5.0344,2.5617,2.5615,0.28367,0.8091,32.2343,32.234,NaN,NaN,8.324109884851657,362.435094,108.8396675555279,8.33656823965021,362.97761499999996,109.00179438988464,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
50.0,5.0534,2.5617,2.5611,0.28367,0.8858,32.2343,32.2342,NaN,NaN,8.332479800367315,362.79952199999997,108.94910614233102,8.337857278340275,363.03367099999997,109.01770724602578,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
51.0,5.188,2.5606,2.5601,0.28367,0.9425,32.2343,32.2342,NaN,NaN,8.336840769482151,362.989368,109.0031277408736,8.33962819786877,363.11074799999994,109.03813472517965,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
52.0,5.559,2.5603,2.5597,0.28367,0.8523,32.2344,32.2339,NaN,NaN,8.327551514568688,362.58487199999996,108.88092941172435,8.337028655248753,362.99763499999995,109.00283211588977,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
53.0,5.6113,2.56,2.5594,0.28367,0.8593,32.2343,32.2342,NaN,NaN,8.309934900506136,361.817856,108.64970636630255,8.336387107123096,362.969607,108.99385005021468,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
54.0,5.2069,2.5599,2.5594,0.28367,0.9084,32.2342,32.2341,NaN,NaN,8.318150858678571,362.175606,108.75678090240679,8.330317094401668,362.70534299999997,108.9144133134891,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
55.0,6.0369,2.56,2.5594,0.28366,0.8752,32.2342,32.2341,NaN,NaN,8.304566203428958,361.58412599999997,108.5794380886707,8.325926011454175,362.51415199999997,108.85700226687258,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
56.0,5.3736,2.5598,2.5592,0.28366,0.9244,32.2343,32.2342,NaN,NaN,8.311468879526803,361.884636,108.6692190207302,8.3254440298955,362.49313099999995,108.85023057020216,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
57.0,5.4242,2.5599,2.5594,0.28367,0.9492,32.2342,32.2341,NaN,NaN,8.307107975472569,361.69478999999995,108.61239924237557,8.32636289261758,362.5331709999999,108.86271425299037,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
58.0,6.2304,2.5596,2.5592,0.28367,0.9034,32.2342,32.2342,NaN,NaN,8.292230845909456,361.047024,108.41707266542137,8.328478797468357,362.62526299999996,108.88990835181312,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
59.0,5.5046,2.5593,2.5589,0.28367,0.9575,32.2343,32.2342,NaN,NaN,8.30344999096307,361.535472,108.56301742898964,8.32590412845679,362.513151,108.85542923744009,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
60.0,5.6581,2.559,2.5584,0.28367,1.0169,32.2341,32.2339,NaN,NaN,8.286906355761882,360.815202,108.34575723620328,8.322614948268207,362.3700079999999,108.81084122599233,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
61.0,5.4423,2.5588,2.5584,0.28367,0.9016,32.2341,32.234,NaN,NaN,8.29740173678211,361.27216799999997,108.48243462208313,8.318385444592803,362.18582399999997,108.7556186246978,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
62.0,5.6599,2.5585,2.558,0.28367,1.0994,32.2341,32.234,NaN,NaN,8.298497497566556,361.319868,108.4959467330437,8.315787849581696,362.07271099999997,108.72056954006162,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
63.0,5.7556,2.5585,2.558,0.28367,1.232,32.234,32.2338,NaN,NaN,8.29860643868985,361.324638,108.49729679990601,8.317097026156786,362.12976799999996,108.7375368833714,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
64.0,5.9753,2.5585,2.5581,0.28367,1.1222,32.2341,32.234,NaN,NaN,8.295780640687862,361.201572,108.4604260909903,8.316063735574685,362.084723,108.7244484310486,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
65.0,6.3438,2.5585,2.5583,0.28367,1.4445,32.2341,32.2338,NaN,NaN,8.29317330306074,361.088046,108.42633732198239,8.318844152613119,362.20584399999996,108.76119492401885,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
66.0,6.9727,2.5587,2.5583,0.28367,1.5036,32.2339,32.2338,NaN,NaN,8.291068491369552,360.996462,108.39921258547255,8.319005117879007,362.21285099999994,108.76329939602698,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
67.0,6.9206,2.5588,2.5583,0.28367,1.46,32.234,32.2337,NaN,NaN,8.311577509007396,361.889406,108.6676980700962,8.321372488335292,362.315954,108.7941761247207,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
68.0,6.588,2.5587,2.558,0.28367,1.5739,32.2329,32.2338,NaN,NaN,8.314484603702843,362.016288,108.70461597816083,8.322338949601928,362.35799599999996,108.80606967097306,56.87316666666667,-164.0475,2022-05-12T16:00:00Z,72.0,1025.0,314.0,11.0,-0.8,M2,DY2206c006_ctd
0.0,0.6445,2.1644,2.1619,NaN,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340790853397154,406.862874,120.46878911064147,9.345537069105967,407.069663,120.52206697323504,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
1.0,0.6445,2.1644,2.1619,NaN,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340790885133735,406.862874,120.46878951995022,9.345537100829572,407.069663,120.52206738234952,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
2.0,0.6445,2.1644,2.1619,NaN,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340790916881462,406.862874,120.4687899294027,9.345537132564331,407.069663,120.52206779160784,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
3.0,0.6445,2.1644,2.1619,NaN,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340790948640333,406.862874,120.46879033899896,9.345537164310231,407.069663,120.52206820100983,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
4.0,0.6445,2.1644,2.1619,NaN,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340790980410343,406.862874,120.46879074873884,9.345537196067275,407.069663,120.52206861055552,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
5.0,0.6445,2.1644,2.1619,333.39,0.5296,31.6889,31.6885,25.307901434911855,25.307762878592257,9.340791012191499,406.862874,120.46879115862248,9.345537227835466,407.069663,120.52206902024498,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
6.0,0.9608,2.1508,2.1487,279.28,0.4307,31.6893,31.6893,25.30920772865602,25.3093598044984,9.367523429713469,408.026754,120.7724348830598,9.35189459045513,407.345939,120.56454675926862,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
7.0,0.9131,2.1504,2.1517,228.8,0.4893,31.6897,31.6889,25.309556746380395,25.308822490809916,9.368972185144253,408.089718,120.79022558691175,9.353636282073769,407.42201499999993,120.59580044211202,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
8.0,0.84,2.1528,2.1501,200.02,0.6108,31.6896,31.6891,25.309302873769184,25.30909840359618,9.329611931620153,406.37538,120.28997395937242,9.337046500632328,406.69929299999995,120.3772135614015,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
9.0,1.0729,2.1283,2.1257,164.78,0.5848,31.6892,31.6898,25.310754101445127,25.311421727260495,9.36173360200405,407.773944,120.6291676612501,9.352005414544239,407.34994299999994,120.4964022249994,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
10.0,1.5757,2.0992,2.0978,134.63,0.4385,31.6914,31.6908,25.314608352867253,25.31422864551064,9.41063252618952,409.902318,121.17198850738258,9.377999780557431,408.4810729999999,120.74703816319709,56.908166666666666,-164.83183333333332,2022-05-13T01:59:00Z,72.0,1024.0,293.0,14.0,0.5,70M4,DY2206c008_ctd
