pressure,chlor_fluorescence (ugrams/l),temperature_ch1 (degree_C),temperature_ch2 (degree_C),par (uEin*m-2*s-1),turbidity (NTU),salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1,sigma_t_ch2,oxy_concM_ch1 (ml/l),oxy_conc_ch1 (micromole/kg),oxy_percentsat_ch1 (percent),oxy_concM_ch2 (ml/l),oxy_conc_ch2 (micromole/kg),oxy_percentsat_ch2 (percent),latitude (degrees_north),longitude (degrees_east),time (UTC),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id
3.0,6.8571,0.0736,0.0735,NaN,0.6296,31.7579,31.7573,NaN,NaN,10.091288032086833,439.47631799999994,123.38966693271101,10.07449779260395,438.74530699999997,123.1835260796668,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
4.0,6.8571,0.0736,0.0735,NaN,0.6296,31.7579,31.7573,NaN,NaN,10.091288045434927,439.47631799999994,123.38966709592276,10.074497805927976,438.74530699999997,123.18352624258317,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
5.0,6.8571,0.0736,0.0735,0.65253,0.6296,31.7579,31.7573,NaN,NaN,10.091288058791159,439.47631799999994,123.38966725923403,10.074497819260122,438.74530699999997,123.18352640559883,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
6.0,6.8592,0.0737,0.0732,0.5081,0.92,31.7579,31.7577,NaN,NaN,10.108484096290665,440.22520799999995,123.60025350066736,10.073397852109068,438.697259,123.16945214384312,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
7.0,6.7193,0.0735,0.0723,0.45533,0.8261,31.7587,31.7585,NaN,NaN,10.111579280568355,440.359722,123.6381431857476,10.07032460199812,438.56312499999996,123.12965656793797,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
8.0,6.814,0.0733,0.0727,0.39974,0.7556,31.7591,31.7589,NaN,NaN,10.0936197741257,439.577442,123.41824337782373,10.084417447342378,439.17673799999994,123.30360915730338,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
9.0,6.7225,0.0729,0.0723,0.3573,0.9633,31.759,31.7587,NaN,NaN,10.100453791287219,439.87508999999994,123.50042247531172,10.08094530712541,439.0255869999999,123.25968833593144,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
10.0,6.6634,0.0714,0.0713,0.33207,0.7288,31.7589,31.7585,NaN,NaN,10.09318093153049,439.558362,123.4065514310316,10.071704183501584,438.623185,123.14329305054925,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
11.0,6.3833,0.0711,0.0708,0.28683,0.7795,31.759,31.7585,NaN,NaN,10.079008791572935,438.941124,123.2323886687787,10.068187703310654,438.47003199999995,123.09868300290445,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
12.0,6.6717,0.0709,0.0708,0.28598,0.9395,31.7591,31.7588,NaN,NaN,10.084069935100432,439.161498,123.29370865408747,10.068305017593058,438.47503699999993,123.1003759444024,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
13.0,6.7707,0.0711,0.0706,0.28365,0.7834,31.7591,31.7588,NaN,NaN,10.097936259067557,439.76538,123.46389440993705,10.074580038978365,438.74830999999995,123.17645113909732,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
14.0,6.6449,0.0725,0.0717,0.28361,0.8002,31.7593,31.7589,NaN,NaN,10.105166174195515,440.0802,123.55700438986412,10.07356901986543,438.70426599999996,123.16773164227016,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
15.0,6.1354,0.0711,0.0704,0.2836,0.9415,31.7591,31.7592,NaN,NaN,10.094913279630987,439.63372799999996,123.42693350977045,10.078306903317566,438.9104719999999,123.22171589155286,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
16.0,6.5506,0.0679,0.0676,0.28357,0.8403,31.7603,31.76,NaN,NaN,10.09076211168987,439.45246799999995,123.36685466077839,10.080314187739328,438.99755899999997,123.23789205122604,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
17.0,6.9401,0.0675,0.0668,0.28359,0.8067,31.7604,31.7605,NaN,NaN,10.086513355780387,439.267392,123.31370237756818,10.06689522282633,438.41297499999996,123.07168406108788,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
18.0,6.9718,0.0634,0.0639,0.28352,0.9568,31.7612,31.7608,NaN,NaN,10.087945395482816,439.32940199999996,123.31863023647406,10.061359471160268,438.17173399999996,122.9949040015386,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
19.0,6.6251,0.0581,0.0574,0.28353,0.651,31.7625,31.7621,NaN,NaN,10.035712439687844,437.054112,122.66416750150128,10.05341975522676,437.8253879999999,122.87799781716188,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
20.0,6.9887,0.058,0.058,0.28365,0.7357,31.7624,31.762,NaN,NaN,10.04605129764237,437.5044,122.79012863957017,10.046155416161248,437.50907199999995,122.79105727761912,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
21.0,6.4019,0.0541,0.0531,0.28365,0.8427,31.7628,31.7626,NaN,NaN,10.058783510398861,438.05867399999994,122.93350940275167,10.04469125402266,437.4450079999999,122.7578862245732,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
22.0,6.3202,0.0514,0.0513,0.28361,0.606,31.7633,31.7628,NaN,NaN,10.066630979588219,438.40020599999997,123.02112815131264,10.041567649775862,437.30887199999995,122.71408520767658,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
23.0,6.6539,0.0498,0.0503,0.28363,0.6984,31.7635,31.7629,NaN,NaN,10.051759140693294,437.75244,122.83439646934869,10.03577662920373,437.05661999999995,122.640181625098,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
24.0,6.018,0.042,0.0431,0.28361,0.8852,31.764,31.7637,NaN,NaN,10.037483811083685,437.130432,122.63526185005749,10.026109321670509,436.63519899999994,122.49957204220614,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
25.0,6.6257,0.0393,0.0395,0.28363,0.7332,31.7644,31.764,NaN,NaN,10.009842824055584,435.926484,122.28922432857223,10.012460059652787,436.04060499999997,122.32149849837619,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
26.0,6.6737,0.0281,0.0275,0.28366,0.6824,31.7653,31.7649,NaN,NaN,10.000303735927703,435.51054,122.1375277067168,9.999899420921126,435.49305799999996,122.13032283938361,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
27.0,5.5008,0.0178,0.0143,0.28355,0.8913,31.7661,31.766,NaN,NaN,9.99124536993066,435.115584,121.99456909569075,9.977962837359506,434.53710299999995,121.82110084470732,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
28.0,5.8554,0.0018,0.0033,0.28366,0.7756,31.7675,31.767,NaN,NaN,9.982982726451592,434.754972,121.84364720739369,9.964712884293451,433.959526,121.62502893008951,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
29.0,6.2089,-0.0181,-0.0199,0.28367,0.7046,31.7684,31.7686,NaN,NaN,9.941091899959208,432.92996999999997,121.26968816306456,9.935934647973001,432.705273,121.2012106596369,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
30.0,6.7333,-0.0195,-0.0229,0.28367,0.7434,31.7682,31.7687,NaN,NaN,9.916315155113123,431.85099599999995,120.96281960576871,9.912767492259201,431.6962649999999,120.90916038516146,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
31.0,6.1916,-0.0298,-0.0301,0.28367,0.7479,31.7697,31.7696,NaN,NaN,9.909408851902345,431.549532,120.8471168828478,9.907261053477987,431.45602499999995,120.81988639648698,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
32.0,5.7879,-0.0351,-0.0354,0.28366,0.5123,31.7704,31.7702,NaN,NaN,9.906415394841872,431.418834,120.79436929335681,9.885914549555837,430.52609599999994,120.54327132157418,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
33.0,6.0485,-0.0418,-0.0421,0.28367,0.6881,31.7712,31.7708,NaN,NaN,9.883510594323074,430.42095,120.4945229143165,9.876061284917366,430.0966669999999,120.40241736594011,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
34.0,5.9967,-0.0476,-0.0483,0.28366,0.8214,31.772,31.7714,NaN,NaN,9.8720842106113,429.922962,120.33753609359725,9.867609902196127,429.72829899999994,120.28027531065699,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
35.0,5.1462,-0.0624,-0.0638,0.28367,0.7631,31.7736,31.7733,NaN,NaN,9.839440595001422,428.500548,119.89428142759763,9.827314584247581,427.97254499999997,119.74186284473663,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
36.0,5.0513,-0.0914,-0.0935,0.28367,0.9116,31.7759,31.7758,NaN,NaN,9.786478971954581,426.192822,119.15989255785395,9.782018596655798,425.9985729999999,119.09891585246054,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
37.0,5.3564,-0.1024,-0.1082,0.28367,0.8494,31.7757,31.776,NaN,NaN,9.772045641782318,425.56413599999996,118.94953573469277,9.77214229329965,425.5681429999999,118.93279882926649,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
38.0,5.7648,-0.1556,-0.1572,0.28367,0.7749,31.7811,31.7815,NaN,NaN,9.699072384792613,422.38349999999997,117.90041177440882,9.705154897445352,422.64822599999997,117.96970643713635,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
39.0,6.3161,-0.2443,-0.2494,0.28367,1.008,31.7902,31.7898,NaN,NaN,9.503286813469739,413.852832,115.25788604465892,9.547731472568126,415.7883729999999,115.78100575374197,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
40.0,6.9847,-0.4269,-0.4235,0.28367,0.8583,31.8025,31.805,NaN,NaN,9.440922319258297,411.130116,113.9598300585089,9.511521699654097,414.20378999999997,114.82438327948601,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
41.0,6.3075,-0.5151,-0.5211,0.28367,0.7153,31.8206,31.8207,NaN,NaN,9.337180354372698,406.605294,112.4586806900135,9.406439879920859,409.62121199999996,113.27490008022511,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
42.0,5.0573,-0.5698,-0.5663,0.28367,0.9062,31.8283,31.8276,NaN,NaN,9.226599858000174,401.78664000000003,110.97160689900375,9.262286400704161,403.34093799999994,111.41062765886194,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
43.0,4.9508,-0.6086,-0.6153,0.28367,0.8074,31.8314,31.8324,NaN,NaN,9.211869068935721,401.143644,110.68269904839019,9.253900971469182,402.973571,111.16870654689201,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
44.0,5.2079,-0.6355,-0.6344,0.28367,0.7341,31.8366,31.8358,NaN,NaN,9.178922223275615,399.70692,110.21203427020257,9.217635240655936,401.392992,110.67947765947825,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
45.0,4.7433,-0.6397,-0.6426,0.28367,0.8791,31.838,31.8376,NaN,NaN,9.172032719165273,399.40641,110.1180989308246,9.179515275952388,399.732333,110.19912355364765,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
46.0,4.7466,-0.6462,-0.6478,0.28367,0.7135,31.8393,31.8388,NaN,NaN,9.149873426843225,398.440962,109.83407628712459,9.161710554682287,398.956558,109.97110032604805,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
47.0,4.7771,-0.6613,-0.6616,0.28366,0.7662,31.8404,31.8401,NaN,NaN,9.150521374845388,398.468628,109.79859546974744,9.159563436680141,398.86246399999993,109.90598297791736,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
48.0,4.694,-0.6674,-0.6658,0.28367,0.8775,31.8416,31.8412,NaN,NaN,9.141856399058605,398.090844,109.67774988757235,9.133574161853486,397.730333,109.58274105961907,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
49.0,4.9762,-0.6766,-0.6762,0.28367,0.6533,31.8427,31.8423,NaN,NaN,9.141056570289992,398.055546,109.64216070173296,9.128068350122907,397.490093,109.48723043635052,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
50.0,4.4457,-0.6784,-0.6782,0.28367,0.87,31.8431,31.8427,NaN,NaN,9.131223354960836,397.6272,109.51927917317089,9.119106826311624,397.0997029999999,109.37422795655031,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
51.0,4.6525,-0.6738,-0.6764,0.28367,0.8478,31.8428,31.8421,NaN,NaN,9.118250306777751,397.062432,109.37683804495697,9.104252219115983,396.453057,109.20083103887282,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
52.0,5.0796,-0.6938,-0.6952,0.28367,0.772,31.8435,31.8435,NaN,NaN,9.116092556830733,396.96798599999994,109.29330264984631,9.109394156533334,396.6762799999999,109.20892506005802,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
53.0,4.7693,-0.6862,-0.6887,0.28367,0.8838,31.8439,31.8431,NaN,NaN,9.101611980082783,396.33739199999997,109.1420790060113,9.098171537367543,396.18779199999994,109.0929478472811,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
54.0,4.549,-0.6904,-0.6909,0.28367,1.0102,31.8437,31.8432,NaN,NaN,9.104657030934437,396.469998,109.16623515589683,9.083805893366284,395.56216699999993,108.91439316005365,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
55.0,5.1233,-0.6898,-0.6891,0.28367,0.8069,31.8438,31.8433,NaN,NaN,9.099355851729847,396.23913,109.10449262964804,9.07992122584588,395.3929979999999,108.87310922797437,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
56.0,4.5824,-0.6924,-0.6932,0.28367,0.9646,31.8438,31.8433,NaN,NaN,9.099575726893452,396.24867,109.09957814894717,9.077646734541435,395.29389899999995,108.83395845990921,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
57.0,4.8173,-0.6961,-0.6963,0.28367,0.8797,31.844,31.8434,NaN,NaN,9.055696658149353,394.33780799999994,108.56294877775301,9.074981871301258,395.177783,108.79310720018249,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
58.0,5.2309,-0.696,-0.6961,0.28367,0.8127,31.844,31.8435,NaN,NaN,9.07092266362253,395.000838,108.74577310056077,9.074752661728777,395.16777299999995,108.79101533949512,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
59.0,4.8553,-0.695,-0.6956,0.28367,1.0219,31.8441,31.8435,NaN,NaN,9.082402853595996,395.500734,108.88637751427792,9.076200716245578,395.23083599999995,108.80982338062277,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
60.0,4.6639,-0.695,-0.695,0.28367,0.8307,31.8439,31.8433,NaN,NaN,9.088601378422112,395.770716,108.96053618515616,9.071118925443267,395.00961499999994,108.75048404110154,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
61.0,4.6807,-0.6957,-0.6947,0.28366,0.9524,31.8439,31.8436,NaN,NaN,9.094976811596371,396.04832999999996,109.03493752387163,9.06546612126424,394.763369,108.683812469453,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
62.0,4.7567,-0.6951,-0.6958,0.28366,1.8228,31.8439,31.8433,NaN,NaN,9.089236754336705,395.79838199999995,108.96786343870725,9.069257213395856,394.92853399999996,108.72584910464032,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
63.0,4.7497,-0.6971,-0.6974,0.28367,1.1795,31.8434,31.8429,NaN,NaN,9.082968108687544,395.525538,108.88652917364168,9.06668026830616,394.816422,108.69001933598435,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
64.0,4.9006,-0.6965,-0.6969,0.28367,0.7849,31.8435,31.8428,NaN,NaN,9.074731264044564,395.166834,108.78960036568553,9.070472307158191,394.98158699999993,108.73684841229412,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
65.0,4.8201,-0.6963,-0.6968,0.28367,0.883,31.8433,31.8426,NaN,NaN,9.070895889541104,394.99988399999995,108.74404674966817,9.069873184848692,394.95556099999993,108.72980220816999,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
66.0,4.8439,-0.694,-0.694,0.28366,0.9962,31.8433,31.8426,NaN,NaN,9.07733613797096,395.28036,108.82791703335968,9.060125754156628,394.53113699999994,108.62104596671989,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
67.0,5.0383,-0.698,-0.698,0.28367,1.0187,31.8428,31.8422,NaN,NaN,9.072820737123687,395.083836,108.76181636463087,9.063158423528192,394.66326899999996,108.64552812436547,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
68.0,5.0169,-0.6984,-0.6987,0.28367,1.0638,31.8429,31.8426,NaN,NaN,9.088069505093639,395.74782,108.94352999435961,9.060265107766226,394.5371429999999,108.6091266183901,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
69.0,4.9024,-0.698,-0.698,0.28367,1.0788,31.8429,31.8423,NaN,NaN,9.083950699853341,395.568468,108.89531529047858,9.062101740228403,394.61722299999997,108.63293764883566,58.278866666666666,-170.10025,2022-05-17T10:03:00Z,73.0,1025.0,304.0,12.7,-2.0,70m26,DY2206c025_ctd
0.0,4.2429,-0.3298,-0.3312,NaN,0.6247,31.7301,31.7294,NaN,NaN,9.559888508001004,416.336094,115.63390165518395,9.501750936006037,413.80439099999995,114.9258644045603,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
1.0,4.2429,-0.3298,-0.3312,NaN,0.6247,31.7301,31.7294,NaN,NaN,9.559888517712414,416.336094,115.6339017726506,9.501750945648057,413.80439099999995,114.92586452118276,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
2.0,4.2429,-0.3298,-0.3312,NaN,0.6247,31.7301,31.7294,NaN,NaN,9.559888527430665,416.336094,115.63390189020002,9.50175095529688,413.80439099999995,114.92586463788747,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
3.0,4.2429,-0.3298,-0.3312,NaN,0.6247,31.7301,31.7294,NaN,NaN,9.559888537155759,416.336094,115.6339020078322,9.501750964952492,413.80439099999995,114.92586475467435,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
4.0,4.2429,-0.3298,-0.3312,NaN,0.6247,31.7301,31.7294,NaN,NaN,9.559888546887692,416.336094,115.6339021255471,9.501750974614906,413.80439099999995,114.92586487154345,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
5.0,4.2429,-0.3298,-0.3312,1.0608,0.6247,31.7301,31.7294,NaN,NaN,9.55988855662646,416.336094,115.63390224334469,9.501750984284104,413.80439099999995,114.92586498849464,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
6.0,4.3031,-0.3291,-0.3299,0.97389,0.6341,31.7297,31.7291,NaN,NaN,9.558724298083138,416.285532,115.62163487306667,9.502759614814519,413.84843499999994,114.94177369738419,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
7.0,4.273,-0.3293,-0.3298,0.64022,0.6022,31.7295,31.729,NaN,NaN,9.559029554061105,416.298888,115.62455316442433,9.504919419668056,413.942529,114.96812109751313,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
8.0,4.175,-0.3306,-0.3311,0.49838,0.6118,31.7297,31.7291,NaN,NaN,9.560411600441348,416.35899,115.63745729064571,9.498944574477527,413.68226899999996,114.89198238316388,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
9.0,4.3321,-0.3302,-0.3305,0.42057,0.5887,31.7295,31.7289,NaN,NaN,9.556642179992,416.19490199999996,115.59292469843965,9.504160441469967,413.90949599999993,114.95673194069668,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
10.0,4.4246,-0.3306,-0.3308,0.36748,0.6363,31.7297,31.7292,NaN,NaN,9.557717219590927,416.241648,115.60486754832742,9.50793232861114,414.07365999999996,115.00168459687488,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
11.0,4.164,-0.3301,-0.3303,0.33554,0.5885,31.7298,31.7293,NaN,NaN,9.563259941853977,416.48301,115.67352003217444,9.507450224054171,414.05263899999994,114.99745474857824,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
12.0,4.2426,-0.3298,-0.3301,0.30947,0.5856,31.7298,31.729,NaN,NaN,9.551978409672934,415.9917,115.53797955526176,9.505793002403552,413.98056699999995,114.97777547416202,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
13.0,4.3541,-0.3297,-0.33,0.29089,0.6303,31.7298,31.7291,NaN,NaN,9.551934571801773,415.98979199999997,115.53775483882906,9.511264129716205,414.218805,115.04433685039739,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
14.0,4.4828,-0.3298,-0.3302,0.28372,0.6358,31.7296,31.7291,NaN,NaN,9.560717295313836,416.372346,115.64352003247085,9.50990810290399,414.1597459999999,115.02732653254083,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
15.0,4.2975,-0.3311,-0.3314,0.28351,0.6012,31.7298,31.7293,NaN,NaN,9.559623998405169,416.324646,115.62648327803251,9.509450346100206,414.13972599999994,115.01830135510913,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
16.0,4.2555,-0.3313,-0.3313,0.2836,0.6281,31.7297,31.7292,NaN,NaN,9.562492973686716,416.44962,115.66049135098353,9.50738092988099,414.04963599999996,114.99349471657972,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
17.0,4.0567,-0.331,-0.3316,0.28356,0.5902,31.7297,31.7292,NaN,NaN,9.550904762190129,415.94495399999994,115.52124583362375,9.505726135228135,413.977564,114.97256752225593,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
18.0,3.9975,-0.3308,-0.3312,0.28363,0.5996,31.7299,31.7293,NaN,NaN,9.549044220005563,415.863864,115.499515223702,9.501980211054237,413.814401,114.92855675732854,58.9466,-170.33726666666666,2022-05-17T14:18:00Z,66.0,1024.0,299.0,7.3,-1.0,70m30,DY2206c026_ctd
