reads.in	reads.out
MP_E239_1B_NO20_R1_trimmed.fq.gz	182309	167505
MP_E239_2B_NO20_R1_trimmed.fq.gz	201857	185170
MP_E240_1B_NO20_R1_trimmed.fq.gz	174714	161423
MP_E240_2B_NO20_R1_trimmed.fq.gz	173722	158990
MP_E241_1B_NO20_R1_trimmed.fq.gz	206317	190527
MP_E241_2B_NO20_R1_trimmed.fq.gz	186082	171082
MP_E242_1B_NO20_R1_trimmed.fq.gz	174418	147936
MP_E242_2B_NO20_R1_trimmed.fq.gz	202840	186816
MP_E243_1B_NO20_R1_trimmed.fq.gz	155901	143393
MP_E243_2B_NO20_R1_trimmed.fq.gz	159852	146815
MP_E244_1B_NO20_R1_trimmed.fq.gz	160703	149320
MP_E244_2B_NO20_R1_trimmed.fq.gz	174788	151159
MP_E245_1B_NO20_R1_trimmed.fq.gz	161475	148379
MP_E245_2B_NO20_R1_trimmed.fq.gz	164318	150394
MP_E246_1B_NO20_R1_trimmed.fq.gz	170740	156398
MP_E246_2B_NO20_R1_trimmed.fq.gz	159993	147167
MP_E247_1B_NO20_R1_trimmed.fq.gz	186798	172444
MP_E247_2B_NO20_R1_trimmed.fq.gz	164690	151012
MP_E248_1B_NO20_R1_trimmed.fq.gz	207227	190197
MP_E248_2B_NO20_R1_trimmed.fq.gz	152889	138825
MP_E249_1B_NO20_R1_trimmed.fq.gz	177596	163853
MP_E249_2B_NO20_R1_trimmed.fq.gz	188826	172911
MP_E250_1B_NO20_R1_trimmed.fq.gz	187514	143934
MP_E250_2B_NO20_R1_trimmed.fq.gz	206384	187958
MP_E251_1B_NO20_R1_trimmed.fq.gz	160638	147032
MP_E251_2B_NO20_R1_trimmed.fq.gz	196542	180294
MP_E252_1B_NO20_R1_trimmed.fq.gz	174625	157997
MP_E252_2B_NO20_R1_trimmed.fq.gz	181580	122607
MP_E253_NO20_R1_trimmed.fq.gz	185926	170462
MP_E254_NO20_R1_trimmed.fq.gz	187785	173234
MP_E255_1B_NO20_R1_trimmed.fq.gz	143006	129414
MP_E255_2B_NO20_R1_trimmed.fq.gz	154515	141374
MP_E256_1B_NO20_R1_trimmed.fq.gz	183195	114358
MP_E256_2B_NO20_R1_trimmed.fq.gz	186359	169808
MP_E257_1B_NO20_R1_trimmed.fq.gz	126662	116299
MP_E257_2B_NO20_R1_trimmed.fq.gz	172591	159723
MP_E258_1B_NO20_R1_trimmed.fq.gz	192886	175396
MP_E258_2B_NO20_R1_trimmed.fq.gz	158972	147726
MP_E259_1B_NO20_R1_trimmed.fq.gz	164887	151318
MP_E259_2B_NO20_R1_trimmed.fq.gz	166233	152114
MP_E260_1B_NO20_R1_trimmed.fq.gz	184983	164275
MP_E260_2B_NO20_R1_trimmed.fq.gz	200384	183695
MP_E261_1B_NO20_R1_trimmed.fq.gz	139411	126766
MP_E261_2B_NO20_R1_trimmed.fq.gz	158689	145370
MP_E262_1B_NO20_R1_trimmed.fq.gz	171504	155223
MP_E262_2B_NO20_R1_trimmed.fq.gz	148170	137645
MP_E263_2B_NO20_R1_trimmed.fq.gz	179621	166359
MP_E264_1B_NO20_R1_trimmed.fq.gz	180795	166776
MP_E264_2B_NO20_R1_trimmed.fq.gz	162027	148440
MP_E265_1B_NO20_R1_trimmed.fq.gz	112450	104194
MP_E265_2B_NO20_R1_trimmed.fq.gz	152942	137109
MP_E266_1B_NO20_R1_trimmed.fq.gz	127519	118242
MP_E266_2B_NO20_R1_trimmed.fq.gz	185285	169826
MP_E267_1B_NO20_R1_trimmed.fq.gz	173675	151406
MP_E267_2B_NO20_R1_trimmed.fq.gz	172502	157748
MP_E268_1B_NO20_R1_trimmed.fq.gz	174557	160188
MP_E268_2B_NO20_R1_trimmed.fq.gz	176633	160883
MP_E269_1B_NO20_R1_trimmed.fq.gz	165221	152012
MP_E269_2B_NO20_R1_trimmed.fq.gz	164449	150469
MP_E270_1B_NO20_R1_trimmed.fq.gz	152480	141497
MP_E270_2B_NO20_R1_trimmed.fq.gz	149804	138034
MP_E271_1B_NO20_R1_trimmed.fq.gz	189692	174514
MP_E271_2B_NO20_R1_trimmed.fq.gz	157259	145163
MP_E272_1B_NO20_R1_trimmed.fq.gz	170659	153412
MP_E272_2B_NO20_R1_trimmed.fq.gz	158056	143511
MP_E273_1B_NO20_R1_trimmed.fq.gz	164370	150146
MP_E273_2B_NO20_R1_trimmed.fq.gz	165196	152723
MP_E274_1B_NO20_R1_trimmed.fq.gz	169274	156548
MP_E274_2B_NO20_R1_trimmed.fq.gz	153979	140674
MP_E275_1B_NO20_R1_trimmed.fq.gz	144566	124000
MP_E275_2B_NO20_R1_trimmed.fq.gz	164207	150402
MP_E276_1B_NO20_R1_trimmed.fq.gz	134443	109809
MP_E276_2B_NO20_R1_trimmed.fq.gz	132342	121110
MP_E277_1B_NO20_R1_trimmed.fq.gz	141451	130683
MP_E277_2B_NO20_R1_trimmed.fq.gz	174049	159454
MP_E277_3B_NO20_R1_trimmed.fq.gz	151896	139455
MP_E278_1B_NO20_R1_trimmed.fq.gz	30684	27476
MP_E278_2B_NO20_R1_trimmed.fq.gz	211758	193792
MP_E278_3B_NO20_R1_trimmed.fq.gz	182806	167426
MP_E279_1B_NO20_R1_trimmed.fq.gz	181006	164475
MP_E279_2B_NO20_R1_trimmed.fq.gz	155931	139723
MP_E280_1B_NO20_R1_trimmed.fq.gz	37297	33960
MP_E280_2B_NO20_R1_trimmed.fq.gz	161027	149075
MP_E280_3B_NO20_R1_trimmed.fq.gz	190461	176580
MP_E281_1B_NO20_R1_trimmed.fq.gz	142099	130919
MP_E281_2B_NO20_R1_trimmed.fq.gz	188569	170725
MP_E281_3B_NO20_R1_trimmed.fq.gz	177126	159838
MP_E282_1B_NO20_R1_trimmed.fq.gz	194598	177947
MP_E282_2B_NO20_R1_trimmed.fq.gz	194238	177633
MP_E282_3B_NO20_R1_trimmed.fq.gz	161191	149377
MP_E283_1B_NO20_R1_trimmed.fq.gz	167268	137364
MP_E283_2B_NO20_R1_trimmed.fq.gz	193623	175091
MP_E283_3B_NO20_R1_trimmed.fq.gz	174973	160304
MP_E284_1B_NO20_R1_trimmed.fq.gz	164675	150688
MP_E284_2B_NO20_R1_trimmed.fq.gz	151398	139872
MP_E284_3B_NO20_R1_trimmed.fq.gz	61480	56295
MP_E285_1B_NO20_R1_trimmed.fq.gz	171565	154872
MP_E285_2B_NO20_R1_trimmed.fq.gz	171532	151812
MP_E285_3B_NO20_R1_trimmed.fq.gz	190288	171725
MP_E286_1B_NO20_R1_trimmed.fq.gz	170963	158362
MP_E286_2B_NO20_R1_trimmed.fq.gz	160734	140993
MP_E286_3B_NO20_R1_trimmed.fq.gz	187594	170953
MP_E287_1B_NO20_R1_trimmed.fq.gz	208527	190717
MP_E287_2B_NO20_R1_trimmed.fq.gz	159467	146492
MP_E287_3B_NO20_R1_trimmed.fq.gz	172997	157520
MP_E288_1B_NO20_R1_trimmed.fq.gz	160394	147625
MP_E288_2B_NO20_R1_trimmed.fq.gz	195029	178367
MP_E289_1B_NO20_R1_trimmed.fq.gz	172457	159501
MP_E289_2B_NO20_R1_trimmed.fq.gz	181850	166648
MP_E289_3B_NO20_R1_trimmed.fq.gz	177953	164876
MP_E290_1B_NO20_R1_trimmed.fq.gz	184548	168713
MP_E290_2B_NO20_R1_trimmed.fq.gz	199813	183644
MP_E290_3B_NO20_R1_trimmed.fq.gz	178603	155741
MP_E291_1B_NO20_R1_trimmed.fq.gz	208455	192255
MP_E291_2B_NO20_R1_trimmed.fq.gz	187972	173833
MP_E291_3B_NO20_R1_trimmed.fq.gz	189496	172664
MP_E292_1B_NO20_R1_trimmed.fq.gz	187123	170611
MP_E292_2B_NO20_R1_trimmed.fq.gz	174766	159103
MP_E292_3B_NO20_R1_trimmed.fq.gz	175127	158819
MP_E293_1B_NO20_R1_trimmed.fq.gz	208183	193563
MP_E293_2B_NO20_R1_trimmed.fq.gz	217183	199222
MP_E293_3B_NO20_R1_trimmed.fq.gz	218459	198255
MP_E294_1B_NO20_R1_trimmed.fq.gz	225069	205618
MP_E294_2B_NO20_R1_trimmed.fq.gz	217599	199785
MP_E294_3B_NO20_R1_trimmed.fq.gz	207977	190474
MP_E295_1B_NO20_R1_trimmed.fq.gz	180744	166334
MP_E295_2B_NO20_R1_trimmed.fq.gz	184077	168673
MP_E295_3B_NO20_R1_trimmed.fq.gz	210237	190366
MP_E296_1B_NO20_R1_trimmed.fq.gz	211753	195128
MP_E296_2B_NO20_R1_trimmed.fq.gz	185229	170086
MP_E296_3B_NO20_R1_trimmed.fq.gz	185067	169933
MP_E297_1B_NO20_R1_trimmed.fq.gz	182052	165735
MP_E297_2B_NO20_R1_trimmed.fq.gz	183822	169601
MP_E297_3B_NO20_R1_trimmed.fq.gz	232027	211528
MP_E298_1B_NO20_R1_trimmed.fq.gz	175442	162380
MP_E298_2B_NO20_R1_trimmed.fq.gz	210039	192215
MP_E298_3B_NO20_R1_trimmed.fq.gz	215318	197553
MP_E299_1B_NO20_R1_trimmed.fq.gz	191668	174045
MP_E299_2B_NO20_R1_trimmed.fq.gz	177091	158503
MP_E299_3B_NO20_R1_trimmed.fq.gz	147994	132512
MP_E300_1B_NO20_R1_trimmed.fq.gz	171352	155692
MP_E300_2B_NO20_R1_trimmed.fq.gz	156031	143071
MP_E300_3B_NO20_R1_trimmed.fq.gz	207267	188113
MP_E24_NC_DY20_R1_trimmed.fq.gz	651	529
MP_E41_NC_DY20_R1_trimmed.fq.gz	3571	3032
MP_E56_NC_DY20_R1_trimmed.fq.gz	521	435
MP_E73_NC_DY20_R1_trimmed.fq.gz	93990	85828
MP_E232_NC_NO20_R1_trimmed.fq.gz	3270	2991
MP_E301_NC_NO20_R1_trimmed.fq.gz	9256	7910
MP_POSITIVE_R1_trimmed.fq.gz	85888	72155
