Sample	Unknown	Peridiniales	Coscinodiscophyceae	Gymnodiniales	Dinophyceae	Bacterosira sp_ RCC4607	Cylindrotheca closterium	Prorocentrales	Environmental Unknown	Pseudo_nitzschia granii	Minidiscus trioculatus	Chaetocerotales	Chaetoceros cf_ neogracilis clade I	Chaetocerotaceae	Chaetoceros gelidus	Pseudo_nitzschia pungens	Thalassiosirales	Pseudo_nitzschia seriata	Fragilariopsis cylindrus	Prorocentrum	Bacillariophyceae	Pseudo_nitzschia	Gyrodinium dominans	Chaetoceros	Thalassiosira hyalina	Fragilariopsis oceanica	Thalassiosira	Gymnodiniaceae	Pseudo_nitzschia delicatissima	Florenciellales	Thalassiosira nordenskioeldii	Thalassiosiraceae	Chaetoceros cf_ neogracilis clade II	Thalassiosira sp_ RCC4858	Levanderina__f__o	Levanderina__f	Minidiscus	Cymatosirales	Suessiales	Thalassiosira sp_	Florenciella__f	Florenciella	Pelagomonadales	Shimiella gracilenta	Porosira glacialis	Shionodiscus sp_ IAL_2014	Kareniaceae	Fragilariopsis	Cylindrotheca	Chaetoceros atlanticus	Bacillariaceae	Karlodinium veneficum	Tovelliaceae	Azadinium dalianense	Heterocapsa triquetra	Asterionellopsis glacialis	Gyrodinium	Pseudochattonella	Pelagodinium	Eukaryota	Karlodinium	Mediophyceae	Heterocapsa	Dictyocha speculum	Fragilariopsis reginae_jahniae	Azadinium obesum	Chaetoceros sp_ CCAP 1010_16	Thalassiosira gravida	Mertensia ovum	Polarella glacialis	Laminariales	Scrippsiella	Thalassiosira bioculata	Suessiaceae	Gonyaulacales	Rhaponeidales	Shimiella	Porosira	Bacillariales	Chaetoceros cf_ neogracilis clade IV	Peridiniaceae	Skeletonemataceae	Azadinium perforatum	Karlodinium elegans	Gymnodinium	Aureococcus__f	Gymnodinium aureolum	Pseudo_nitzschia pseudodelicatissima	Chaetoceros cf_ neogracilis clade III	Corethron hystrix	Biecheleriaceae	Phaeophyceae	Prorocentrum criophilum	Thalassiosira aff_ guillardii IAL_2014	Tentaculata	Ctenophora sp_ _in_ diatoms_	Limacina helicina	Pythiales	Bacterosira	Fragilariopsis pacifica	Conticribra	Azadinium trinitatum	Hyperia galba	Luticola ventricosa	Diadesmidaceae	
MP_E1094_SKQ2021	155151	82	0	57052	903	3	56	15387	128	0	0	1966	1	35	26519	4293	0	57	54	4	0	0	1146	55	16	63	0	11	55	0	10	20	0	0	0	52	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1095_SKQ2021	228616	509	0	28630	2384	6	36	3344	124	11	13	358	0	8	17255	428	1	0	4	0	51	0	437	3	0	0	2	4	0	0	7	3	28	0	6	75	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1096_SKQ2021	206967	502	1	39503	1484	20	27	162	12	0	5	168	0	1	15656	7828	8	26	70	116	8	55	474	54	13	40	25	0	144	40	8	6	11	0	3	30	12	1	0	0	11	0	0	8	2	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1097_SKQ2021	183867	600	14	47949	716	3	180	259	20	34	0	791	18	18	16213	19933	0	30	61	6	9	37	1018	50	35	53	4	1605	20	0	6	15	10	1	0	94	15	0	0	2	0	0	0	0	16	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1098_SKQ2021	220169	973	0	28879	1107	1	9	455	64	14	0	134	11	4	11217	3996	0	0	46	1	0	0	363	15	4	15	0	4	27	0	0	0	2	0	7	86	13	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1099_SKQ2021	215979	193	2	55399	1034	4	2	174	44	110	7	217	0	0	6807	2505	1	0	122	114	0	34	1151	30	3	4	5	0	358	143	5	8	0	0	6	34	4	12	0	2	4	14	0	14	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1100_SKQ2021	187812	161	8	23854	2321	0	9	370	259	7	0	1242	0	0	8685	141	2	57	12	0	78	64	1244	0	9	32	8	0	5187	121	4	0	0	0	152	24	0	0	0	0	0	6	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1101_SKQ2021	217396	217	13	41782	4218	6	0	290	434	3	0	571	0	0	7792	110	0	0	5	0	26	53	1550	0	7	45	25	0	5931	266	7	5	0	0	315	2	4	0	0	0	17	7	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1102_SKQ2021	206700	103	40	40258	6153	4	0	141	355	0	0	268	0	7	13137	52	0	0	19	0	10	79	1053	0	7	6	8	0	5202	457	9	6	0	1	155	36	20	3	0	5	10	53	0	16	0	0	6	0	0	0	0	0	0	2	0	0	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	42	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1103_SKQ2021	196934	45	0	9992	330	1	0	52	157	183	0	2250	0	0	17991	21	0	1	58	0	301	58	1568	0	5	152	4	0	5048	7	15	2	0	0	79	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1104_SKQ2021	241794	134	3	13934	723	2	0	71	75	124	0	444	0	0	17894	8	0	0	18	0	75	40	1746	0	0	36	4	0	3674	5	2	0	0	4	144	17	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1105_SKQ2021	205218	88	0	11332	399	2	3	80	105	139	0	543	0	12	27720	10	0	19	37	0	35	70	1976	0	0	36	7	0	3897	0	11	0	3	4	123	20	0	0	0	0	0	0	0	8	1	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1106_SKQ2021	218344	143	0	16445	352	2	0	31	134	594	0	3191	0	10	14340	20	0	5	36	0	63	268	1345	0	1	17	1	0	6329	7	7	0	0	2	117	15	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1107_SKQ2021	205792	169	0	13073	406	11	0	102	51	518	0	1676	0	7	16285	8	0	7	28	0	73	169	1320	0	0	12	8	0	6834	12	2	2	0	0	75	20	0	0	0	1	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1108_SKQ2021	246444	83	0	14310	674	8	0	69	76	450	0	1620	0	9	18572	42	0	5	3	3	17	133	1527	0	0	2	6	0	5750	5	1	0	0	5	101	15	0	0	0	0	0	0	0	10	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1109_SKQ2021	220293	382	0	15474	1690	19	0	116	1020	57	0	2369	0	0	17177	15	0	0	5	0	42	42	1631	0	0	8	31	0	2961	7	8	0	0	7	89	43	0	0	0	0	0	7	0	5	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1110_SKQ2021	241616	82	0	15123	2613	0	0	62	207	3	0	825	0	0	30414	51	0	2	6	31	35	23	2315	1	5	5	15	0	2323	42	5	0	0	1	131	34	4	2	0	0	4	17	0	24	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1111_SKQ2021	192981	48	11	16198	2530	8	0	59	215	6	0	508	0	0	27758	96	4	26	8	31	123	46	2376	0	7	105	23	0	3363	102	5	0	3	1	123	5	5	2	0	0	0	5	0	35	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1112_SKQ2021	205244	147	3	22607	975	18	7	1215	262	26	0	807	0	0	2486	54	6	0	42	0	137	31	1475	1	0	107	6	0	6014	61	7	2	0	0	15	10	0	0	0	48	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1113_SKQ2021	197571	211	6	36909	15335	0	0	526	63	0	0	37	0	0	1669	128	0	0	6	28	0	95	808	0	0	2	0	0	6752	276	0	4	0	0	37	26	13	4	0	0	28	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1114_SKQ2021	160319	102	20	31240	13612	1	0	495	74	0	2	34	0	0	1432	111	0	0	4	61	5	82	509	0	1	1	0	0	6389	210	0	9	0	0	49	19	21	0	0	0	0	17	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1115_SKQ2021	317	0	0	85	7	0	0	3	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1116_SKQ2021	184036	277	30	50694	20194	3	5	985	126	0	0	35	0	0	2148	463	0	0	0	26	0	174	389	0	0	0	1	0	13297	186	0	8	0	0	67	23	15	0	0	0	1	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	6	11	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1117_SKQ2021	203781	278	19	54478	23519	0	0	1220	146	0	0	54	0	0	1896	507	0	0	0	22	17	190	417	0	0	16	0	0	12033	327	0	0	0	0	131	33	25	0	2	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	18	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	13	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1118_SKQ2021	165577	236	2	52759	2138	14	0	10875	106	0	0	523	0	0	1914	114	0	9	305	2	18	217	970	4	30	193	32	0	27230	10	0	0	0	0	89	18	2	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1119_SKQ2021	143848	130	17	67653	16216	0	0	427	162	22	0	61	0	0	1136	715	0	2	3	35	0	448	489	0	0	0	0	0	45755	353	0	5	0	0	52	6	10	5	0	0	0	18	0	3	0	0	0	0	0	0	4	1	0	0	0	0	7	0	24	0	9	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1120_SKQ2021	165552	118	0	42944	20088	10	0	244	104	19	0	52	0	0	742	731	0	16	3	8	0	402	354	0	0	0	6	0	21867	202	0	6	0	0	52	76	1	3	0	0	0	17	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	0	41	0	5	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1121_SKQ2021	190656	470	0	44176	927	66	84	9692	162	11	0	2109	0	0	1880	1491	3	35	389	43	55	126	1565	0	62	1493	57	3	14296	0	3	4	0	0	75	40	0	0	0	3	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1122_SKQ2021	167673	98	4	40930	18251	0	0	283	30	6	0	342	0	10	2607	1243	0	63	4	10	0	382	798	0	3	22	13	0	27027	117	0	0	0	2	28	45	0	0	0	0	11	12	0	7	0	0	0	0	0	0	2	5	0	0	0	0	0	0	64	0	7	0	2	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1123_SKQ2021	170158	67	11	38805	19984	12	0	404	25	3	0	304	0	0	2798	1222	0	12	5	42	0	318	579	0	0	33	14	0	25605	150	0	4	4	0	76	78	9	2	0	0	6	9	0	13	1	0	2	0	0	0	9	21	0	0	0	0	0	0	50	0	8	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1124_SKQ2021	158794	309	11	79956	746	189	226	4888	164	0	0	4954	0	0	5799	1465	4	22	42	111	276	107	252	0	271	240	182	24	13419	0	32	0	0	0	80	111	0	0	0	26	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	
MP_E1125_SKQ2021	185359	286	1	64059	4773	7	0	71	18	0	7	242	0	42	4005	5826	1	0	108	202	0	365	312	9	26	23	24	0	40337	76	4	0	0	0	37	24	17	17	0	3	6	0	11	69	0	0	0	0	0	0	22	11	0	0	0	0	0	0	38	0	28	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	0	
MP_E1126_SKQ2021	174992	119	1	60693	4498	1	0	91	16	15	0	464	0	25	5735	7982	0	0	30	20	0	397	20	6	10	4	5	0	33614	49	0	0	0	0	24	34	0	0	0	0	6	3	0	56	0	0	6	0	0	0	29	8	0	0	94	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	
MP_E1127_SKQ2021	183801	653	2	76046	7046	4	0	100	14	0	0	337	0	38	10105	9146	0	0	13	229	0	535	587	0	15	2	22	0	38527	86	6	0	0	0	61	106	6	5	0	0	6	4	2	94	0	0	5	0	0	0	13	30	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1128_SKQ2021	191783	390	0	59948	6726	8	7	104	8	0	0	232	0	11	5793	4008	0	0	15	144	0	378	248	15	10	2	13	0	31883	66	0	0	0	0	44	29	5	6	0	0	0	10	0	54	0	0	4	0	0	0	5	16	0	0	80	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1129_SKQ2021	180090	325	5	33767	1116	166	59	7245	59	48	0	2850	0	0	7858	657	0	35	642	34	120	84	564	0	596	624	366	0	10254	8	9	0	3	0	16	18	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	8	0	138	0	0	0	3	0	3	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1130_SKQ2021	193595	122	1	42850	659	13	44	913	41	73	0	706	0	29	2093	744	3	16	132	3	14	127	521	6	9	117	17	3	8201	0	0	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1131_SKQ2021	146374	171	0	115673	1014	0	0	0	22	0	0	0	0	42	344	5558	0	18	0	288	0	45	0	0	32	0	4	0	4926	4	0	0	0	0	55	7	0	0	0	0	11	0	40	6	0	0	0	0	0	0	0	6	0	0	4064	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1132_SKQ2021	150430	51	0	118302	5381	0	27	0	0	23	0	136	0	0	583	9910	0	0	0	86	0	138	156	0	0	0	0	0	7879	35	0	0	0	0	27	185	0	0	0	27	0	5	18	215	0	0	16	0	0	0	0	16	0	0	60	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	
MP_E1133_SKQ2021	192731	241	1	40697	1421	35	0	1397	67	254	3	1117	0	459	21828	688	0	201	189	27	27	282	1171	82	11	169	16	0	41252	17	0	3	0	1	42	43	6	13	0	0	0	8	0	3	0	0	0	0	0	0	7	4	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
MP_E1134_SKQ2021	195783	441	0	37013	1701	12	9	1514	22	214	7	548	0	348	14554	1531	0	17	87	37	3	257	1299	37	9	80	26	0	35360	13	0	2	0	0	46	90	4	12	0	0	0	1	0	2	0	0	0	2	0	0	23	6	15	0	49	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	
MP_E1135_SKQ2021	221070	130	0	22743	3433	2	32	501	18	180	0	336	0	52	17264	876	0	123	26	9	0	294	914	10	3	38	2	0	30929	6	1	0	0	0	29	18	3	5	0	0	0	0	0	9	1	0	0	2	0	0	8	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1136_SKQ2021	141266	116	0	32785	2432	6	10	297	10	1326	0	320	0	69	27898	253	0	416	97	1	0	274	649	11	5	6	11	0	51350	22	0	0	0	0	8	24	0	1	0	0	0	7	0	0	0	1	0	0	0	0	4	0	0	0	90	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
MP_E1137_SKQ2021	201165	252	0	38133	3986	10	20	117	37	1782	0	679	0	78	43105	400	0	48	86	2	1	541	1343	30	9	20	3	0	65868	23	0	0	0	0	26	19	0	0	0	0	0	4	0	0	1	0	0	4	0	0	12	0	0	0	25	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
MP_E1138_SKQ2021	201790	398	0	27638	4437	3	0	164	37	1741	0	565	0	38	30165	261	0	292	40	0	0	295	960	4	6	18	11	0	41159	18	0	1	0	0	9	16	0	0	0	2	0	0	0	3	0	2	0	0	0	0	15	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
MP_E1139_SKQ2021	142485	334	0	63325	560	18	13	780	108	1328	0	1958	0	376	23190	773	0	911	279	2	2	216	5499	34	9	274	35	32	41827	6	3	4	0	0	26	112	0	6	0	19	5	0	0	0	7	0	0	3	0	0	17	0	0	0	105	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1140_SKQ2021	153145	344	0	60597	792	13	3	1105	47	990	3	1025	0	155	17677	471	2	358	106	0	0	152	1404	25	0	97	51	1	33221	9	0	0	0	0	4	153	0	5	0	0	0	0	0	7	6	0	3	0	0	0	12	5	11	0	143	0	0	0	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	
MP_E1141_SKQ2021	180948	168	0	45469	2816	45	33	249	148	968	0	2710	0	103	33363	410	5	271	675	40	10	416	1867	38	3	115	67	8	34978	13	0	0	14	0	11	95	0	15	5	18	0	0	0	1	43	1	0	8	0	0	15	0	0	0	9	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	10	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1142_SKQ2021	186811	182	3	30574	3919	7	12	1165	73	57	3	990	0	184	13815	2494	0	13	66	38	3	342	3651	25	14	46	33	0	33821	32	0	0	0	0	39	45	6	10	0	2	0	0	0	2	2	0	0	0	0	0	7	0	0	0	15	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1143_SKQ2021	246372	258	7	42312	6351	20	0	1401	98	24	7	1047	0	254	16039	2368	5	62	136	79	5	434	3468	32	12	147	36	0	45761	44	0	0	3	11	54	65	7	0	0	6	9	2	0	20	0	0	0	6	0	0	5	7	0	0	7	0	0	0	6	0	0	6	0	0	0	28	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
MP_E1144_SKQ2021	232081	228	4	32826	6458	11	0	1211	64	21	6	733	0	105	11868	910	0	127	35	126	0	313	3022	52	20	31	54	1	28274	25	1	1	0	0	59	84	20	6	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	43	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1145_SKQ2021	104571	72	0	58358	1945	26	34	101	10	27	3	1172	0	1335	45241	517	1	25	716	27	4	148	1630	123	17	73	8	0	8873	20	21	4	0	0	21	1	12	11	0	15	0	0	0	7	5	0	0	4	0	0	0	4	0	0	61	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E1146_SKQ2021	145912	79	2	82370	3389	39	14	81	14	52	3	2123	0	1971	56972	397	2	128	593	6	50	79	845	213	17	54	30	0	10543	20	2	8	9	1	9	21	0	11	0	10	0	0	3	9	0	2	2	0	0	0	0	12	0	0	191	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_POSITIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118948	51	
