cast,date,time,nb,Sbeox0ML/L,Sbeox0PS,Sbox0Mm/Kg,Sbeox1ML/L,Sbeox1PS,Sbox1Mm/Kg,Sal00,Sal11,Sigma-t00,Sigma-t11,FlECO-AFL,T090C,T190C,TurbWETntu0,PrDM
ctd027,9-Sep-20,2:38:41,10,6.5571,99.992,285.74,6.417,97.855,279.634,32.1255,32.1283,24.8494,24.8515,0.5941,9.12,9.1201,0.1967,2.645
ctd016,8-Sep-20,0:59:52,1,6.9937,83.496,304.424,6.7893,81.057,295.529,32.3368,32.3393,25.9945,25.9965,0.2239,-0.9815,-0.9805,1.2745,57.289
ctd016,8-Sep-20,0:59:53,2,6.9851,83.393,304.05,6.7947,81.12,295.764,32.3367,32.3391,25.9944,25.9964,0.2223,-0.9818,-0.9812,1.1901,56.479
ctd016,8-Sep-20,1:00:52,3,6.9735,83.257,303.547,6.8012,81.2,296.047,32.3346,32.3372,25.9927,25.9948,0.2043,-0.9804,-0.9796,1.0063,46.868
ctd016,8-Sep-20,1:01:00,4,6.9666,83.174,303.247,6.7916,81.084,295.627,32.3347,32.3375,25.9928,25.9951,0.1895,-0.9808,-0.9802,1.024,46.995
ctd016,8-Sep-20,1:02:12,5,7.6464,92.741,332.86,7.5104,91.091,326.938,32.2783,32.2855,25.9253,25.9319,0.9276,-0.3728,-0.3916,0.2832,31.106
ctd016,8-Sep-20,1:02:15,6,7.7709,94.257,338.278,7.5711,91.834,329.58,32.2826,32.2887,25.9287,25.9331,0.8756,-0.3712,-0.3569,0.2792,31
ctd016,8-Sep-20,1:03:12,7,6.5107,100.067,283.753,6.345,97.521,276.533,32.0364,32.0396,24.7196,24.7212,0.7065,9.5012,9.5065,0.2255,14.72
ctd016,8-Sep-20,1:03:16,8,6.5135,100.105,283.877,6.34,97.438,276.314,32.0374,32.0412,24.7208,24.7234,0.7278,9.4985,9.5008,0.2165,16.082
ctd016,8-Sep-20,1:04:27,9,6.5085,100.086,283.657,6.3818,98.138,278.137,32.0422,32.045,24.7205,24.7228,0.4133,9.5236,9.5232,0.2252,2.928
ctd016,8-Sep-20,1:04:29,10,6.5017,99.981,283.362,6.3774,98.069,277.945,32.0423,32.0449,24.7207,24.7229,0.4405,9.5229,9.5224,0.2274,3.15
ctd002,3-Sep-20,21:49:24,1,5.8473,78.3,254.592,5.7031,76.368,248.311,32.3479,32.3486,25.725,25.7257,0.16,3.4914,3.4908,0.5815,65.643
ctd002,3-Sep-20,21:49:27,2,5.8423,78.236,254.375,5.7195,76.591,249.026,32.3481,32.3492,25.7251,25.7259,0.1564,3.4925,3.493,0.5461,65.621
ctd002,3-Sep-20,21:50:42,3,5.8321,78.108,253.928,5.7207,76.617,249.079,32.349,32.3501,25.7253,25.7262,0.1546,3.4975,3.4975,0.5565,46.533
ctd002,3-Sep-20,21:50:45,4,5.8323,78.111,253.938,5.7069,76.432,248.478,32.3491,32.3501,25.7254,25.7261,0.1613,3.4976,3.4981,0.5068,46.251
ctd002,3-Sep-20,21:52:16,5,5.8364,78.202,254.115,5.7249,76.708,249.261,32.3485,32.3497,25.7232,25.7241,0.171,3.5165,3.5168,0.4917,30.801
ctd002,3-Sep-20,21:52:21,6,5.8432,78.281,254.413,5.7137,76.545,248.772,32.3492,32.3503,25.7244,25.7251,0.1687,3.5097,3.511,0.506,31.203
ctd002,3-Sep-20,21:54:25,7,6.0656,97.674,264.404,5.9539,95.875,259.533,32.251,32.2516,24.5295,24.5301,4.7619,11.5935,11.5925,1.9318,15.16
ctd002,3-Sep-20,21:54:28,8,6.0586,97.558,264.098,5.9588,95.951,259.748,32.2509,32.2517,24.5297,24.5305,4.7504,11.5922,11.5912,1.9254,15.663
ctd002,3-Sep-20,21:55:32,9,6.2217,100.395,271.22,6.1238,98.816,266.954,32.2132,32.2137,24.4803,24.4806,1.0067,11.7026,11.703,1.6509,1.876
ctd002,3-Sep-20,21:55:39,10,6.2377,100.66,271.918,6.1114,98.621,266.411,32.2133,32.2139,24.4798,24.4802,1.052,11.7055,11.7057,1.7959,2.138
ctd003,3-Sep-20,23:52:37,1,5.8049,77.874,252.739,5.6649,75.995,246.643,32.39,32.3911,25.7528,25.7536,0.1678,3.5538,3.5542,0.6157,63.553
ctd003,3-Sep-20,23:52:39,2,5.7971,77.768,252.397,5.6625,75.963,246.538,32.39,32.3911,25.7528,25.7537,0.1707,3.5537,3.5541,0.6074,63.788
ctd003,3-Sep-20,23:54:00,3,5.795,77.738,252.307,5.6805,76.202,247.322,32.3887,32.3899,25.7518,25.7527,0.1454,3.5531,3.5534,0.5769,46.408
ctd003,3-Sep-20,23:54:05,4,5.801,77.818,252.567,5.6725,76.094,246.973,32.3889,32.3901,25.752,25.7529,0.1458,3.5528,3.5531,0.5968,46.268
ctd003,3-Sep-20,23:55:26,5,5.7963,77.759,252.364,5.6752,76.135,247.092,32.3885,32.3897,25.7515,25.7524,0.1712,3.5549,3.5557,0.5564,30.32
ctd003,3-Sep-20,23:55:33,6,5.8045,77.869,252.719,5.6659,76.01,246.686,32.3885,32.3897,25.7515,25.7524,0.1772,3.555,3.5551,0.522,30.413
ctd003,3-Sep-20,23:56:43,7,6.24,100.305,271.988,6.1036,98.114,266.046,32.3053,32.3058,24.5896,24.59,5.1588,11.4946,11.4942,5.2625,15.523
ctd003,3-Sep-20,23:56:45,8,6.2284,100.114,271.483,6.0943,97.958,265.637,32.306,32.3068,24.5906,24.5919,5.1911,11.4919,11.4881,5.0631,15.622
ctd003,3-Sep-20,23:58:07,9,6.3145,101.896,275.245,6.1833,99.779,269.528,32.3038,32.3045,24.5552,24.5562,1.5435,11.6772,11.6751,5.2229,1.889
ctd003,3-Sep-20,23:58:09,10,6.3246,102.06,275.686,6.1851,99.809,269.606,32.3041,32.3046,24.5554,24.5559,1.5127,11.6773,11.6773,5.2787,1.822
ctd017,8-Sep-20,2:55:04,1,6.7735,81.578,294.871,6.5939,79.416,287.054,32.2104,32.2128,25.8799,25.8818,0.4972,-0.6195,-0.6183,3.0332,59.106
ctd017,8-Sep-20,2:55:07,2,6.7731,81.578,294.856,6.5844,79.305,286.641,32.2102,32.2128,25.8796,25.8817,0.551,-0.6178,-0.6181,2.4384,58.195
ctd017,8-Sep-20,2:56:19,3,6.7679,81.564,294.629,6.5919,79.444,286.97,32.2057,32.2077,25.8751,25.8764,0.4735,-0.5936,-0.5867,1.1731,46.738
ctd017,8-Sep-20,2:56:20,4,6.7659,81.534,294.542,6.6117,79.676,287.829,32.2067,32.209,25.876,25.8777,0.4353,-0.5967,-0.5928,1.2326,47.842
ctd017,8-Sep-20,2:57:22,5,8.4492,109.289,367.911,8.2843,107.156,360.731,32.0942,32.096,25.6318,25.6323,1.1048,2.1695,2.1823,0.2323,31.797
ctd017,8-Sep-20,2:57:27,6,8.5604,111.199,372.761,8.2647,107.357,359.881,32.0897,32.0969,25.6155,25.6309,1.0211,2.3394,2.2104,0.2341,31.615
ctd017,8-Sep-20,2:58:51,7,6.4348,99.461,280.469,6.2802,97.072,273.732,31.9819,31.9857,24.633,24.6362,0.9305,9.7743,9.7733,0.2379,15.732
ctd017,8-Sep-20,2:58:52,8,6.4187,99.204,279.766,6.2968,97.321,274.456,31.982,31.9853,24.6337,24.6363,0.9368,9.7708,9.771,0.2404,15.065
ctd017,8-Sep-20,2:59:59,9,6.4441,99.606,280.875,6.2857,97.158,273.97,31.9837,31.9865,24.6344,24.6368,0.7038,9.7745,9.7735,0.2288,2.441
ctd017,8-Sep-20,3:00:01,10,6.4193,99.225,279.792,6.2984,97.356,274.524,31.9841,31.9867,24.6346,24.6368,0.6643,9.7753,9.7746,0.2387,3.064
ctd029,9-Sep-20,7:47:33,1,6.1317,78.263,266.823,5.9763,76.279,260.059,32.8708,32.8733,26.3058,26.3078,0.2532,1.4331,1.4339,0.734,49.293
ctd029,9-Sep-20,7:47:35,2,6.129,78.23,266.706,5.9887,76.44,260.602,32.8708,32.8734,26.3058,26.3078,0.2783,1.4338,1.4346,0.7353,49.567
ctd029,9-Sep-20,7:48:16,3,6.1303,78.232,266.765,5.9758,76.259,260.039,32.8658,32.8684,26.3022,26.3042,0.2362,1.4274,1.4283,0.6859,46.43
ctd029,9-Sep-20,7:48:18,4,6.1401,78.355,267.189,5.9866,76.396,260.51,32.8651,32.8676,26.3017,26.3036,0.2409,1.4271,1.4276,0.6795,46.343
ctd029,9-Sep-20,7:49:41,5,6.5969,96.903,287.354,6.393,93.908,278.472,32.354,32.3587,25.2819,25.2856,1.6988,7.3924,7.392,0.2808,30.918
ctd029,9-Sep-20,7:49:42,6,6.5991,96.857,287.449,6.4112,94.099,279.264,32.3558,32.3597,25.2882,25.2917,1.6403,7.3563,7.3533,0.2888,31.155
ctd029,9-Sep-20,7:51:06,7,6.6005,98.607,287.533,6.4534,96.409,281.123,32.3808,32.3835,25.1989,25.201,2.1626,8.1278,8.1276,0.2919,15.422
ctd029,9-Sep-20,7:51:07,8,6.5963,98.541,287.349,6.4526,96.396,281.092,32.3809,32.384,25.1991,25.2017,2.2048,8.1267,8.1257,0.2897,15.501
ctd029,9-Sep-20,7:52:28,9,6.6376,99.193,289.15,6.4984,97.113,283.087,32.373,32.3755,25.1903,25.1926,2.6246,8.1447,8.1423,0.2952,3.601
ctd029,9-Sep-20,7:52:30,10,6.6359,99.165,289.077,6.481,96.85,282.328,32.3732,32.3756,25.1906,25.1927,2.5338,8.1431,8.142,0.297,3.565
CTD001,2-Sep-20,11:48:25,1,4.8407,68.392,210.696,4.6742,66.039,203.449,33.0184,33.0192,26.0436,26.0441,0.0938,5.5299,5.5313,0.3734,154.946
CTD001,2-Sep-20,11:48:27,2,4.8343,68.302,210.421,4.6761,66.067,203.535,33.0185,33.0194,26.0438,26.0444,0.1036,5.5294,5.5297,0.3392,154.625
CTD001,2-Sep-20,11:48:28,3,4.8319,68.266,210.316,4.6761,66.065,203.535,33.0187,33.0196,26.044,26.0447,0.094,5.5285,5.5289,0.3534,154.582
CTD001,2-Sep-20,11:48:29,4,4.8336,68.291,210.389,4.6636,65.889,202.991,33.0186,33.0194,26.0439,26.0445,0.0756,5.5289,5.5294,0.3386,154.567
CTD001,2-Sep-20,11:48:30,5,4.8337,68.294,210.392,4.6577,65.808,202.733,33.0181,33.0188,26.0433,26.0438,0.0736,5.5309,5.5317,0.3151,154.566
CTD001,2-Sep-20,11:48:31,6,4.8354,68.323,210.469,4.6689,65.969,203.218,33.0175,33.0183,26.0425,26.0431,0.0832,5.5332,5.5338,0.3209,154.75
CTD001,2-Sep-20,11:48:32,7,4.8384,68.364,210.596,4.6735,66.035,203.421,33.0174,33.0184,26.0424,26.0432,0.0832,5.5333,5.5334,0.3318,154.923
CTD001,2-Sep-20,11:48:33,8,4.8383,68.36,210.593,4.6748,66.05,203.479,33.0179,33.0189,26.0431,26.0439,0.0834,5.531,5.531,0.3684,155.413
CTD001,2-Sep-20,11:48:35,9,4.8384,68.361,210.6,4.6663,65.929,203.106,33.0179,33.0191,26.0432,26.0442,0.0969,5.5307,5.5299,0.3664,155.331
CTD001,2-Sep-20,11:48:36,10,4.8283,68.22,210.159,4.6639,65.897,203.001,33.0178,33.0184,26.043,26.0433,0.1032,5.5318,5.5331,0.3591,154.877
CTD001,2-Sep-20,11:48:38,11,4.8292,68.235,210.197,4.6678,65.955,203.175,33.0174,33.0178,26.0425,26.0425,0.0942,5.5334,5.536,0.3211,154.232
ctd015,7-Sep-20,22:26:25,1,7.2622,87.002,316.104,7.0547,84.516,307.071,32.3742,32.3766,26.0209,26.0229,0.1949,-0.8622,-0.862,1.4717,61.925
ctd015,7-Sep-20,22:26:27,2,7.2554,86.917,315.81,7.0521,84.482,306.961,32.3741,32.3765,26.0209,26.0228,0.1729,-0.8638,-0.863,1.5755,62.132
ctd015,7-Sep-20,22:27:41,3,7.2557,86.909,315.823,7.0659,84.635,307.561,32.3727,32.3754,26.0199,26.0221,0.1918,-0.8686,-0.8688,1.2595,45.497
ctd015,7-Sep-20,22:27:42,4,7.2494,86.831,315.547,7.068,84.658,307.65,32.3728,32.3754,26.02,26.0222,0.1842,-0.8695,-0.8692,1.4862,46.798
ctd015,7-Sep-20,22:28:43,5,8.575,104.315,373.264,9.319,113.366,405.651,32.3475,32.3702,25.9773,25.9849,3.8926,-0.2779,-0.0315,0.294,32.015
ctd015,7-Sep-20,22:28:49,6,9.43,120.85,410.578,8.4212,107.922,366.656,32.1891,32.3135,25.7358,25.8976,3.6045,1.7771,0.79,0.2873,31.231
ctd015,7-Sep-20,22:29:57,7,6.397,99.209,278.798,6.2503,96.933,272.402,32.1205,32.1234,24.7229,24.7245,0.6627,9.8866,9.8908,0.2101,13.926
ctd015,7-Sep-20,22:30:03,8,6.3787,98.923,277.998,6.2627,97.125,272.945,32.1214,32.1242,24.7237,24.7252,0.6538,9.8857,9.8902,0.2143,15.279
ctd015,7-Sep-20,22:31:19,9,6.3983,99.255,278.852,6.2378,96.765,271.857,32.1245,32.127,24.7242,24.7263,0.307,9.8977,9.8971,0.2089,3.408
ctd015,7-Sep-20,22:31:20,10,6.4096,99.428,279.344,6.2381,96.768,271.87,32.1243,32.1268,24.7242,24.7263,0.34,9.897,9.8963,0.2113,4.303
ctd031a,9-Sep-20,20:18:38,1,5.8625,77.118,255.1,5.7394,75.498,249.744,33.0217,33.0248,26.341,26.3434,0.3539,2.5869,2.5873,0.9959,40.564
ctd031a,9-Sep-20,20:18:47,2,5.8727,77.251,255.542,5.7514,75.655,250.263,33.0216,33.0245,26.3409,26.3432,0.3427,2.5868,2.5874,0.963,40.634
ctd031a,9-Sep-20,20:19:38,3,5.87,77.216,255.427,5.7629,75.807,250.766,33.0209,33.024,26.3403,26.3428,0.4279,2.5868,2.5872,0.8857,30.739
ctd031a,9-Sep-20,20:19:40,4,5.8814,77.366,255.923,5.7576,75.738,250.536,33.0209,33.024,26.3403,26.3428,0.4221,2.5871,2.5872,0.908,30.817
ctd031a,9-Sep-20,20:20:33,5,7.1753,99.843,312.439,6.9659,96.929,303.319,32.4406,32.4441,25.641,25.6438,6.2068,5.0504,5.0502,0.43,15.018
ctd031a,9-Sep-20,20:20:35,6,7.1721,99.803,312.298,6.9692,96.98,303.463,32.4414,32.4449,25.6415,25.6442,6.0998,5.0521,5.0524,0.4214,15.085
ctd031a,9-Sep-20,20:21:29,7,7.2027,100.701,313.661,7.0431,98.47,306.709,32.3522,32.3556,25.5459,25.5488,5.5291,5.2744,5.273,0.4631,2.349
ctd031a,9-Sep-20,20:21:30,8,7.22,100.94,314.411,7.0339,98.338,306.307,32.3523,32.3559,25.5462,25.5492,5.6744,5.2733,5.271,0.5039,2.518
ctd014,6-Sep-20,14:23:33,1,6.2491,98.478,272.315,6.1253,96.527,266.921,32.4285,32.431,24.8549,24.857,0.4497,10.5319,10.5311,0.1918,2.008
ctd014,6-Sep-20,14:23:34,2,6.2511,98.51,272.404,6.1303,96.606,267.138,32.4286,32.431,24.855,24.8569,0.458,10.532,10.5318,0.1954,1.98
ctd014,6-Sep-20,14:23:35,3,6.2536,98.549,272.512,6.1456,96.847,267.806,32.4288,32.4312,24.8552,24.857,0.458,10.5318,10.5319,0.1918,1.995
ctd014,6-Sep-20,14:23:37,4,6.262,98.681,272.877,6.1174,96.403,266.578,32.4288,32.4312,24.8552,24.8571,0.4788,10.5319,10.5316,0.194,2.413
ctd014,6-Sep-20,14:23:38,5,6.2474,98.45,272.24,6.1117,96.312,266.329,32.4287,32.4311,24.8552,24.8571,0.4986,10.5315,10.531,0.2006,2.577
ctd014,6-Sep-20,14:23:39,6,6.248,98.454,272.266,6.1222,96.472,266.785,32.4288,32.4311,24.8557,24.8572,0.4869,10.5291,10.5306,0.1953,2.234
ctd014,6-Sep-20,14:23:40,7,6.2467,98.429,272.213,6.1048,96.193,266.027,32.429,32.4313,24.8563,24.8577,0.4688,10.5264,10.5287,0.1901,1.799
ctd014,6-Sep-20,14:23:41,8,6.2522,98.516,272.45,6.1227,96.476,266.808,32.4294,32.4314,24.8565,24.8578,0.4721,10.5268,10.5286,0.1943,1.742
ctd014,6-Sep-20,14:23:42,10,6.2615,98.672,272.859,6.1287,96.579,267.071,32.4293,32.4314,24.8558,24.8574,0.473,10.5305,10.5309,0.1987,2.2
ctd014,6-Sep-20,14:23:42,11,6.2624,98.688,272.896,6.1262,96.542,266.963,32.4292,32.4314,24.8555,24.8573,0.4703,10.5317,10.5313,0.1982,2.392
ctd014,6-Sep-20,14:23:43,12,6.2593,98.639,272.762,6.1266,96.547,266.977,32.4291,32.4314,24.8555,24.8573,0.4793,10.5316,10.5312,0.1968,2.487
ctd028,9-Sep-20,4:48:48,1,6.1875,78.091,269.25,6.036,76.18,262.658,32.8381,32.8407,26.307,26.309,0.1202,1.0028,1.0041,1.2363,66.507
ctd028,9-Sep-20,4:48:50,2,6.1812,78.013,268.978,6.0445,76.288,263.028,32.8381,32.8407,26.307,26.309,0.1425,1.0033,1.0047,1.2112,66.229
ctd028,9-Sep-20,4:50:12,3,8.8612,113.224,385.706,8.6272,110.234,375.521,32.5243,32.5279,26.0188,26.0234,0.1548,1.5695,1.5436,0.1798,45.631
ctd028,9-Sep-20,4:50:13,4,8.8988,113.728,387.344,8.6346,110.351,375.842,32.5241,32.5272,26.018,26.0221,0.1745,1.5778,1.5548,0.1756,45.556
ctd028,9-Sep-20,4:51:17,5,6.9132,101.556,301.149,6.7526,99.197,294.153,32.283,32.2869,25.2229,25.2262,1.6468,7.4154,7.4141,0.272,30.598
ctd028,9-Sep-20,4:51:19,6,6.909,101.483,300.964,6.7355,98.935,293.407,32.2836,32.2874,25.224,25.2275,1.6206,7.4108,7.4072,0.2709,31.036
ctd028,9-Sep-20,4:52:25,7,6.8662,102.184,299.121,6.6991,99.698,291.841,32.2877,32.2904,25.1464,25.1487,2.6661,7.9856,7.9843,0.3183,14.994
ctd028,9-Sep-20,4:52:26,8,6.8623,102.15,298.953,6.692,99.614,291.532,32.2872,32.2901,25.1445,25.1467,2.6744,7.9957,7.9966,0.3155,14.902
ctd028,9-Sep-20,4:53:59,9,6.8811,103.364,299.792,6.7292,101.083,293.176,32.2724,32.2755,25.0734,25.0762,2.1882,8.4027,8.4004,0.2753,3.455
ctd028,9-Sep-20,4:54:00,10,6.8651,103.12,299.096,6.7363,101.186,293.485,32.2726,32.2756,25.0739,25.0761,2.1718,8.4011,8.4013,0.2727,3.346
ctd004,4-Sep-20,2:28:54,1,6.1967,81.902,269.827,6.0506,79.971,263.465,32.1897,32.1906,25.6417,25.6424,0.2059,3.0063,3.0061,0.5484,65.984
ctd004,4-Sep-20,2:28:59,2,6.2007,81.972,270,6.0539,80.031,263.608,32.192,32.1932,25.6429,25.6438,0.2243,3.0138,3.0143,0.5623,65.876
ctd004,4-Sep-20,2:30:54,3,6.1601,81.357,268.249,6.0629,80.073,264.014,32.1137,32.1841,25.5819,25.6386,0.2838,2.9967,2.9901,0.4518,46.171
ctd004,4-Sep-20,2:31:01,4,6.1776,81.583,269.01,6.0691,80.15,264.283,32.114,32.1863,25.5823,25.6398,0.2367,2.9944,2.9963,0.442,46.068
ctd004,4-Sep-20,2:32:21,5,6.3476,83.207,276.418,6.2407,81.807,271.764,32.0517,32.1154,25.5558,25.6067,0.3052,2.713,2.713,0.4222,30.525
ctd004,4-Sep-20,2:33:13,6,5.8808,89.364,256.301,6.3899,97.101,278.49,31.9398,31.9676,24.7202,24.7056,3.8011,9.0159,9.2501,0.8439,20.358
ctd004,4-Sep-20,2:34:04,7,6.1325,98.239,267.39,6.0408,96.769,263.391,31.8777,31.9371,24.2637,24.3098,2.6791,11.4597,11.4599,0.8461,15.459
ctd004,4-Sep-20,2:34:06,8,6.1245,98.107,267.04,6.0247,96.509,262.689,31.8811,31.9399,24.2667,24.3127,2.8218,11.457,11.4558,0.8384,15.775
ctd004,4-Sep-20,2:35:24,9,6.1518,99.203,268.261,6.0308,97.251,262.981,31.8167,31.8174,24.1564,24.1571,1.0593,11.7899,11.7896,0.61,1.626
ctd004,4-Sep-20,2:35:26,10,6.141,99.02,267.786,6.0362,97.331,263.218,31.8163,31.8175,24.1568,24.1574,1.0274,11.7862,11.7879,0.651,2.039
ctd010,5-Sep-20,2:50:39,1,7.6546,93.276,333.33,7.427,90.504,323.422,31.8522,31.7891,25.5691,25.5181,1.199,-0.0814,-0.0806,1.1744,65.927
ctd010,5-Sep-20,2:50:42,2,7.6529,93.259,333.256,7.4137,90.344,322.841,31.8522,31.789,25.5691,25.518,1.2929,-0.08,-0.079,1.1491,65.235
ctd010,5-Sep-20,2:51:51,3,7.6653,93.405,333.798,7.4525,90.813,324.533,31.8465,31.7937,25.5644,25.5219,0.9722,-0.0803,-0.0798,0.3966,45.761
ctd010,5-Sep-20,2:51:53,4,7.6729,93.498,334.129,7.4496,90.777,324.404,31.8465,31.7936,25.5645,25.5217,0.954,-0.0804,-0.0797,0.4058,46.148
ctd010,5-Sep-20,2:52:58,5,8.5069,104.599,370.459,8.2005,100.831,357.116,31.827,31.7832,25.533,25.4993,0.9704,0.2681,0.2346,0.2891,30.113
ctd010,5-Sep-20,2:53:01,6,8.5324,104.896,371.569,8.1896,100.681,356.639,31.8312,31.7834,25.5367,25.4993,0.9949,0.2608,0.2368,0.2941,30.108
ctd010,5-Sep-20,2:54:08,7,6.2226,98.194,271.319,6.0771,95.897,264.973,31.7253,31.6818,24.2609,24.2276,0.3642,10.8025,10.7993,0.1883,14.697
ctd010,5-Sep-20,2:54:10,8,6.2238,98.22,271.37,6.0867,96.057,265.394,31.7224,31.6806,24.2578,24.2257,0.3551,10.8072,10.8044,0.1823,14.558
ctd010,5-Sep-20,2:55:18,9,6.2256,98.264,271.451,6.0862,96.063,265.37,31.7264,31.6823,24.2599,24.2259,0.2869,10.8128,10.8114,0.1887,1.873
ctd010,5-Sep-20,2:55:21,10,6.2191,98.163,271.167,6.0939,96.187,265.71,31.7253,31.6793,24.2589,24.2234,0.2642,10.814,10.8126,0.2014,1.973
ctd038,11-Sep-20,5:09:45,1,5.9216,78.358,257.666,5.8398,77.275,254.104,33.0774,33.081,26.3669,26.3698,0.2844,2.8096,2.8095,3.2672,55.372
ctd038,11-Sep-20,5:09:47,2,5.9169,78.297,257.461,5.8369,77.238,253.98,33.0774,33.0809,26.3668,26.3695,0.2808,2.8102,2.8111,3.3454,55.417
ctd038,11-Sep-20,5:11:28,3,6.2955,83.691,273.942,6.1857,82.23,269.161,33.0692,33.073,26.3441,26.3472,0.3246,2.9975,2.9975,0.62,30.635
ctd038,11-Sep-20,5:11:30,4,6.2743,83.405,273.019,6.1876,82.253,269.245,33.0693,33.073,26.3444,26.3473,0.321,2.996,2.9966,0.6171,30.744
ctd038,11-Sep-20,5:12:34,5,6.5342,87.541,284.337,6.4252,86.081,279.595,33.0614,33.0653,26.3096,26.3127,0.2819,3.3143,3.315,0.5582,15.899
ctd038,11-Sep-20,5:12:39,6,6.5456,87.687,284.834,6.4174,85.968,279.252,33.0619,33.0655,26.3104,26.3129,0.2699,3.3108,3.3143,0.4795,15.504
ctd038,11-Sep-20,5:13:48,7,6.511,87.187,283.328,6.4052,85.77,278.722,33.0638,33.0673,26.3135,26.3173,0.2821,3.2935,3.2812,0.5075,2.769
ctd038,11-Sep-20,5:13:50,8,6.5266,87.391,284.005,6.3942,85.618,278.243,33.0622,33.0657,26.3124,26.3154,0.2763,3.2917,3.2883,0.4943,2.993
ctd039,11-Sep-20,6:15:10,1,6.0267,79.812,262.241,5.9196,78.394,257.58,33.0734,33.0771,26.3609,26.3638,0.2497,2.8426,2.8422,1.9498,54.893
ctd039,11-Sep-20,6:15:11,2,6.0334,79.898,262.531,5.9312,78.544,258.083,33.0734,33.0773,26.361,26.3642,0.2411,2.8412,2.8402,1.9705,55.133
ctd039,11-Sep-20,6:16:32,3,6.2323,82.592,271.187,6.1287,81.219,266.68,33.0719,33.0755,26.3572,26.3601,0.236,2.871,2.871,1.236,31.161
ctd039,11-Sep-20,6:16:37,4,6.2335,82.608,271.237,6.1298,81.233,266.725,33.0719,33.0755,26.3572,26.3601,0.2416,2.8712,2.8718,1.1439,30.877
ctd039,11-Sep-20,6:17:46,5,6.4147,85.402,279.127,6.3016,83.896,274.205,33.069,33.0729,26.3387,26.3418,0.251,3.0579,3.0585,0.8236,15.541
ctd039,11-Sep-20,6:17:48,6,6.4137,85.387,279.087,6.3028,83.909,274.258,33.0695,33.0733,26.3393,26.3424,0.2322,3.0565,3.0553,0.8167,15.704
ctd039,11-Sep-20,6:18:49,7,6.5295,87.572,284.134,6.4225,86.136,279.477,33.0601,33.0637,26.3046,26.3074,0.2634,3.3582,3.3587,0.4706,2.976
ctd039,11-Sep-20,6:18:50,8,6.5415,87.733,284.656,6.4203,86.107,279.381,33.06,33.0635,26.3045,26.3072,0.2656,3.3584,3.3589,0.4765,3.498
ctd011,5-Sep-20,5:00:49,1,7.7352,95.741,336.847,7.4912,92.721,326.222,31.8695,31.8122,25.5553,25.5091,0.6928,0.5101,0.5108,0.8402,57.686
ctd011,5-Sep-20,5:00:52,2,7.7355,95.744,336.859,7.4995,92.823,326.584,31.8694,31.8121,25.5552,25.509,0.7004,0.5098,0.5107,0.9776,57.518
ctd011,5-Sep-20,5:02:05,3,7.7323,95.723,336.718,7.5189,93.081,327.425,31.8698,31.8132,25.5552,25.5095,0.6959,0.5174,0.5181,0.4953,45.421
ctd011,5-Sep-20,5:02:11,4,7.7403,95.823,337.067,7.5202,93.098,327.482,31.8699,31.8132,25.5552,25.5095,0.5889,0.5176,0.5187,0.4195,45.859
ctd011,5-Sep-20,5:03:21,5,7.7534,95.99,337.637,7.5379,93.322,328.252,31.8692,31.8128,25.5545,25.5091,0.6843,0.5198,0.5203,0.4525,32.321
ctd011,5-Sep-20,5:03:25,6,7.7519,95.973,337.573,7.5352,93.29,328.135,31.8692,31.8129,25.5545,25.5092,0.6309,0.5205,0.5209,0.3815,31.27
ctd011,5-Sep-20,5:04:39,7,6.1755,97.612,269.302,6.0438,95.531,263.56,31.5707,31.5154,24.1193,24.0776,0.4488,10.9253,10.9179,0.1955,15.013
ctd011,5-Sep-20,5:04:40,8,6.1839,97.747,269.67,6.0426,95.513,263.507,31.5717,31.5164,24.1201,24.0771,0.4506,10.9254,10.9251,0.1911,14.845
ctd011,5-Sep-20,5:05:52,9,6.1917,97.883,270.006,6.0624,95.84,264.371,31.5775,31.5221,24.1238,24.0807,0.4556,10.9303,10.93,0.1886,2.956
ctd011,5-Sep-20,5:05:55,10,6.2016,98.041,270.441,6.052,95.675,263.915,31.5777,31.5223,24.1239,24.081,0.4463,10.9303,10.9292,0.1955,2.999
ctd005,4-Sep-20,5:08:05,1,6.2427,82.543,271.833,6.1124,80.819,266.158,32.1742,31.6922,25.6276,25.2432,0.2548,3.0263,3.0258,0.6008,65.968
ctd005,4-Sep-20,5:08:11,2,6.2446,82.567,271.916,6.1185,80.9,266.424,32.1743,31.7072,25.6277,25.2551,0.2344,3.0261,3.0265,0.6166,65.774
ctd005,4-Sep-20,5:09:35,3,6.3499,80.54,277.751,6.3653,80.735,278.424,26.3806,32.1266,21.0157,25.6023,0.2423,2.9417,2.8747,0.4912,45.645
ctd005,4-Sep-20,5:09:40,4,5.779,72.323,253.118,6.4432,80.635,282.209,24.6468,32.1288,19.6384,25.6047,0.2905,2.8795,2.8674,0.5056,45.569
ctd005,4-Sep-20,5:10:51,5,6.486,84.894,282.444,6.2932,82.371,274.048,32.0567,32.0579,25.5647,25.5657,0.2526,2.6514,2.652,0.5131,29.985
ctd005,4-Sep-20,5:10:52,6,6.4727,84.72,281.866,6.2881,82.304,273.827,32.0566,32.058,25.5647,25.5657,0.2591,2.6511,2.6523,0.5208,29.957
