reads.in	reads.out
MP_E761_R1_trimmed.fq.gz	89870	88044
MP_E768_1B_R1_trimmed.fq.gz	56048	54797
MP_E773_R1_trimmed.fq.gz	115516	112230
MP_E811_1B_R1_trimmed.fq.gz	99357	97397
MP_E811_2B_R1_trimmed.fq.gz	124664	121478
MP_E811_3B_R1_trimmed.fq.gz	87936	85169
MP_E824_R1_trimmed.fq.gz	199624	193816
MP_E829_R1_trimmed.fq.gz	77001	75404
MP_E840_R1_trimmed.fq.gz	11391	10955
MP_E846_R1_trimmed.fq.gz	38511	37793
MP_E852_R1_trimmed.fq.gz	51493	49722
MP_E856_R1_trimmed.fq.gz	3346	3272
MP_E860_1B_R1_trimmed.fq.gz	115589	113038
MP_E860_2B_R1_trimmed.fq.gz	40302	39455
MP_E860_3B_R1_trimmed.fq.gz	32617	31665
MP_E872_1B_R1_trimmed.fq.gz	28383	27700
MP_E872_2B_R1_trimmed.fq.gz	24672	24110
MP_E872_3B_R1_trimmed.fq.gz	99099	96943
MP_E875_R1_trimmed.fq.gz	225908	220704
MP_POSITIVE_R1_trimmed.fq.gz	150971	147124
